source_row_number,course_name,department_name,college_name,topic_slug,topic_name,candidate_name,suggested_parent_slug,suggested_depth,relevance_score,matched_fields,match_types,relation_hint,is_existing_topic,needs_review,is_auto_link_candidate,evidence_count
18927,식품경제데이터분석기초,식품자원경제학과,농업생명과학대학,data-analysis,데이터 분석,,,,0.5,main_textbook_clean,topic_name,,true,false,false,1
1913,정치와데이터분석,정치외교학과,사회과학대학,,,변수,programming-basic-syntax,3,0.65,prerequisite_material_clean,depth3_candidate,prerequisite,false,true,false,1
20803,인공지능과윤리교육,윤리교육과,사범대학,artificial-intelligence,인공지능,,,,1.0,course_name_clean|learning_objective_clean,topic_name,,true,false,true,2
20803,인공지능과윤리교육,윤리교육과,사범대학,authentication-authorization,인증과 인가,,,,0.45,main_textbook_clean,alias,,true,false,false,1
22110,심리데이터분석,심리학과,사회과학대학,,,회귀,machine-learning,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
22110,심리데이터분석,심리학과,사회과학대학,data-analysis,데이터 분석,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
22110,심리데이터분석,심리학과,사회과학대학,regression-analysis,회귀분석,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
23143,공학입문설계(어드벤처디자인),융합전자공학부,융합기술공과대학,problem-solving-coding-basics,문제 해결과 코딩 기초,,,,0.75,learning_objective_clean,alias,,true,false,false,1
23147,에너지데이터분석,에너지공학과,융합기술공과대학,python,Python,,,,0.83,learning_objective_clean|main_textbook_clean,alias|topic_name,,true,false,false,2
23147,에너지데이터분석,에너지공학과,융합기술공과대학,programming,프로그래밍,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
23147,에너지데이터분석,에너지공학과,융합기술공과대학,programming-basic-syntax,프로그래밍 기초 문법,,,,0.75,learning_objective_clean,alias,,true,false,false,1
2604,인문학데이터마이닝,영어영문학전공,인문대학,data-visualization,데이터 시각화,,,,0.7,learning_objective_clean,alias,,true,false,false,1
2604,인문학데이터마이닝,영어영문학전공,인문대학,data-analysis,데이터 분석,,,,0.5,main_textbook_clean,topic_name,,true,false,false,1
2604,인문학데이터마이닝,영어영문학전공,인문대학,programming,프로그래밍,,,,0.83,learning_objective_clean|prerequisite_material_clean,topic_name,prerequisite,true,false,false,2
2604,인문학데이터마이닝,영어영문학전공,인문대학,python,Python,,,,0.65,prerequisite_material_clean,alias,prerequisite,true,false,false,2
26597,빅데이터정보처리,정보통계학과,자연과학대학,deep-learning,딥러닝,,,,0.83,learning_objective_clean|main_textbook_clean,topic_name,,true,false,false,2
26597,빅데이터정보처리,정보통계학과,자연과학대학,machine-learning,머신러닝,,,,0.8,learning_objective_clean,alias|topic_name,,true,false,false,2
26597,빅데이터정보처리,정보통계학과,자연과학대학,artificial-intelligence,인공지능,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
26597,빅데이터정보처리,정보통계학과,자연과학대학,authentication-authorization,인증과 인가,,,,0.7,learning_objective_clean,alias,,true,false,false,1
26598,빅데이터입문,정보통계학과,자연과학대학,data-analysis,데이터 분석,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
26598,빅데이터입문,정보통계학과,자연과학대학,programming,프로그래밍,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
26614,빅데이터분석,정보통계학과,자연과학대학,linux,Linux,,,,0.73,learning_objective_clean|main_textbook_clean,alias,,true,false,false,2
26619,기계학습,정보통계학과,자연과학대학,machine-learning,머신러닝,,,,0.93,course_name_clean|main_textbook_clean,alias|topic_name,,true,false,true,2
26619,기계학습,정보통계학과,자연과학대학,programming,프로그래밍,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
26619,기계학습,정보통계학과,자연과학대학,python,Python,,,,0.78,learning_objective_clean|main_textbook_clean,alias,,true,false,false,3
26638,통계데이터베이스,정보통계학과,자연과학대학,database,데이터베이스,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,,true,false,true,3
26638,통계데이터베이스,정보통계학과,자연과학대학,probability-statistics,확률과 통계,,,,0.7,learning_objective_clean,alias,,true,false,false,1
26640,데이터마이닝,정보통계학과,자연과학대학,linear-algebra,선형대수,,,,0.8,learning_objective_clean,alias|topic_name,,true,false,false,2
26640,데이터마이닝,정보통계학과,자연과학대학,,,비지도학습,machine-learning,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
26640,데이터마이닝,정보통계학과,자연과학대학,,,신경망,deep-learning,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
26640,데이터마이닝,정보통계학과,자연과학대학,,,지도학습,machine-learning,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
26640,데이터마이닝,정보통계학과,자연과학대학,,,회귀,machine-learning,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
26640,데이터마이닝,정보통계학과,자연과학대학,statistical-analysis,통계 분석,,,,0.75,learning_objective_clean,alias,,true,false,false,1
26640,데이터마이닝,정보통계학과,자연과학대학,probability-statistics,확률과 통계,,,,0.7,learning_objective_clean,alias,,true,false,false,1
27267,웹프로그래밍,컴퓨터과학부 컴퓨터과학전공,자연과학대학,programming,프로그래밍,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,,true,false,true,3
27267,웹프로그래밍,컴퓨터과학부 컴퓨터과학전공,자연과학대학,javascript,JavaScript,,,,0.78,learning_objective_clean|main_textbook_clean,alias|topic_name,,true,false,false,2
27267,웹프로그래밍,컴퓨터과학부 컴퓨터과학전공,자연과학대학,programming-basic-syntax,프로그래밍 기초 문법,,,,0.78,learning_objective_clean|main_textbook_clean,alias,,true,false,false,2
27267,웹프로그래밍,컴퓨터과학부 컴퓨터과학전공,자연과학대학,java,Java,,,,0.7,learning_objective_clean,alias,,true,false,false,1
27269,웹프로그래밍실습,컴퓨터과학부 컴퓨터과학전공,자연과학대학,programming,프로그래밍,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,,true,false,true,3
27269,웹프로그래밍실습,컴퓨터과학부 컴퓨터과학전공,자연과학대학,javascript,JavaScript,,,,0.78,learning_objective_clean|main_textbook_clean,alias|topic_name,,true,false,false,2
27269,웹프로그래밍실습,컴퓨터과학부 컴퓨터과학전공,자연과학대학,programming-basic-syntax,프로그래밍 기초 문법,,,,0.78,learning_objective_clean|main_textbook_clean,alias,,true,false,false,2
27269,웹프로그래밍실습,컴퓨터과학부 컴퓨터과학전공,자연과학대학,java,Java,,,,0.7,learning_objective_clean,alias,,true,false,false,1
27270,웹프로그래밍실습,컴퓨터과학부 컴퓨터과학전공,자연과학대학,programming,프로그래밍,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,,true,false,true,3
27270,웹프로그래밍실습,컴퓨터과학부 컴퓨터과학전공,자연과학대학,javascript,JavaScript,,,,0.78,learning_objective_clean|main_textbook_clean,alias|topic_name,,true,false,false,2
27270,웹프로그래밍실습,컴퓨터과학부 컴퓨터과학전공,자연과학대학,programming-basic-syntax,프로그래밍 기초 문법,,,,0.78,learning_objective_clean|main_textbook_clean,alias,,true,false,false,2
27270,웹프로그래밍실습,컴퓨터과학부 컴퓨터과학전공,자연과학대학,java,Java,,,,0.7,learning_objective_clean,alias,,true,false,false,1
27271,인공지능,컴퓨터과학부 컴퓨터과학전공,자연과학대학,artificial-intelligence,인공지능,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,,true,false,true,3
27271,인공지능,컴퓨터과학부 컴퓨터과학전공,자연과학대학,,,신경망,deep-learning,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
27271,인공지능,컴퓨터과학부 컴퓨터과학전공,자연과학대학,deep-learning,딥러닝,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
27271,인공지능,컴퓨터과학부 컴퓨터과학전공,자연과학대학,testing,테스트,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
27271,인공지능,컴퓨터과학부 컴퓨터과학전공,자연과학대학,machine-learning,머신러닝,,,,0.75,learning_objective_clean,alias,,true,false,false,1
27281,데이터베이스,컴퓨터과학부 컴퓨터과학전공,자연과학대학,database,데이터베이스,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,,true,false,true,3
27281,데이터베이스,컴퓨터과학부 컴퓨터과학전공,자연과학대학,database-design,데이터베이스 설계,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
27281,데이터베이스,컴퓨터과학부 컴퓨터과학전공,자연과학대학,sql,SQL,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
27283,데이터베이스실습,컴퓨터과학부 컴퓨터과학전공,자연과학대학,database,데이터베이스,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,,true,false,true,3
27283,데이터베이스실습,컴퓨터과학부 컴퓨터과학전공,자연과학대학,database-design,데이터베이스 설계,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
27283,데이터베이스실습,컴퓨터과학부 컴퓨터과학전공,자연과학대학,sql,SQL,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
27285,컴퓨터네트워크,컴퓨터과학부 컴퓨터과학전공,자연과학대학,networks,네트워크,,,,1.0,course_name_clean|learning_objective_clean,alias|topic_name,,true,false,true,4
27285,컴퓨터네트워크,컴퓨터과학부 컴퓨터과학전공,자연과학대학,,,OSI 7계층,networks,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,2
27285,컴퓨터네트워크,컴퓨터과학부 컴퓨터과학전공,자연과학대학,,,프로토콜,networks,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
27285,컴퓨터네트워크,컴퓨터과학부 컴퓨터과학전공,자연과학대학,programming,프로그래밍,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
27288,이산수학,컴퓨터과학부 컴퓨터과학전공,자연과학대학,discrete-mathematics,이산수학,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,,true,false,true,3
27296,빅데이터,컴퓨터과학부 컴퓨터과학전공,자연과학대학,python,Python,,,,0.83,learning_objective_clean|main_textbook_clean,alias|topic_name,,true,false,false,2
27296,빅데이터,컴퓨터과학부 컴퓨터과학전공,자연과학대학,data-analysis,데이터 분석,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
27296,빅데이터,컴퓨터과학부 컴퓨터과학전공,자연과학대학,machine-learning,머신러닝,,,,0.78,learning_objective_clean|main_textbook_clean,alias|topic_name,,true,false,false,2
27304,영상처리,컴퓨터과학부 컴퓨터과학전공,자연과학대학,data-preprocessing,데이터 전처리,,,,0.7,learning_objective_clean,alias,,true,false,false,1
27304,영상처리,컴퓨터과학부 컴퓨터과학전공,자연과학대학,programming,프로그래밍,,,,0.68,prerequisite_material_clean,topic_name,prerequisite,true,false,false,1
27304,영상처리,컴퓨터과학부 컴퓨터과학전공,자연과학대학,oop,객체지향 프로그래밍,,,,0.65,prerequisite_material_clean,alias,prerequisite,true,false,false,1
27313,소프트웨어설계PBL,컴퓨터과학부 컴퓨터과학전공,자연과학대학,documentation,문서화,,,,0.78,learning_objective_clean|main_textbook_clean,alias|topic_name,,true,false,false,2
27317,C프로그래밍,컴퓨터과학부 컴퓨터과학전공,자연과학대학,programming,프로그래밍,,,,1.0,course_name_clean|learning_objective_clean,topic_name,,true,false,true,2
27317,C프로그래밍,컴퓨터과학부 컴퓨터과학전공,자연과학대학,c-language,C언어,,,,0.83,learning_objective_clean|main_textbook_clean,alias|topic_name,,true,false,false,4
27317,C프로그래밍,컴퓨터과학부 컴퓨터과학전공,자연과학대학,,,배열,data-structures,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
27317,C프로그래밍,컴퓨터과학부 컴퓨터과학전공,자연과학대학,,,입출력,programming-basic-syntax,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
27317,C프로그래밍,컴퓨터과학부 컴퓨터과학전공,자연과학대학,,,함수,programming-basic-syntax,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
27317,C프로그래밍,컴퓨터과학부 컴퓨터과학전공,자연과학대학,problem-solving-coding-basics,문제 해결과 코딩 기초,,,,0.75,learning_objective_clean,alias,,true,false,false,1
27319,C프로그래밍실습,컴퓨터과학부 컴퓨터과학전공,자연과학대학,programming,프로그래밍,,,,1.0,course_name_clean|learning_objective_clean,topic_name,,true,false,true,2
27319,C프로그래밍실습,컴퓨터과학부 컴퓨터과학전공,자연과학대학,c-language,C언어,,,,0.83,learning_objective_clean|main_textbook_clean,alias|topic_name,,true,false,false,4
27319,C프로그래밍실습,컴퓨터과학부 컴퓨터과학전공,자연과학대학,,,배열,data-structures,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
27319,C프로그래밍실습,컴퓨터과학부 컴퓨터과학전공,자연과학대학,,,입출력,programming-basic-syntax,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
27319,C프로그래밍실습,컴퓨터과학부 컴퓨터과학전공,자연과학대학,,,함수,programming-basic-syntax,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
27319,C프로그래밍실습,컴퓨터과학부 컴퓨터과학전공,자연과학대학,problem-solving-coding-basics,문제 해결과 코딩 기초,,,,0.75,learning_objective_clean,alias,,true,false,false,1
27323,객체지향프로그래밍,컴퓨터과학부 컴퓨터과학전공,자연과학대학,operating-systems,운영체제,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
27323,객체지향프로그래밍,컴퓨터과학부 컴퓨터과학전공,자연과학대학,programming,프로그래밍,,,,1.0,course_name_clean|learning_objective_clean|prerequisite_material_clean,topic_name,prerequisite,true,false,true,3
27323,객체지향프로그래밍,컴퓨터과학부 컴퓨터과학전공,자연과학대학,oop,객체지향 프로그래밍,,,,0.93,course_name_clean|prerequisite_material_clean,alias|topic_name,prerequisite,true,false,true,4
27323,객체지향프로그래밍,컴퓨터과학부 컴퓨터과학전공,자연과학대학,c-language,C언어,,,,0.68,prerequisite_material_clean,alias|topic_name,prerequisite,true,false,false,2
27326,컴퓨터구조,컴퓨터과학부 컴퓨터과학전공,자연과학대학,computer-architecture,컴퓨터구조,,,,0.95,course_name_clean,topic_name,,true,false,true,1
27326,컴퓨터구조,컴퓨터과학부 컴퓨터과학전공,자연과학대학,,,입출력,programming-basic-syntax,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
27330,Java프로그래밍,컴퓨터과학부 컴퓨터과학전공,자연과학대학,java,Java,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,,true,false,true,3
27330,Java프로그래밍,컴퓨터과학부 컴퓨터과학전공,자연과학대학,oop,객체지향 프로그래밍,,,,0.75,learning_objective_clean,alias,,true,false,false,1
27330,Java프로그래밍,컴퓨터과학부 컴퓨터과학전공,자연과학대학,programming,프로그래밍,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean|prerequisite_material_clean,topic_name,prerequisite,true,false,true,4
27331,Java프로그래밍실습,컴퓨터과학부 컴퓨터과학전공,자연과학대학,java,Java,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,,true,false,true,3
27331,Java프로그래밍실습,컴퓨터과학부 컴퓨터과학전공,자연과학대학,programming,프로그래밍,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean|prerequisite_material_clean,topic_name,prerequisite,true,false,true,4
27333,자료구조,컴퓨터과학부 컴퓨터과학전공,자연과학대학,data-structures,자료구조,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,,true,false,true,3
27333,자료구조,컴퓨터과학부 컴퓨터과학전공,자연과학대학,c-language,C언어,,,,0.5,main_textbook_clean,alias|topic_name,,true,false,false,2
27333,자료구조,컴퓨터과학부 컴퓨터과학전공,자연과학대학,python,Python,,,,0.45,main_textbook_clean,alias,,true,false,false,1
27336,프로그래밍언어론,컴퓨터과학부 컴퓨터과학전공,자연과학대학,programming,프로그래밍,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,,true,false,true,3
27336,프로그래밍언어론,컴퓨터과학부 컴퓨터과학전공,자연과학대학,,,자료형,programming-basic-syntax,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
27336,프로그래밍언어론,컴퓨터과학부 컴퓨터과학전공,자연과학대학,oop,객체지향 프로그래밍,,,,0.75,learning_objective_clean,alias,,true,false,false,1
27336,프로그래밍언어론,컴퓨터과학부 컴퓨터과학전공,자연과학대학,java,Java,,,,0.68,prerequisite_material_clean,topic_name,prerequisite,true,false,false,1
27336,프로그래밍언어론,컴퓨터과학부 컴퓨터과학전공,자연과학대학,python,Python,,,,0.68,prerequisite_material_clean,topic_name,prerequisite,true,false,false,1
27337,운영체제,컴퓨터과학부 컴퓨터과학전공,자연과학대학,operating-systems,운영체제,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,,true,false,true,3
27337,운영체제,컴퓨터과학부 컴퓨터과학전공,자연과학대학,computer-architecture,컴퓨터구조,,,,0.68,prerequisite_material_clean,topic_name,prerequisite,true,false,false,1
27337,운영체제,컴퓨터과학부 컴퓨터과학전공,자연과학대학,data-structures,자료구조,,,,0.68,prerequisite_material_clean,topic_name,prerequisite,true,false,false,1
27341,알고리즘,컴퓨터과학부 컴퓨터과학전공,자연과학대학,algorithms,알고리즘,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,,true,false,true,3
27348,기계학습,컴퓨터과학부 컴퓨터과학전공,자연과학대학,machine-learning,머신러닝,,,,0.9,course_name_clean,alias,,true,false,true,1
27603,C언어실습,컴퓨터과학부 컴퓨터소프트웨어전공,자연과학대학,c-language,C언어,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,,true,false,true,6
27603,C언어실습,컴퓨터과학부 컴퓨터소프트웨어전공,자연과학대학,programming,프로그래밍,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
27611,웹프로그래밍실습,컴퓨터과학부 컴퓨터소프트웨어전공,자연과학대학,programming,프로그래밍,,,,0.98,course_name_clean|main_textbook_clean,topic_name,,true,false,true,2
27611,웹프로그래밍실습,컴퓨터과학부 컴퓨터소프트웨어전공,자연과학대학,javascript,JavaScript,,,,0.78,learning_objective_clean|main_textbook_clean,alias,,true,false,false,2
27611,웹프로그래밍실습,컴퓨터과학부 컴퓨터소프트웨어전공,자연과학대학,java,Java,,,,0.73,learning_objective_clean|main_textbook_clean,alias,,true,false,false,2
27611,웹프로그래밍실습,컴퓨터과학부 컴퓨터소프트웨어전공,자연과학대학,server-basics,서버 기초,,,,0.7,learning_objective_clean,alias,,true,false,false,1
27615,확률과통계,컴퓨터과학부 컴퓨터소프트웨어전공,자연과학대학,probability-statistics,확률과 통계,,,,0.83,learning_objective_clean|main_textbook_clean,alias|topic_name,,true,false,false,2
27615,확률과통계,컴퓨터과학부 컴퓨터소프트웨어전공,자연과학대학,,,변수,programming-basic-syntax,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
27615,확률과통계,컴퓨터과학부 컴퓨터소프트웨어전공,자연과학대학,,,확률분포,probability-statistics,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
27885,인공지능을위한선형대수학,조선해양공학과,해양과학대학,linear-algebra,선형대수,,,,0.98,course_name_clean|main_textbook_clean,alias|topic_name,,true,false,true,4
27885,인공지능을위한선형대수학,조선해양공학과,해양과학대학,artificial-intelligence,인공지능,,,,0.95,course_name_clean,topic_name,,true,false,true,1
27889,인공지능기초및활용,조선해양공학과,해양과학대학,artificial-intelligence,인공지능,,,,0.95,course_name_clean,alias|topic_name,,true,false,true,2
28545,프로그래밍기초,지능형통신공학과,해양과학대학,programming,프로그래밍,,,,0.95,course_name_clean,topic_name,,true,false,true,1
28546,회로이론,지능형통신공학과,해양과학대학,algorithms,알고리즘,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
28546,회로이론,지능형통신공학과,해양과학대학,artificial-intelligence,인공지능,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
28546,회로이론,지능형통신공학과,해양과학대학,calculus,미적분,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
28546,회로이론,지능형통신공학과,해양과학대학,linear-algebra,선형대수,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
28548,이산수학,지능형통신공학과,해양과학대학,discrete-mathematics,이산수학,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,,true,false,true,3
28548,이산수학,지능형통신공학과,해양과학대학,algorithms,알고리즘,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
28549,선형대수,지능형통신공학과,해양과학대학,linear-algebra,선형대수,,,,0.98,course_name_clean|main_textbook_clean,alias|topic_name,,true,false,true,3
28549,선형대수,지능형통신공학과,해양과학대학,,,대각화,linear-algebra,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
28549,선형대수,지능형통신공학과,해양과학대학,,,벡터,linear-algebra,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
28549,선형대수,지능형통신공학과,해양과학대학,,,행렬,linear-algebra,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
28555,공학수학,지능형통신공학과,해양과학대학,,,변수,programming-basic-syntax,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
28555,공학수학,지능형통신공학과,해양과학대학,linear-algebra,선형대수,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
28556,정보보안,지능형통신공학과,해양과학대학,networks,네트워크,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
28556,정보보안,지능형통신공학과,해양과학대학,authentication-authorization,인증과 인가,,,,0.7,learning_objective_clean,alias,,true,false,false,1
28557,프로그래밍응용,지능형통신공학과,해양과학대학,programming,프로그래밍,,,,0.95,course_name_clean,topic_name,,true,false,true,1
28557,프로그래밍응용,지능형통신공학과,해양과학대학,c-language,C언어,,,,0.5,main_textbook_clean,alias|topic_name,,true,false,false,2
28558,파이썬프로그래밍,지능형통신공학과,해양과학대학,programming,프로그래밍,,,,1.0,course_name_clean|learning_objective_clean,topic_name,,true,false,true,2
28558,파이썬프로그래밍,지능형통신공학과,해양과학대학,python,Python,,,,0.95,course_name_clean|learning_objective_clean|main_textbook_clean,alias,,true,false,true,3
28560,자료구조,지능형통신공학과,해양과학대학,data-structures,자료구조,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,,true,false,true,3
28560,자료구조,지능형통신공학과,해양과학대학,algorithms,알고리즘,,,,0.83,learning_objective_clean|main_textbook_clean,topic_name,,true,false,false,2
28560,자료구조,지능형통신공학과,해양과학대학,programming,프로그래밍,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
28560,자료구조,지능형통신공학과,해양과학대학,python,Python,,,,0.73,learning_objective_clean|main_textbook_clean,alias|topic_name,,true,false,false,3
28562,확률및랜덤변수,지능형통신공학과,해양과학대학,,,변수,programming-basic-syntax,3,0.93,course_name_clean|learning_objective_clean,depth3_candidate,,false,true,false,3
28566,인공지능개론,지능형통신공학과,해양과학대학,artificial-intelligence,인공지능,,,,0.98,course_name_clean|main_textbook_clean,topic_name,,true,false,true,2
28566,인공지능개론,지능형통신공학과,해양과학대학,,,신경망,deep-learning,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
28566,인공지능개론,지능형통신공학과,해양과학대학,python,Python,,,,0.45,main_textbook_clean,alias,,true,false,false,1
28568,정보보안실습,지능형통신공학과,해양과학대학,networks,네트워크,,,,0.83,learning_objective_clean|main_textbook_clean,topic_name,,true,false,false,2
28568,정보보안실습,지능형통신공학과,해양과학대학,,,인터넷,networks,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
28568,정보보안실습,지능형통신공학과,해양과학대학,database,데이터베이스,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
28568,정보보안실습,지능형통신공학과,해양과학대학,operating-systems,운영체제,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
28568,정보보안실습,지능형통신공학과,해양과학대학,programming,프로그래밍,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
28569,객체지향프로그래밍,지능형통신공학과,해양과학대학,programming,프로그래밍,,,,0.95,course_name_clean,topic_name,,true,false,true,1
28569,객체지향프로그래밍,지능형통신공학과,해양과학대학,oop,객체지향 프로그래밍,,,,0.9,course_name_clean,alias,,true,false,true,1
28571,컴퓨터네트워크,지능형통신공학과,해양과학대학,networks,네트워크,,,,0.95,course_name_clean,alias|topic_name,,true,false,true,2
28571,컴퓨터네트워크,지능형통신공학과,해양과학대학,,,DNS,networks,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
28571,컴퓨터네트워크,지능형통신공학과,해양과학대학,,,HTTP,networks,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
28571,컴퓨터네트워크,지능형통신공학과,해양과학대학,,,TCP/IP,networks,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
28571,컴퓨터네트워크,지능형통신공학과,해양과학대학,,,인터넷,networks,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
28576,머신러닝,지능형통신공학과,해양과학대학,machine-learning,머신러닝,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,,true,false,true,4
28576,머신러닝,지능형통신공학과,해양과학대학,,,신경망,deep-learning,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
28576,머신러닝,지능형통신공학과,해양과학대학,algorithms,알고리즘,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
28576,머신러닝,지능형통신공학과,해양과학대학,artificial-intelligence,인공지능,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
28576,머신러닝,지능형통신공학과,해양과학대학,data-analysis,데이터 분석,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
28576,머신러닝,지능형통신공학과,해양과학대학,programming,프로그래밍,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
28576,머신러닝,지능형통신공학과,해양과학대학,programming-basic-syntax,프로그래밍 기초 문법,,,,0.75,learning_objective_clean,alias,,true,false,false,1
28591,모바일프로그래밍,지능형통신공학과,해양과학대학,programming,프로그래밍,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,,true,false,true,3
28591,모바일프로그래밍,지능형통신공학과,해양과학대학,java,Java,,,,0.83,learning_objective_clean|main_textbook_clean,alias|topic_name,,true,false,false,3
28591,모바일프로그래밍,지능형통신공학과,해양과학대학,oop,객체지향 프로그래밍,,,,0.75,learning_objective_clean,alias,,true,false,false,1
28591,모바일프로그래밍,지능형통신공학과,해양과학대학,data-visualization,데이터 시각화,,,,0.7,learning_objective_clean,alias,,true,false,false,1
28595,모바일네트워크,지능형통신공학과,해양과학대학,networks,네트워크,,,,0.95,course_name_clean,topic_name,,true,false,true,1
28598,임베디드시스템프로그래밍,지능형통신공학과,해양과학대학,programming,프로그래밍,,,,0.95,course_name_clean,topic_name,,true,false,true,1
28598,임베디드시스템프로그래밍,지능형통신공학과,해양과학대학,python,Python,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
28601,디지털시스템설계,지능형통신공학과,해양과학대학,linear-algebra,선형대수,,,,0.8,learning_objective_clean,alias|topic_name,,true,false,false,2
28601,디지털시스템설계,지능형통신공학과,해양과학대학,,,행렬,linear-algebra,3,0.8,learning_objective_clean,depth3_candidate,,false,true,false,1
28601,디지털시스템설계,지능형통신공학과,해양과학대학,optimization,최적화,,,,0.8,learning_objective_clean,topic_name,,true,false,false,1
28601,디지털시스템설계,지능형통신공학과,해양과학대학,problem-solving-coding-basics,문제 해결과 코딩 기초,,,,0.75,learning_objective_clean,alias,,true,false,false,1
28603,컴퓨터구조,지능형통신공학과,해양과학대학,computer-architecture,컴퓨터구조,,,,1.0,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,,true,false,true,4
