external_id,title,provider_name,main_category,sub_category,topic_slug,topic_name,candidate_name,suggested_parent_slug,suggested_depth,relevance_score,matched_fields,match_types,is_existing_topic,needs_review,is_auto_link_candidate,evidence_count
c148257c2be01e3c,C++프로그래밍,한양대학교,공학,컴퓨터공학,programming,프로그래밍,,,,1.0,description_body_clean|title_clean,topic_name,true,false,false,2
c3da9d9864bfcf9c,인공신경망 알고리즘 이해 및 실습,국립금오공과대학교,공학,정보과학,algorithms,알고리즘,,,,1.0,description_body_clean|description_keyword_items|description_keywords_raw|title_clean,topic_name,true,false,true,4
c3da9d9864bfcf9c,인공신경망 알고리즘 이해 및 실습,국립금오공과대학교,공학,정보과학,,,신경망,deep-learning,3,0.98,description_body_clean|description_keyword_items|description_keywords_raw|title_clean,depth3_candidate,false,true,false,5
c3da9d9864bfcf9c,인공신경망 알고리즘 이해 및 실습,국립금오공과대학교,공학,정보과학,deep-learning,딥러닝,,,,0.93,description_body_clean|description_keyword_items|description_keywords_raw,topic_name,true,false,true,3
c3da9d9864bfcf9c,인공신경망 알고리즘 이해 및 실습,국립금오공과대학교,공학,정보과학,optimization,최적화,,,,0.93,description_body_clean|description_keyword_items|description_keywords_raw,topic_name,true,false,true,3
c3da9d9864bfcf9c,인공신경망 알고리즘 이해 및 실습,국립금오공과대학교,공학,정보과학,,,분류,machine-learning,3,0.8,description_body_clean,depth3_candidate,false,true,false,1
c506594f05a3b027,"인공지능의 윤리, 거버넌스 및 사회적 영향",우송대학교,공학,컴퓨터과학,artificial-intelligence,인공지능,,,,1.0,description_keyword_items|description_keywords_raw|title_clean,alias|topic_name,true,false,false,4
c506594f05a3b027,"인공지능의 윤리, 거버넌스 및 사회적 영향",우송대학교,공학,컴퓨터과학,ai-ethics,AI 윤리,,,,0.93,description_keyword_items|description_keywords_raw,alias|topic_name,true,false,true,6
c661a471d8d1a316,플러터를 활용한 멀티플랫폼 기반의 앱 개발,국립금오공과대학교,공학,소프트웨어공학,programming,프로그래밍,,,,0.82,description_body_clean,topic_name,true,false,false,1
c6a52a637044722b,데이터베이스,영남대학교,공학,정보통신공학,database,데이터베이스,,,,0.97,title_clean,topic_name,true,false,false,1
c7d9cfebea954a24,딥러닝과 머신러닝으로 문제해결하기,국립군산대학교,공학,소프트웨어공학,deep-learning,딥러닝,,,,1.0,description_body_clean|description_keyword_items|description_keywords_raw|title_clean,topic_name,true,false,true,4
c7d9cfebea954a24,딥러닝과 머신러닝으로 문제해결하기,국립군산대학교,공학,소프트웨어공학,machine-learning,머신러닝,,,,1.0,description_body_clean|description_keyword_items|description_keywords_raw|title_clean,topic_name,true,false,true,4
c7d9cfebea954a24,딥러닝과 머신러닝으로 문제해결하기,국립군산대학교,공학,소프트웨어공학,problem-solving-coding-basics,문제 해결과 코딩 기초,,,,1.0,description_keyword_items|description_keywords_raw|title_clean,alias,true,false,true,3
c7d9cfebea954a24,딥러닝과 머신러닝으로 문제해결하기,국립군산대학교,공학,소프트웨어공학,artificial-intelligence,인공지능,,,,0.93,description_keyword_items|description_keywords_raw,topic_name,true,false,false,2
cbb458dca4fd2ddd,데이터과학,고려대학교,공학,컴퓨터과학,,,회귀,machine-learning,3,0.93,description_keyword_items|description_keywords_raw,depth3_candidate,false,true,false,2
cbb458dca4fd2ddd,데이터과학,고려대학교,공학,컴퓨터과학,artificial-intelligence,인공지능,,,,0.93,description_keyword_items|description_keywords_raw,topic_name,true,false,false,2
cbb458dca4fd2ddd,데이터과학,고려대학교,공학,컴퓨터과학,,,분류,machine-learning,3,0.82,description_body_clean,depth3_candidate,false,true,false,1
cbb458dca4fd2ddd,데이터과학,고려대학교,공학,컴퓨터과학,data-analysis,데이터 분석,,,,0.82,description_body_clean,topic_name,true,false,false,1
cbb458dca4fd2ddd,데이터과학,고려대학교,공학,컴퓨터과학,data-visualization,데이터 시각화,,,,0.72,description_body_clean,alias,true,false,false,1
da6602c011280fea,자연어처리,중앙대학교,공학,컴퓨터과학,natural-language-processing,자연어 처리,,,,1.0,description_body_clean|description_keyword_items|description_keywords_raw|title_clean,alias,true,false,true,4
da6602c011280fea,자연어처리,중앙대학교,공학,컴퓨터과학,,,Transformer,deep-learning,3,0.93,description_keyword_items|description_keywords_raw,depth3_candidate,false,true,false,2
dacb7be8e0293524,소프트웨어중심세상,호서대학교,공학,컴퓨터과학,problem-solving-coding-basics,문제 해결과 코딩 기초,,,,0.77,description_body_clean,alias,true,false,false,1
dc3da489762e213c,인공지능기초,건국대학교,공학,컴퓨터공학,artificial-intelligence,인공지능,,,,1.0,description_body_clean|description_keyword_items|description_keywords_raw|title_clean,alias|topic_name,true,false,false,5
dc3da489762e213c,인공지능기초,건국대학교,공학,컴퓨터공학,,,LLM,generative-ai,3,0.95,description_body_clean|description_keyword_items|description_keywords_raw,depth3_candidate,false,true,false,3
dc3da489762e213c,인공지능기초,건국대학교,공학,컴퓨터공학,,,벡터,linear-algebra,3,0.95,description_body_clean|description_keyword_items|description_keywords_raw,depth3_candidate,false,true,false,3
dc3da489762e213c,인공지능기초,건국대학교,공학,컴퓨터공학,,,임베딩,generative-ai,3,0.95,description_body_clean|description_keyword_items|description_keywords_raw,depth3_candidate,false,true,false,3
dc3da489762e213c,인공지능기초,건국대학교,공학,컴퓨터공학,,,프롬프트 엔지니어링,generative-ai,3,0.95,description_body_clean|description_keyword_items|description_keywords_raw,depth3_candidate,false,true,false,3
dc3da489762e213c,인공지능기초,건국대학교,공학,컴퓨터공학,,,벡터 검색,generative-ai,3,0.93,description_keyword_items|description_keywords_raw,depth3_candidate,false,true,false,2
dc3da489762e213c,인공지능기초,건국대학교,공학,컴퓨터공학,,,벡터 데이터베이스,generative-ai,3,0.82,description_body_clean,depth3_candidate,false,true,false,1
dc3da489762e213c,인공지능기초,건국대학교,공학,컴퓨터공학,database,데이터베이스,,,,0.82,description_body_clean,topic_name,true,false,false,1
e2d083f56a5d3688,Swift 프로그래밍,건국대학교,공학,컴퓨터공학,programming,프로그래밍,,,,1.0,description_body_clean|description_keyword_items|description_keywords_raw|title_clean,topic_name,true,false,false,4
e2d083f56a5d3688,Swift 프로그래밍,건국대학교,공학,컴퓨터공학,oop,객체지향 프로그래밍,,,,0.92,description_body_clean|description_keyword_items|description_keywords_raw,alias,true,false,true,3
e3cc0b689dcf3dcb,멀티모달 학습 개론,중앙대학교,공학,소프트웨어공학,,,Transformer,deep-learning,3,0.93,description_keyword_items|description_keywords_raw,depth3_candidate,false,true,false,2
e3cc0b689dcf3dcb,멀티모달 학습 개론,중앙대학교,공학,소프트웨어공학,artificial-intelligence,인공지능,,,,0.82,description_body_clean,topic_name,true,false,false,1
e5c4a840f444c0fd,반도체머신러닝,인제대학교,공학,소프트웨어공학,machine-learning,머신러닝,,,,1.0,description_body_clean|description_keyword_items|description_keywords_raw|title_clean,alias|topic_name,true,false,true,4
e5c4a840f444c0fd,반도체머신러닝,인제대학교,공학,소프트웨어공학,,,회귀,machine-learning,3,0.95,description_body_clean|description_keyword_items|description_keywords_raw,depth3_candidate,false,true,false,3
e5c4a840f444c0fd,반도체머신러닝,인제대학교,공학,소프트웨어공학,artificial-intelligence,인공지능,,,,0.93,description_keyword_items|description_keywords_raw,topic_name,true,false,false,2
e5c4a840f444c0fd,반도체머신러닝,인제대학교,공학,소프트웨어공학,optimization,최적화,,,,0.82,description_body_clean,topic_name,true,false,false,1
e5e7b3f8151e56b7,경영데이터분석의 이론과 실제,안양대학교,공학,컴퓨터공학,data-analysis,데이터 분석,,,,0.93,description_keyword_items|description_keywords_raw,topic_name,true,false,false,2
e5e7b3f8151e56b7,경영데이터분석의 이론과 실제,안양대학교,공학,컴퓨터공학,python,Python,,,,0.85,description_keyword_items|description_keywords_raw,alias,true,false,true,2
e76007cb297a1139,데이터분석방법론,부산외국어대학교,공학,소프트웨어공학,data-analysis,데이터 분석,,,,0.82,description_body_clean,topic_name,true,false,false,1
e76007cb297a1139,데이터분석방법론,부산외국어대학교,공학,소프트웨어공학,data-collection,데이터 수집,,,,0.82,description_body_clean,topic_name,true,false,false,1
e76007cb297a1139,데이터분석방법론,부산외국어대학교,공학,소프트웨어공학,data-preprocessing,데이터 전처리,,,,0.72,description_body_clean,alias,true,false,false,1
e76007cb297a1139,데이터분석방법론,부산외국어대학교,공학,소프트웨어공학,data-visualization,데이터 시각화,,,,0.72,description_body_clean,alias,true,false,false,1
e82819c8467e6919,데이터 시각화,수도권역센터,공학,정보과학,data-visualization,데이터 시각화,,,,0.95,title_clean,alias|topic_name,true,false,true,2
f3a2112bc7d0832b,임베디드시스템내 장치간 통신 프로토콜,영남대학교,공학,컴퓨터공학,,,프로토콜,networks,3,0.95,description_body_clean|title_clean,depth3_candidate,false,true,false,3
f8edd794924fe2b4,자료구조,영남대학교,공학,컴퓨터공학,data-structures,자료구조,,,,1.0,description_body_clean|title_clean,topic_name,true,false,true,2
f8edd794924fe2b4,자료구조,영남대학교,공학,컴퓨터공학,,,그래프 자료구조,data-structures,3,0.82,description_body_clean,depth3_candidate,false,true,false,1
f8edd794924fe2b4,자료구조,영남대학교,공학,컴퓨터공학,,,리스트,data-structures,3,0.82,description_body_clean,depth3_candidate,false,true,false,1
f8edd794924fe2b4,자료구조,영남대학교,공학,컴퓨터공학,,,배열,data-structures,3,0.82,description_body_clean,depth3_candidate,false,true,false,1
f8edd794924fe2b4,자료구조,영남대학교,공학,컴퓨터공학,,,스택,data-structures,3,0.82,description_body_clean,depth3_candidate,false,true,false,1
f8edd794924fe2b4,자료구조,영남대학교,공학,컴퓨터공학,,,정렬,algorithms,3,0.82,description_body_clean,depth3_candidate,false,true,false,1
f8edd794924fe2b4,자료구조,영남대학교,공학,컴퓨터공학,,,큐,data-structures,3,0.82,description_body_clean,depth3_candidate,false,true,false,1
f8edd794924fe2b4,자료구조,영남대학교,공학,컴퓨터공학,,,탐색,algorithms,3,0.82,description_body_clean,depth3_candidate,false,true,false,1
