source_row_number,year,university_name,college_name,department_name,course_name,grade,semester,credit,lecture_hours,practice_hours,course_type,learning_objective,main_textbook,sub_textbook,reference_material,prerequisite_material,target_department_match,target_course_match,foundational_course_match,strong_ai_cs_course_match,excluded_department_match,final_target_keep,keep_reason,missing_removal_reason,quality_missing_ratio
280,2022,강원대학교,경영대학,관광경영학과,여행사빅데이터경영,3,2학기,3,3,0,전공선택,,PPT,,,,False,True,False,True,True,True,strong_ai_cs_course_outside_target_department,missing_learning_objective,0.3333333333333333
397,2022,강원대학교,경영대학,회계학전공,회계와빅데이터,3,1학기,3,3,0,전공선택,기본적인 문제를 해결하기 위한 컴퓨터 프로그램을 작성해 봄으로써 컴퓨터 프로그램을 이용한 문제 해결능력을 습득하고 이를 회계전공지식을 바탕으로 한 회계자료처리 및 분석과정과 분석방법에 대해 응용해봄으로써 실질적인 지식을 함양한다.,추후공지,추후공지,추후공지,제한없음편집기 사용과 프로그래밍 경험은 도움이 됨,False,True,False,True,False,True,strong_ai_cs_course_outside_target_department,missing_main_textbook,0.25
398,2022,강원대학교,경영대학,회계학전공,인공지능라이브러리,4,1학기,3,3,0,전공선택,Python을 이용하여 문제를 해결하는 사례 연습을 통하여 컴퓨터 프로그램 능력을 배양하고 회계분야에서 인공지능의 응용 문제를 생각해본다.,추후공지,추후공지,추후공지,회계와 빅데이터기본적인 편집기(editor) 사용,False,True,False,True,False,True,strong_ai_cs_course_outside_target_department,missing_main_textbook,0.25
537,2022,강원대학교,경영대학,정보통계학전공,통계데이터마이닝및실습,3,1학기,3,2,2,전공선택,,"R, SAS, MSSQL을 활용한 데이터마이닝 (이정진 지음) 자유아카데미",,,기초통계학 및 통계패키지 R에 관한 기본 지식이 요구된다.,False,True,True,True,False,True,strong_ai_cs_course_outside_target_department,missing_learning_objective,0.25
584,2022,강원대학교,농업생명과학대학,지역건설공학과,빅데이터수자원설계,3,2학기,3,2,2,전공선택,,"윤용남 저 “수문학 기초와 응용” 도서출판 청문각, 2012설계홍수량 산정요령(2012), 하천기본계획",,,수문학,False,True,True,True,False,True,strong_ai_cs_course_outside_target_department,missing_learning_objective,0.25
779,2022,강원대학교,농업생명과학대학,에코환경과학전공,환경데이터분석및실습,2,1학기,3,2,2,전공선택,,온라인 강의 자료 및 실습자료,,"환경통계 및 데이터 분석(김준하, 이승원, 차성민 저, 한나래), 데이터 사이언스 개론(김화종 저, 홍릉과학출판사)",,False,True,False,True,True,True,strong_ai_cs_course_outside_target_department,missing_learning_objective,0.25
911,2022,강원대학교,동물생명과학대학,동물자원과학과,동물유전체데이터분석학,4,1학기,3,3,0,전공선택,,,,,,False,True,False,True,False,True,strong_ai_cs_course_outside_target_department,missing_learning_objective;missing_main_textbook,0.4166666666666667
1994,2022,강원대학교,산림환경과학대학,산림경영학전공,산림정보데이터마이닝,3,1학기,3,3,0,전공선택,,,,,,False,True,False,True,True,True,strong_ai_cs_course_outside_target_department,missing_learning_objective;missing_main_textbook,0.4166666666666667
2133,2022,강원대학교,산림환경과학대학,종이소재과학전공,제지데이터분석,2,1학기,3,2,2,전공선택,,2020이공자ITQ엑셀2016,,,,False,True,False,True,False,True,strong_ai_cs_course_outside_target_department,missing_learning_objective,0.3333333333333333
2416,2022,강원대학교,의생명과학대학,의생명공학전공,바이오빅데이터개론,3,1학기,3,3,0,전공선택,,,,,,False,True,False,True,True,True,strong_ai_cs_course_outside_target_department,missing_learning_objective;missing_main_textbook,0.4166666666666667
2603,2022,강원대학교,인문대학,영어영문학전공,인문학데이터마이닝,전학년,1학기,3,3,0,학문기초,,"빅데이터 분석과 R 활용, 윤철호 저, 생능출판사, 2021","모두를 위한 R 데이터 분석 입문, 오세종 저, 한빛아카데미, 2019",,,False,True,False,True,False,True,strong_ai_cs_course_outside_target_department,missing_learning_objective,0.25
3174,2022,강원대학교,자연과학대학,수학과,대수알고리즘,2,2학기,3,3,0,전공선택,,자체 교재,,,없음,False,True,False,True,False,True,strong_ai_cs_course_outside_target_department,missing_learning_objective,0.25
3183,2022,강원대학교,자연과학대학,수학과,딥러닝과수학,4,1학기,3,3,0,전공선택,,Lecture notes and Web pages,1. Python Crash course by Eric Matthes. / 2. Byte of python by Swaroop,Deep learning with Python by Chollet,"Linear algebra, Calculus",False,True,False,True,False,True,strong_ai_cs_course_outside_target_department,missing_learning_objective,0.08333333333333333
3187,2022,강원대학교,자연과학대학,수학과,데이터분석수학1,3,1학기,3,3,0,전공선택,,자체 교재,,,,False,True,False,True,False,True,strong_ai_cs_course_outside_target_department,missing_learning_objective,0.3333333333333333
3192,2022,강원대학교,자연과학대학,수학과,데이터분석수학2,3,2학기,3,3,0,전공선택,,Mathematical Foundations for Data Analysis by Jeff M.Phillips,,,,False,True,False,True,False,True,strong_ai_cs_course_outside_target_department,missing_learning_objective,0.3333333333333333
3335,2022,강원대학교,IT대학,전기전자공학과,컴퓨터프로그래밍,전학년,1학기,3,2,2,학문기초,,교재와 강의게시판은 추후공지,,,,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.3333333333333333
3336,2022,강원대학교,IT대학,전기전자공학과,컴퓨터프로그래밍,전학년,2학기,3,2,2,학문기초,문제에서 주어진 조건과 알고리즘을 분석하고 각 과정을 설계하여 전체의 문제의 해결능력 향상,,,,,True,True,False,False,False,True,target_department_and_target_course,missing_main_textbook,0.3333333333333333
3344,2022,강원대학교,IT대학,전기전자공학과,회로이론,1,2학기,3,3,0,전공선택,,회로이론; 박병국 외 3인 공역 (F.T. Ulaby 외 공저); 한빛아카데미,,,"1. 미분, 적분의 기초 지식2. 행렬식의 계산3. 연립방정식 풀이",True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3347,2022,강원대학교,IT대학,전기전자공학과,논리회로,1,1학기,3,3,0,전공선택,,"제목: 처음 만나는 디지털논리회로, 출판사:한빛아카데미, 저자: 임석구, 홍경호",,,없음,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3348,2022,강원대학교,IT대학,전기전자공학과,논리회로,1,1학기,3,3,0,전공선택,,"제목: 디지털논리회로(개정3판)출판사:한빛아카데미저자: 임석구, 홍경호",,,없음,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3350,2022,강원대학교,IT대학,전기전자공학과,디지털회로실험,1,2학기,3,2,2,전공필수,,홈페이지자료,,,논리회로,True,True,True,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3357,2022,강원대학교,IT대학,전기전자공학과,컴퓨터구조,2,2학기,3,3,0,전공선택,,"컴퓨터구조및설계 6판 하드웨어/소프트웨어 인터페이스, 한티미디어 (David Patterson, John Hennessy, ""Computer Organization and Design,"" The Hardware/Software Interface)",,,"논리회로, C언어",True,True,False,True,False,True,target_department_and_target_course,missing_learning_objective,0.25
3359,2022,강원대학교,IT대학,전기전자공학과,컴퓨터구조,2,2학기,3,3,0,전공선택,,"David Patterson, John Hennessy, ""Computer Organization and Design"", The Hardware / Software Interface(한글판 : 컴퓨터 구조 및 설계, 한티미디어)",,,"논리회로, C 프로그래밍",True,True,False,True,False,True,target_department_and_target_course,missing_learning_objective,0.25
3360,2022,강원대학교,IT대학,전기전자공학과,신호및시스템,2,1학기,3,3,0,전공선택,,"주교재 : 이철희, 기초 신호 및 시스템, 한빛아카데미, 2016부교재 : 이철희, 핵심이 보이는 신호 및시스템, 한빛아카데미, 2015부교재 : M. J. Roberts, Fundamentals of Signals ans systems, McGraw Hill부교재 : G.E.Carlson, Signal and Linear System Analysis, 2판, Wiley부교재 : C.L.Phillips 외, Signal, Systems, and Transforms, Prentice Hall부교재 : E.W.Kamen, B.S.Heck, ""Fundamentals of Signals and Systems Using MatLab"", Prentice Hall, 1997부교재 : 신종홍, 신호 및 시스템의 이해, 한빛미디어, 2009",,,,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.3333333333333333
3361,2022,강원대학교,IT대학,전기전자공학과,신호및시스템,2,1학기,3,3,0,전공선택,,"기초 신호 및 시스템, 이철희, 한빛아카데미",,,,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.3333333333333333
3362,2022,강원대학교,IT대학,전기전자공학과,신호및시스템,2,1학기,3,3,0,전공선택,,"기초 신호 및 시스템 (한빛아카데미, 이철희 저)","신호와 시스템 (생능출판사, 김명진 저)",,"선형대수, 미적분학, 회로이론",True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.16666666666666666
3364,2022,강원대학교,IT대학,전기전자공학과,전자회로실험,2,2학기,3,2,2,전공필수,,전기전자공학실험(박종연.박찬원편저),"대학전자회로실험(청문각,신인철외3인저)",,전자회로반도체소자의 기초원리와 응용에 관한 지식,True,True,True,False,False,True,target_department_and_target_course,missing_learning_objective,0.16666666666666666
3366,2022,강원대학교,IT대학,전기전자공학과,전자회로실험,2,2학기,3,2,2,전공필수,,"전기전자공학실험; 박종연, 박찬원 편저대학전자회로실험; 신인철 외 3인 공저; 청문각",,,"회로이론, 전자회로",True,True,True,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3370,2022,강원대학교,IT대학,전기전자공학과,통신이론,3,1학기,3,3,0,전공선택,,아날로그 및 디지털 통신이론 개정판 (생능),,,신호 및 시스템,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3371,2022,강원대학교,IT대학,전기전자공학과,통신이론,3,1학기,3,3,0,전공선택,,"아날로그 및 디지털 통신이론 (개정판, 김명진 저, 생능)",부교재: Haykin의 통신이론 (한티),,신호 및 시스템,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.16666666666666666
3372,2022,강원대학교,IT대학,전기전자공학과,디지털통신,3,2학기,3,3,0,전공선택,,"아날로그 및 디지털 통신이론, 김명진 저, 생능출판사",,,"선형대수, 공업수학, 확률과정, 신호및시스템, 통신이론",True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3373,2022,강원대학교,IT대학,전기전자공학과,이동통신,4,1학기,3,3,0,전공선택,,"교재: 박용완 외, 이동통신공학, 개정4판, 생능출판사",,,"선형대수학, 디지털통신, 신호및시스템, 확률",True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3374,2022,강원대학교,IT대학,전기전자공학과,마이크로프로세서응용및실험,2,1학기,3,2,2,전공필수,,"별도 배부 교재, (참고 : AVR 관련 서적 및 인터넷 자료 )",,,"논리회로, C 언어, 컴퓨터 구조",True,True,True,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3375,2022,강원대학교,IT대학,전기전자공학과,마이크로프로세서응용및실험,2,1학기,3,2,2,전공필수,,"추후 공지, 이루리 사이트에 업로드 함",,,"논리회로, 프로그래밍 기초 및 실습(C언어 or 파이썬), 디지털회로실험",True,True,True,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3382,2022,강원대학교,IT대학,전기전자공학과,디지털설계실습,3,2학기,3,2,2,전공선택,,"Vivado를 이용한 Verilog HDL 및 FPGA 실습 홍릉 과학 출판사 (변경 가능, 구입하지 말 것)강의자료 수업 시에 제공 예정임",,,논리회로,True,False,True,False,False,True,target_department_and_foundational_course,missing_learning_objective,0.25
3383,2022,강원대학교,IT대학,전기전자공학과,회로해석및응용,3,1학기,3,3,0,전공선택,,"[회로이론] 박병국 외 3인 공역, 한빛아카데미, 2014. (참고: 주교재 외 다양한 회로이론 관련 교재가 발행되어 있기 때문에 타 교재를 사용해도 학습에는 무방함)",,,"회로이론 (직류회로의 개념, 해석 방법 이해)",True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3384,2022,강원대학교,IT대학,전기전자공학과,회로해석및응용,3,1학기,3,3,0,전공선택,,"1. 교재 : 회로이론 ; 박병국 외 3인 공역 ; 한빛아카데미, 20142. 주교재 외 다양한 회로이론 관련 교재가 발행되어 있기 때문에 타 교재를 사용해도 무방함",,,"회로이론 (직류회로의 개념, 해석 방법 이해)",True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3385,2022,강원대학교,IT대학,전기전자공학과,전자회로응용,3,1학기,3,3,0,전공선택,,"1. 마이크로전자회로 2판, Behzad Razavi, 한티미디어 (주교재)2. 마이크로전자회로 7판, Adel S. Sedra, 한티미디어 (참고문헌)",,,"회로이론, 전자회로",True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3388,2022,강원대학교,IT대학,전기전자공학과,데이터통신,3,1학기,3,3,0,전공선택,,"주교재 : 데이터통신과 네트워킹 (6판), 역자: 이재광,김종규,이경현, 홍충선 저자: Forouzan B.A. 출판사: McGraw Hill",,,,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.3333333333333333
3389,2022,강원대학교,IT대학,전기전자공학과,컴퓨터네트워크,3,2학기,3,3,0,전공선택,,주교재 : 네트워크 개론(3판) 저자: 진혜진 출판사: 한빛아카데미,,,,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.3333333333333333
3390,2022,강원대학교,IT대학,전기전자공학과,네트워크프로그래밍및실습,4,1학기,3,2,2,전공선택,,"TCP/IP 윈도우 소켓 프로그래밍 (한빛아카데미, 김선우 저)","부교재: Computer Networks, 4th edition, Andrew S. Tanenbaum",,컴퓨터 네트워크,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.16666666666666666
3399,2022,강원대학교,IT대학,전기전자공학과,필터설계,4,2학기,3,3,0,전공선택,,회로망 합성과 필터설계안점영외1인저 문운당,,,회로이론의 기본지식,True,False,True,False,False,True,target_department_and_foundational_course,missing_learning_objective,0.25
3400,2022,강원대학교,IT대학,전기전자공학과,전기및통신설비,4,2학기,3,3,0,전공선택,,강의자료: 여러 교재와 자료를 참조하여 제작한 것으로 강의 전 배포하며 이를 기준으로 강의함.,자가용전기설비설계(김세동 외/동일출판사) 구입할 필요 없음,,,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3402,2022,강원대학교,IT대학,전기전자공학과,객체지향프로그래밍,3,1학기,3,2,2,전공선택,,"명품 JAVA Programming, 개정4판, 황기태, 김효수 지음, 생능출판사",,,"프로그래밍 기초 및 실습, 컴퓨터프로그래밍, 고급컴퓨터프로그래밍",True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3403,2022,강원대학교,IT대학,전기전자공학과,자료구조및실습,3,1학기,3,2,2,전공선택,,"C로 배우는 쉬운 자료구조, 한빛미디어, 이지영. 개정4판",,,C 언어를 이용하여 강의가 진행 되므로 C 언어의 기본적인 이해가 필요함.,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3404,2022,강원대학교,IT대학,전기전자공학과,자료구조및실습,3,1학기,3,2,2,전공선택,,"C로 배우는 쉬운 자료구조, 한빛미디어, 이지영. 개정4판",,,C 언어를 이용하여 강의가 진행 되므로 C 언어의 기본적인 이해가 반드시 필요함.,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3408,2022,강원대학교,IT대학,전기전자공학과,디지털전자회로,3,2학기,3,3,0,전공선택,,"CMOS 디지털 집적회로 설계 : 기본 이론부터 실습까지, 한빛미디어",,,"논리회로, 전자회로",True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3409,2022,강원대학교,IT대학,전기전자공학과,임베디드시스템,4,1학기,3,2,2,전공선택,,"제목 : Android Studio 를 활용한 안드로이드 프로그래밍 개정 6판. 저자 : 우재남, 박길식. 출판사 : 한빛아카데미",,,"Java 언어를 이용하여 프로그래밍하므로 Java 언어의 지식이 필요함. Java를 모르는 경우라면 다른 프로그래밍 언어 예를 들면 C, Python등의 경험이 필요.",True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3412,2022,강원대학교,IT대학,전기전자공학과,센서신호처리,4,1학기,3,3,0,전공선택,,이루리에 업로드된 강의자료,,센서공학(민남기 저),,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3414,2022,강원대학교,IT대학,전기전자공학과,캡스톤디자인1,3,2학기,1,0,2,전공필수,계획한 설계 작품을 다양한 공학도구를 이용하여 구현,,,,,True,False,True,False,False,True,target_department_and_foundational_course,missing_main_textbook,0.3333333333333333
3417,2022,강원대학교,IT대학,전기전자공학과,캡스톤디자인2,4,1학기,1,0,2,전공필수,,별도 교과서 없음 논문 주제별 참고 자료 활용,,,,True,False,True,False,False,True,target_department_and_foundational_course,missing_learning_objective,0.3333333333333333
3421,2022,강원대학교,IT대학,전기전자공학과,직업선택과꿈설계,3,2학기,1,1,0,전공선택,대학 생활과 졸업후 진로를 설정하기 위한 방법 습득,,,,,True,False,True,False,False,True,target_department_and_foundational_course,missing_main_textbook,0.3333333333333333
3425,2022,강원대학교,IT대학,전자공학과,선형대수,전학년,1학기,3,3,0,학문기초,,"1. 교재 : MATLAB으로 배우는 선형대수학 ; 이광연 외 1인 ; 한빛아카데미, 20152. 참고문헌 : 선형대수학 ; 이정문 외 5인 ; 사이텍미디어, 2007",,,,True,False,True,False,False,True,target_department_and_foundational_course,missing_learning_objective,0.3333333333333333
3431,2022,강원대학교,IT대학,전자공학과,디지털신호처리,3,1학기,3,3,0,전공선택,,"Digital signal processing Using MATLAB, V.K.Ingle, J.G.Proakis, Thomson (원서 또는 번역본) 여러 개정판이 있으므로 수업 시간에 소개",,,"신호 및 시스템, 공업수학, Matlab",True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3432,2022,강원대학교,IT대학,전자공학과,광통신,4,1학기,3,3,0,전공선택,,"Fiber Optic Communications, by J. C. Palais, 5th ed, Prentice Hall ※ 강의노트 및 Homework solution은 디지털캠퍼스에 올려놓음",,,통신이론디지털통신전자기학,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3433,2022,강원대학교,IT대학,전자공학과,컴퓨터네트워크,3,2학기,3,3,0,전공선택,,"컴퓨터 네트워킹: 하향식 접근 (7판) 역자: 최종원 외 출판사: Pearson 원서: Computer networking: A topdown approach, 7th edition (저자: Kurose & Ross)",,,,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.3333333333333333
3435,2022,강원대학교,IT대학,전자공학과,디지털시스템설계1,3,1학기,3,2,2,전공필수,,"디지털논리와 마이크로프로세서 설계, 북스힐, 2021",,,필수과목 : 디지털공학(논리회로),True,True,True,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3436,2022,강원대학교,IT대학,전자공학과,디지털영상처리,3,2학기,3,3,0,전공선택,,"Digital Image Processing, 3rd edition, by Rafael C. Gonzalez & Richard E. Woods, Prentice Hall, New Jersey, ISBN10 : 0132345633. (Paperback, International Edition, 45,000 won in Online Kyobo Book Store)",,,"(국문)선형대수, 확률 및 통계, 디지털 신호처리(English)Linear algebra, Probability & Statistics and Digital Signal Processing",True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3439,2022,강원대학교,IT대학,전자공학과,반도체공학,2,2학기,3,3,0,전공선택,,"[교재]현대반도체소자공학, 한빛미디어, 2010",,,"물리학개론, 전자회로, 전자기학",True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3440,2022,강원대학교,IT대학,전자공학과,이동통신,4,2학기,3,3,0,전공선택,,,,,"선형대수, 디지털 통신, 확률 및 통계, 신호 및 시스템",True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective;missing_main_textbook,0.3333333333333333
3441,2022,강원대학교,IT대학,전자공학과,임베디드시스템,3,1학기,3,3,0,전공선택,,"Exploring BeagleBone, 저자 Derec Molloy그외 강의자료",,,"C언어, 마이크로프로세서C언어를 모르면 수강이 어려우므로 C언어 과목 수강 후 신청하는 것을 추천함",True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3442,2022,강원대학교,IT대학,전자공학과,전자공학설계프로젝트1,4,1학기,3,0,6,전공필수,,,,,,True,False,True,False,False,True,target_department_and_foundational_course,missing_learning_objective;missing_main_textbook,0.4166666666666667
3444,2022,강원대학교,IT대학,전자공학과,전자공학설계프로젝트1,4,1학기,3,0,6,전공필수,,,,,전자공학 전과목,True,False,True,False,False,True,target_department_and_foundational_course,missing_learning_objective;missing_main_textbook,0.3333333333333333
3445,2022,강원대학교,IT대학,전자공학과,전자공학설계프로젝트2,4,2학기,3,0,6,전공선택,,,,,,True,False,True,False,False,True,target_department_and_foundational_course,missing_learning_objective;missing_main_textbook,0.4166666666666667
3446,2022,강원대학교,IT대학,전자공학과,전자공학설계프로젝트2,4,2학기,3,0,6,전공선택,,없음,,,없음,True,False,True,False,False,True,target_department_and_foundational_course,missing_learning_objective,0.25
3449,2022,강원대학교,IT대학,전자공학과,창의설계,2,1학기,3,1,4,전공선택,,강의 slide 사용 (유인물),,,C 언어 (필수는 아님),True,False,True,False,False,True,target_department_and_foundational_course,missing_learning_objective,0.25
3451,2022,강원대학교,IT대학,전자공학과,통신시스템설계,4,1학기,3,2,2,전공선택,,"통신시스템과 디지털통신: MATLAB 문제 기반 (저자: 최권휴, 출판사: 도서출판 홍릉)",,,,True,True,True,False,False,True,target_department_and_target_course,missing_learning_objective,0.3333333333333333
3452,2022,강원대학교,IT대학,전자공학과,통신이론,3,1학기,3,3,0,전공선택,,"통신이론 제7판 (역자: 박상규 외) (원저: Principles of COMMUNICATIONS: Systems, Modulation, and Noise, 7th edition) (원저자: Ziemer 외)",,,신호및시스템,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3457,2022,강원대학교,IT대학,전자공학과,고급프로그래밍언어,2,1학기,3,2,2,전공선택,,"명품 자바 Java Programming, 생능출판사",,,C 언어,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3459,2022,강원대학교,IT대학,전자공학과,전자회로응용,2,2학기,3,3,0,전공선택,,"Fundamentals of Microelectronics, Behzad Razavi","Microelectronic Circuits, Sedra/Smith, Sixth edition",,"회로이론, 전자회로",True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.16666666666666666
3461,2022,강원대학교,IT대학,전자공학과,디지털회로실험,2,1학기,3,2,2,전공필수,,자체제작된 실험노트※ 실험노트는 디지털캠퍼스에 올려놓음,,,회로이론디지털공학,True,True,True,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3463,2022,강원대학교,IT대학,전자공학과,전자회로,2,1학기,3,3,0,전공선택,,"Fundamentals of Microelectronics, Behzad Razavi","Microelectronic Circuits, Sedra/Smith, Sixth edition",,회로이론,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.16666666666666666
3467,2022,강원대학교,IT대학,전자공학과,직업선택과꿈설계,3,2학기,1,1,0,전공선택,,,,,,True,False,True,False,False,True,target_department_and_foundational_course,missing_learning_objective;missing_main_textbook,0.4166666666666667
3531,2022,강원대학교,IT대학,컴퓨터공학과,자바프로그래밍1,1,1학기,3,2,2,학문기초,소규모 프로그래밍 과제가 주어졌을 때 자바를 이용해 해결할 수 있게 된다.,,,"명품 JAVA Programming, 개정4판, 황기태, 김효수 저, 생능출판사, 2018년 / 자바의 정석 기초편, 남궁성 저, 도우출판, 2019년",없음,True,True,False,False,False,True,target_department_and_target_course,missing_main_textbook,0.16666666666666666
3534,2022,강원대학교,IT대학,컴퓨터공학과,자바프로그래밍1,1,1학기,3,2,2,학문기초,소규모 프로그래밍 과제가 주어졌을 때 자바를 이용해 해결할 수 있게 된다.,,,"명품 JAVA Programming, 개정4판, 황기태, 김효수 저, 생능출판사, 2018년 / 자바의 정석 기초편, 남궁성 저, 도우출판, 2019년/어서와 Java는 처음이지!, 천인국, 인피니티북스",없음,True,True,False,False,False,True,target_department_and_target_course,missing_main_textbook,0.16666666666666666
3535,2022,강원대학교,IT대학,컴퓨터공학과,자바프로그래밍1,1,1학기,3,2,2,학문기초,,스마트캠퍼스(e루리)의 강의자료 (PPT) (eruri.kangwon.ac.kr),"(1) Java의 정석, 3판, 남궁 성 지음, 도우출판 2016. (2) 어서와 Java는 처음이지!, 천인국 지음, 인피니티북스, 2015. (3) 자바프로그래밍 기초부터 하나씩, Ralph Bravaco 등 지음, 김응성 등 번역, 도서출판 ITC, 2010. (4) 쉽게 풀어쓴 C 언어 Express 개정3판, 천인국 지음, 생능출판사, 2018년 8월",,없음,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.16666666666666666
3543,2022,강원대학교,IT대학,컴퓨터공학과,논리회로,2,1학기,3,3,0,전공선택,,"김종현, “디지털 논리회로”, 생능출판사, 2016년 1월.",,"M. Morris R. Mano and Michael D. Ciletti, Digital Design, Global Edition, 6th Edition, 2019. 송상훈, 한동일,""논리회로 설계"", 생능출판, 2015년 12월. 설계도구 및 환경 : Logisim(evolution)",,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3547,2022,강원대학교,IT대학,컴퓨터공학과,이산수학,2,1학기,3,3,0,전공선택,,"교재: 공은배 외, 이산수학(제5판/제6판/제7판), 인터비젼 (원서: Rosen, K. H., Discrete Mathematics and Its Applications, 5/E or 6/E or 7/E, McGrawHill.)참고도서: Liu, C. L., Elements of Discrete Mathematics, 2/E, McGrawHill.",,,"없음 (집합, 명제 등의 고등학교 초급 수학)",True,False,True,False,False,True,target_department_and_foundational_course,missing_learning_objective,0.25
3548,2022,강원대학교,IT대학,컴퓨터공학과,모바일프로그래밍,2,2학기,3,2,2,전공선택,,"Do it! 안드로이드 앱 프로그래밍 (이지스퍼블리싱, 정재근)",,,"기초 프로그래밍 지식, 자바 프로그래밍 언어",True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3552,2022,강원대학교,IT대학,컴퓨터공학과,자료구조,2,1학기,3,2,2,전공필수,,"1) 천인국, 공용해, 하상호, C언어로 쉽게 풀어쓴 자료 구조, 생능출판사",,,C프로그래밍,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3553,2022,강원대학교,IT대학,컴퓨터공학과,자료구조,2,1학기,3,2,2,전공필수,,"파이썬으로 쉽게 풀어쓴 자료구조, 최영규, 천인국 지음, 생능출판사",,,"컴퓨터 프로그래밍 과목에서 기본적인 프로그래밍 언어를 이수한 것을 요구하며, 본 과목에서는 Python을 사용할 예정임",True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3555,2022,강원대학교,IT대학,컴퓨터공학과,선형대수학,2,1학기,3,3,0,전공선택,,"""Introduction to Applied Linear Algebra Vectors, Matrices, and Least Squares"" written by Stephen Boyd and Lieven Vandenberghe",,,,True,False,True,False,False,True,target_department_and_foundational_course,missing_learning_objective,0.3333333333333333
3556,2022,강원대학교,IT대학,컴퓨터공학과,리눅스프로그래밍,2,1학기,3,2,2,전공선택,,"교재: 이종원, 우분투 리눅스: 시스템 & 네트워크, 한빛미디어, 2014; 별도배포: Bash 관련 자료",,,없음,True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3557,2022,강원대학교,IT대학,컴퓨터공학과,리눅스프로그래밍,2,1학기,3,2,2,전공선택,,"교재: Linux 기초/개요에 관련된 도서 (자율로 선택)참고도서: 김치하, 고급 UNIX 프로그래밍, 홍릉과학출판사.",영어 교재들의 pdf 파일 링크를 제공합니다.,,프로그래밍 기초(C언어),True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.16666666666666666
3559,2022,강원대학교,IT대학,컴퓨터공학과,웹프로그래밍,2,1학기,3,2,2,전공선택,,"IT CookBook, HTML5 웹 프로그래밍 입문(3판 또는 4판)",,,"프로그래밍 기본 지식, 자바/파이썬 프로그래밍 언어",True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
3560,2022,강원대학교,IT대학,컴퓨터공학과,웹프로그래밍,2,1학기,3,2,2,전공선택,,"IT CookBook, HTML5 웹 프로그래밍 입문(3판), 윤인성 지음, 2019, 한빛아카데미",,,"C, Java 프로그래밍",True,True,False,False,False,True,target_department_and_target_course,missing_learning_objective,0.25
