source_row_number,year,university_name,college_name,department_name,course_name,grade,semester,credit,lecture_hours,practice_hours,course_type,learning_objective,main_textbook,sub_textbook,reference_material,prerequisite_material,target_department_match,target_course_match,foundational_course_match,strong_ai_cs_course_match,excluded_department_match,final_target_keep,keep_reason,quality_missing_ratio
552,2022,강원대학교,경영대학,정보통계학전공,빅데이터자료분석및실습,4,2학기,3,2,2,전공선택,통계적 가설을 설정하고 그에 맞게 실제 자료를 수집하는 능력 배양,"임동훈, 빅데이터 분석 그것이 R고싶다","김영우, 쉽게배우는 R데이터분석","김경태, 빅데이터 활용서 I","기초통계학, 통계프로그래밍언어R 초급",False,True,False,True,False,True,strong_ai_cs_course_outside_target_department,0.0
881,2022,강원대학교,농업생명과학대학,바이오시스템기계공학전공,인공지능개론,2,1학기,3,3,0,전공선택,"인공지능 핵심 이론이라 할 수 있는 탐색과 최적화, 지식 표현과 추론, 기계학습, 딥러닝, 계획수립 에 대해서 다루며 인공지능의 주요 응용분야라고 할 수 있는 데이터 마이닝, 자연어 처리, 컴퓨터 비전, 지능 로봇에 대해서 배운다",인공지능: 튜링 테스트에서 딥러닝까지 (저자: 이건명; ISBN: 9788970509594),,,,False,True,False,True,True,True,strong_ai_cs_course_outside_target_department,0.25
923,2022,강원대학교,동물생명과학대학,동물산업융합학과,풀사료자원과빅데이터,2,2학기,3,3,0,전공선택,"축산중 풀사료 big data를 이용한 이론적 실제를 배우고, 통계학, IT, 풀사료, 토양 및 기후 전문가와 공동으로 수량예측 등을 하며 이에 필요한 각종 프로그램을 구성해 봄",자체 인쇄물(또는 동영상자료) 배부,인쇄물( 또는 동영상 자료)를 주교재와 함께 공급함,,"o 초지/풀사료생산 및 이용학. o 코딩 관련 지식,o 4차산업혁명과 관련 책자 및 지식",False,True,False,True,False,True,strong_ai_cs_course_outside_target_department,0.08333333333333333
971,2022,강원대학교,동물생명과학대학,동물응용과학과,인공지능과동물산업,4,2학기,3,3,0,전공선택,"동물생명산업에서 필요한 인공지능, IoT 기술 등을 어떻게 응용하여 구현할 수 있는지 기술적인 부분을 배운다.",개념 설명 그림/표/동영상 + 주요 내용 요약 자료 + 수업 요약형 퀴즈,"놀랍게 쉬운 인공지능의 이해와 실습 (출판사: 성안당, 저자: 한선관 등, 출판년도: 2021년) 수업시간에 활용하기 바람.",,"프로그래밍(코딩)을 직접 다루지 않으나, 코딩 예시를 보여줄 수 있음. 수업 중, 코딩 기초 지식은 없어도 됩니다.",False,True,False,True,False,True,strong_ai_cs_course_outside_target_department,0.08333333333333333
1913,2022,강원대학교,사회과학대학,정치외교학과,정치와데이터분석,2,2학기,3,3,0,전공선택,정치이론을 기반으로 연구가설을 설정하고 이를 양적분석을 통해 검증한다.,소정현. 2022. 『2022 사회조사분석사 2급 2차 실기 한권으로 끝내기』. 시대고시기획,이종익. 2022. 『2022 사회조사분석사 2급 필기 한권으로 끝내기』. 시대고시기획,"Angrist, Joshua D. 외. 『고수들의 계량경제학: 인간관계란 무엇인가』. 시그마프레스",<정치학연구방법>을 수강했거나 유권자의 정치행태를 통계적으로 분석하고 싶은 학생들을 대상으로 하는 수업입니다. 만약 <정치학연구방법>이나 이와 비슷한 방법론 과목을 수강 하지 않은 학생들이 있으면 23주차에 진행할 변수측정과 자료수집에 관한 보충수업을 수강해야 합니다.,False,True,False,True,False,True,strong_ai_cs_course_outside_target_department,0.0
2604,2022,강원대학교,인문대학,영어영문학전공,인문학데이터마이닝,전학년,2학기,3,3,0,학문기초,데이터를 유형별로 구분하는 방법을 이해한다.프로그래밍을 통해 데이터를 분석하고 시각화 기술을 사용하여 효과적으로 표현한다.,"빅데이터 분석과 R 활용, 윤철호 저, 생능출판사, 2021","모두를 위한 R 데이터 분석 입문, 오세종 저, 한빛아카데미, 2019 / Do it! 쉽게 배우는 R 데이터 분석, 김영우 지음, 이지스퍼블리싱",수업 시간에 제시,"특별한 선수 과목과 지식은 없지만, 교양필수의 <컴퓨팅 사고력>이나 <파이썬 프로그래밍>을 수강하면 이해가 수월할 수 있음.",False,True,False,True,False,True,strong_ai_cs_course_outside_target_department,0.0
3193,2022,강원대학교,자연과학대학,수학과,알고리즘과수학,2,1학기,3,3,0,전공선택,문제를 해결하는 대표적인 앨거리듬 종류를 안다.,강의노트,"Foundations of Algorithms, Richard E. Neapolitan ( 이 책은 개강 후 무료로 얻을 수 있다)",,"특별한 선수 과목은 없고, 시중에 떠도는 퀴즈를 풀 때 필요한 지식이 있으면 좋다. 미분적분학이 필요하지는 않지만, 미분적분학을 공부할 수 있으면 충분하다.",False,True,False,True,False,True,strong_ai_cs_course_outside_target_department,0.08333333333333333
3338,2022,강원대학교,IT대학,전기전자공학과,컴퓨터프로그래밍,전학년,1학기,3,2,2,학문기초,주어진 문제를 해결할 수 있는 알고리즘을 설계하고 컴퓨터프로그래밍을 통해 구현한다.,"C언어 for beginner (개정4판), 우재남, 한빛아카데미",,,,True,True,False,False,False,True,target_department_and_target_course,0.25
3346,2022,강원대학교,IT대학,전기전자공학과,회로이론,1,2학기,3,3,0,전공선택,회로해석을 위한 수학적인 접근 방법 이해,회로이론; 박병국 외 3인 공역 (F.T. Ulaby 외 공저); 한빛아카데미,,,"1. 미분, 적분의 기초 지식2. 행렬식의 계산3. 미분방정식 풀이의 기본 개념",True,True,False,False,False,True,target_department_and_target_course,0.16666666666666666
3352,2022,강원대학교,IT대학,전기전자공학과,디지털회로실험,1,2학기,3,2,2,전공필수,"전기 전자 분야의 학생들이 기본적으로 필요한 디지털 회로에 대한 기본적인 사항을 실험 실습을 통하여 익히고, 설계 프로젝트를 통하여 응용 기술을 습득한다.","추후 공지, 이루리 사이트에 업로드 함",,,논리회로,True,True,True,False,False,True,target_department_and_target_course,0.16666666666666666
3354,2022,강원대학교,IT대학,전기전자공학과,전자회로,2,1학기,3,3,0,전공선택,1. 반도체 소자의 전기적 특성 이해2. 바이어스 회로의 역할과 소신호 증폭의 개념 이해,"Behzad Razavi, ""Fundamentals of Microelectronics"", Wiley",,"마이크로전자회로 (제2판), 한티미디어",회로 이론,True,True,False,False,False,True,target_department_and_target_course,0.08333333333333333
3355,2022,강원대학교,IT대학,전기전자공학과,전자회로,2,1학기,3,3,0,전공선택,1. 반도체 소자의 전기적 특성 이해2. 바이어스 회로의 역할과 소신호 증폭의 개념 이해,"마이크로전자회로; Razavi; 한티미디어, 2015",,"전자회로; 김동식; 생능출판사, 2015","회로이론 (node/mesh 해석, 중첩의 원리, Thevenin 정리, 1차 회로 해석 기법 등)",True,True,False,False,False,True,target_department_and_target_course,0.08333333333333333
3363,2022,강원대학교,IT대학,전기전자공학과,전자회로실험,2,2학기,3,2,2,전공필수,회로이론 및 전자회로 과목의 이론을 실험적으로 확인,"전기전자공학실험; 박종연, 박찬원 편저",,대학전자회로실험; 신인철 외 3인 공저; 청문각,"회로이론, 전자회로",True,True,True,False,False,True,target_department_and_target_course,0.08333333333333333
3365,2022,강원대학교,IT대학,전기전자공학과,전자회로실험,2,2학기,3,2,2,전공필수,회로이론 및 전자회로 과목의 이론을 실험적으로 확인하는 과정을 이해하고 실행,온라인 수업자료,기 수강한 전자회로 교재,,전자회로반도체소자의기본원리와 응용에 관한 지식,True,True,True,False,False,True,target_department_and_target_course,0.08333333333333333
3367,2022,강원대학교,IT대학,전기전자공학과,디지털신호처리,2,2학기,3,3,0,전공선택,신호의 스펙트럼 분석과 디지털 필터 설계의 원리 및 기법을 확실하게 이해하고 익힌다.,"이철희, 디지털 신호 처리 2판, 한빛아카데미, 2022 이철희, 핵심이 보이는 신호 및 시스템, 한빛아카데미, 2015","A. Ambardar, ""Digital Signal Processing : A Modern Introduction"", CENGAGE Learning, 2006 (번역판 : 류철외, 최신디지털 신호 처리, CENGAGE Learning Korea)V. K. Ingle & J. G. Proakis, Digital Signal Processing Using Matlab 2nd ed., 2007, Thomson. H. Hayes, ""Schaum's Outlines Series : Digital signal Processing"", McGraw Hill, 1999J.H. McClellan, R.W. Schafer & M.A. Yoder, DSP FirstA Mlutimedia Approach, PrenticeHall, 1998A.V. Openheim & R.W. Schafer, Discrete Time Signal Processing, Prentice Hall, 1989 P. A. Lynn & W. Fuerst, Introductory Digital Signal Processing with Computer Application, 2nd ed., John wiley & Sons, 1998",,신호 및 시스템,True,True,False,False,False,True,target_department_and_target_course,0.08333333333333333
3369,2022,강원대학교,IT대학,전기전자공학과,디지털신호처리,2,2학기,3,3,0,전공선택,신호의 스펙트럼 분석과 디지털 필터 설계의 원리 및 기법을 확실하게 이해하고 익힌다.,"디지털신호처리 : 기본 이론부터 MATLAB 실습까지, 이철희 저, 한빛아카데미",,,신호 및 시스템,True,True,False,False,False,True,target_department_and_target_course,0.16666666666666666
3380,2022,강원대학교,IT대학,전기전자공학과,고급컴퓨터프로그래밍,2,2학기,3,2,2,전공선택,마이크로소프트 비주얼스튜디오 개발환경을 활용한다.,"C 프로그래밍 파워업그레이드, 윤성우, Infinity Books. 강의 교재/자료 홈페이지 제공",,,필수 선수과목 : 컴퓨터프로그래밍. C 언어를 모르는 학생은 수강할 수 없음.,True,True,False,False,False,True,target_department_and_target_course,0.16666666666666666
3406,2022,강원대학교,IT대학,전기전자공학과,로봇공학개론,3,2학기,3,3,0,전공선택,"로봇 기구학, 위치와 방향의 기본원리를 배운다.",로보틱스입문 John J. Craig 저. 장평훈역. (주)텍스트북스. 강의자료 홈페이지 제공,,,C 프로그래밍 언어.수식으로 나타난 이론을 프로그래밍으로 시뮬레이션 하는데 필요함.,True,True,False,False,False,True,target_department_and_target_course,0.16666666666666666
3407,2022,강원대학교,IT대학,전기전자공학과,반도체공학,3,2학기,3,3,0,전공선택,"본 수업을 수강할 경우, pn 접합에 대한 기본 이해를 통해 각종 반도체 소자 및 집적회로에 대한 동작 원리와 그 제조 공정에 대한 이해도를 향상시킨다.",개념이 보이는 물리전자공학 (한빛아카데미),"S. O. Kasap, ""Principles of Electronic Materials and Devices""",,"화학 또는 물리학, 공학수학, 전자회로, 전자기학",True,True,False,False,False,True,target_department_and_target_course,0.08333333333333333
3410,2022,강원대학교,IT대학,전기전자공학과,디지털영상처리,3,2학기,3,2,2,전공선택,디지털영상처리의 기반이 되는 배경 이론의 이해,OpenCVPython으로 배우는 영상 처리 및 응용; 정성환 외 1인; 생능출판사,,,신호 및 시스템,True,True,False,False,False,True,target_department_and_target_course,0.16666666666666666
3413,2022,강원대학교,IT대학,전기전자공학과,차세대통신기술,4,2학기,3,3,0,전공선택,4차 산업혁명과 정보통신의 이해의 핵심 기술의 주요 주제에 대한 이해,"4차 산업혁명과 정보통신의 이해, 김정섭, 이호상, 양인창 저, 한빛아카데미",,,없음,True,True,False,False,False,True,target_department_and_target_course,0.16666666666666666
3416,2022,강원대학교,IT대학,전기전자공학과,캡스톤디자인2,4,1학기,1,0,2,전공필수,계획한 설계 작품을 다양한 공학도구를 이용하여 구현,별도 교재 없음,,,없음,True,False,True,False,False,True,target_department_and_foundational_course,0.16666666666666666
3423,2022,강원대학교,IT대학,전자공학과,선형대수,전학년,1학기,3,3,0,학문기초,선형대수의 주요 주제에 대한 이해,"MATLAB으로 배우는 선형대수학 ; 이광연 외 1인 ; 한빛아카데미, 2015",,"선형대수학 ; 이정문 외 5인 ; 사이텍미디어, 2007",,True,False,True,False,False,True,target_department_and_foundational_course,0.16666666666666666
3424,2022,강원대학교,IT대학,전자공학과,선형대수,전학년,2학기,3,3,0,학문기초,공학에서 자주 등장하는 선형시스템 분석 이해에 필요한 선형대수 이론을 숙지한다.,한 걸음씩 알아가는 선형대수학(출판사: 한빛아카데미) (원저: Linear Algebra: Step by Step (저자: Kuldeep Singh)),,,,True,False,True,False,False,True,target_department_and_foundational_course,0.25
3429,2022,강원대학교,IT대학,전자공학과,신호및시스템,2,2학기,3,3,0,전공필수,전자 공학 이론들을 이해하기 위한 필수 선수 지식인 신호와 시스템 관련 이론 개념을 이해한다.,"기초 신호및시스템(저자:이철희, 출판사:한빛아카데미)",,,IT미적분학,True,True,False,False,False,True,target_department_and_target_course,0.16666666666666666
3430,2022,강원대학교,IT대학,전자공학과,디지털통신,3,2학기,3,3,0,전공선택,디지털 통신의 기본 개념 및 이론들을 이해한다.,"통신이론 7판 (역자: 박상규 외, 출판사: 시그마프레스) (원저: Principles of Communications: Systems, Modulation, and Noise, 저자: Ziemer 외)",,,"IT 미적분학, 신호 및 시스템, 확률 및 통계, 통신이론",True,True,False,False,False,True,target_department_and_target_course,0.16666666666666666
3437,2022,강원대학교,IT대학,전자공학과,마이크로프로세서실험,2,2학기,3,1,4,전공필수,컴퓨터 동작원리를 이해하고 기본적인 프로그래밍 기술을 습득한다.,마이크로컨트롤러 CortexM3 한백전자,,,컴퓨터 구조논리회로(디지털 시스템)디지털 실험,True,True,True,False,False,True,target_department_and_target_course,0.16666666666666666
3447,2022,강원대학교,IT대학,전자공학과,전자공학설계프로젝트2,4,2학기,3,0,6,전공선택,"학습한 전공 지식을 활용하여 실용 시스템 개발한다. (이를 위해 기존 실용 제품/작품들을 조사한다.)아누이노, 라즈베리파이, 앱인벤터 등 실제 공통적으로 많이 사용되는 간단한 실무 지식을 추가 학습한다.",없음,,,없음,True,False,True,False,False,True,target_department_and_foundational_course,0.16666666666666666
3450,2022,강원대학교,IT대학,전자공학과,컴퓨터구조,2,1학기,3,3,0,전공선택,"전자공학 세부전공으로서의 마이크로프로세서 실험, 마이크로프로세서 응용, Embedded System 등의 과목을 수강하기 위한 기초 과목으로서의 역할을 한다.현대 컴퓨터의 하드웨어적 구조를 바탕으로 설계 능력을 배양하고, 주변기기를 통합하여 컴퓨터 시스템을 구축하는 방법을 익힌다.","1. 최신 컴퓨터구조, 임석구,홍경호, 한빛아카데미 2.Computer System Architecture, M. Morris Mano, Prentice Hall.,","컴퓨터구조론 : 김종현, 생능출판","Computer Design & Architecture, Sajja G. Shiva 컴퓨터구조, 최승욱, 삼진출판사","Digital System (디지털공학, 논리회로)",True,True,False,True,False,True,target_department_and_target_course,0.0
3453,2022,강원대학교,IT대학,전자공학과,회로이론,1,1학기,3,3,0,전공선택,"회로이론을 공부하는 모든 이들이 향후 전자회로, 반도체소자, 아날로그및디지털 회로, 통신시스템, 제어이론 등 다양한 전자전자 분야에 진출하는데 있어 기초 학문이라 할 수 있는 본 과목을 학습함을 통해 미래의 전기전자 및 통신공학을 이끌어갈 인재로 커가는데 큰 도움이 되길 바랍니다.","김동식, ""회로이론 Express"", 생능출판사, 2014.02","박병국, ""회로이론"", 한빛출판사, 2020.2",,"기초전자공학, 공학수학, 대학물리, 미적분학",True,True,False,False,False,True,target_department_and_target_course,0.08333333333333333
3460,2022,강원대학교,IT대학,전자공학과,실시간신호처리,3,2학기,3,3,0,전공선택,RTOS 활용 능력 및 실시간 구현 및 문제 해결 능력을 배양하여 실무 능력 향상,배포되는 강의자료 및 실습 자료,Digital Signal Processing and Applications with the OMAPL138 eXperimenterDigital Signal Processing Using Matlab,,"디지털 신호 처리C 언어, 마이크로프로세서",True,True,False,False,False,True,target_department_and_target_course,0.08333333333333333
3464,2022,강원대학교,IT대학,전자공학과,전자회로실험,2,2학기,3,2,2,전공선택,회로 동작원리 이해,자체제작 교재 (매주 이루리에 올려놓을 예정),,,회로이론전자회로,True,True,True,False,False,True,target_department_and_target_course,0.16666666666666666
3524,2022,강원대학교,IT대학,컴퓨터공학과,C프로그래밍,1,2학기,3,2,2,학문기초,이론 시간에 배운 C 프로그래밍 기법을 적용하여 주어진 문제를 창의적으로 해결하는 알고리즘을 작성할 수 있다.,개정판 누구나 쉽게 즐기는 C언어 콘서트,쉽게 풀어쓴 C언어 Express,,없음.,True,True,False,False,False,True,target_department_and_target_course,0.08333333333333333
3525,2022,강원대학교,IT대학,컴퓨터공학과,C프로그래밍,1,2학기,3,2,2,학문기초,이론 시간에 배운 C 프로그래밍 기법을 적용하여 주어진 문제를 창의적으로 해결하는 알고리즘을 작성할 수 있다.,개정3판 명품 C언어 프로그래밍,,,없음.,True,True,False,False,False,True,target_department_and_target_course,0.16666666666666666
3526,2022,강원대학교,IT대학,컴퓨터공학과,C프로그래밍,1,2학기,3,2,2,학문기초,이론 시간에 배운 C 프로그래밍 기법을 적용하여 주어진 문제를 창의적으로 해결하는 알고리즘을 작성할 수 있다.,"누구나 쉽게 즐기는 C언어 콘서트. 개정 3판. 천인국 지음, 생능출판사","쉽게 풀어 쓴 C언어 Express, 개정 3판. 천인국 지음, 생능출판사",,해당 사항 없음,True,True,False,False,False,True,target_department_and_target_course,0.08333333333333333
3527,2022,강원대학교,IT대학,컴퓨터공학과,C프로그래밍,1,2학기,3,2,2,학문기초,"c 언어 프로그래밍을 활용하여 자연수, 정수, 실수에 대한 추상화를 유도하므로, 문제 해결을 위한 필요한 데이터 타입을 만들수 있는 능력을 연마한다.기존 문제점들을 해결한 사례들을 분석하고 실습 하므로 새로운 문제들을 해결하기위한 방안을 스스로 만들어 내고, 그 방안을 C 언어를 사용하여 프로그래밍화하여 결과를 입증하므로 문제 해결을 위한 창의성을 키운다.","천인국 저, 쉽게 풀어쓴 C 언어 Express 개정 3판, 생능출판사",,,없음,True,True,False,False,False,True,target_department_and_target_course,0.16666666666666666
3528,2022,강원대학교,IT대학,컴퓨터공학과,C프로그래밍,1,2학기,3,2,2,학문기초,이론 시간에 배운 C 프로그래밍 기법을 적용하여 주어진 문제를 창의적으로 해결하는 알고리즘을 작성할 수 있다.,"천인국 저, 쉽게 풀어쓴 C 언어 Express 수정판(개정판 3판), 생능출판사, 2018년 8월.",,,없음,True,True,False,False,False,True,target_department_and_target_course,0.16666666666666666
3529,2022,강원대학교,IT대학,컴퓨터공학과,C프로그래밍,1,2학기,3,2,2,학문기초,이론 시간에 배운 C 프로그래밍 기법을 적용하여 주어진 문제를 창의적으로 해결하는 알고리즘을 작성할 수 있다.,"누구나 쉽게 즐기는 C언어 콘서트(개정3판), 천인국 저, 생능출판사, 2021.07.23 출판","쉽게 풀어쓴 C언서 Express(개정3판), 천인국 저, 생능출판사",,없음.,True,True,False,False,False,True,target_department_and_target_course,0.08333333333333333
3530,2022,강원대학교,IT대학,컴퓨터공학과,C프로그래밍,1,2학기,3,2,2,학문기초,이론 시간에 배운 C 프로그래밍 기법을 적용하여 주어진 문제를 창의적으로 해결하는 알고리즘을 작성할 수 있다.,"천인국 저, 쉽게 풀어쓴 C언서 Express 개정 3판, 생능출판사","안기수 저, 명품 C언어 프로그래밍 개정 3판, 생능출판사 / 천인국 저, 누구나 쉽게 즐기는 C언어 콘서트",,없음.,True,True,False,False,False,True,target_department_and_target_course,0.08333333333333333
3532,2022,강원대학교,IT대학,컴퓨터공학과,자바프로그래밍1,1,1학기,3,2,2,학문기초,소규모 프로그래밍 과제가 주어졌을 때 자바를 이용해 해결할 수 있게 된다.,없음. 수업에서 자료를 제공함.,,"명품 JAVA Programming, 개정4판, 황기태, 김효수 저, 생능출판사, 2018년 / 자바의 정석 기초편, 남궁성 저, 도우출판, 2019년",없음,True,True,False,False,False,True,target_department_and_target_course,0.08333333333333333
3536,2022,강원대학교,IT대학,컴퓨터공학과,자바프로그래밍1,1,1학기,3,2,2,학문기초,"실습 시간의 예제를 구현하고, 목적에 따라 수정을 추가하여 다양한 형태의 프로그래밍 결과를 학습","어서와 Java는 처음이지!, 천인국, 인피니티북스.",기타 자바 입문 교재,,,True,True,False,False,False,True,target_department_and_target_course,0.16666666666666666
3537,2022,강원대학교,IT대학,컴퓨터공학과,자바프로그래밍1,1,1학기,3,2,2,학문기초,소규모 프로그래밍 과제가 주어졌을 때 자바를 이용해 해결할 수 있게 된다.,수업시간에 제공되는 자료,,"명품 JAVA Programming, 개정4판, 황기태, 김효수 저, 생능출판사, 2018년 / 자바의 정석 기초편, 남궁성 저, 도우출판, 2019년","선수 과목및 지식이 필요없는 기초 과목입니다.쉽게 포기하지 않고, 스스로 해내려 하는 의지.복붙하지 않고 나만의 코드를 완성하려는 마음을 필요로합니다.",True,True,False,False,False,True,target_department_and_target_course,0.08333333333333333
3538,2022,강원대학교,IT대학,컴퓨터공학과,자바프로그래밍2,1,2학기,3,2,2,학문기초,소규모 프로그래밍 과제가 주어졌을 때 자바를 이용해 객체지향 프로그래밍 기법으로 해결할 수 있게 된다.,없음,,"명품 JAVA Programming, 개정4판, 황기태, 김효수 저, 생능출판사, 2018년 / 자바의 정석 기초편, 남궁성 저,| 도우출판, 2019년 / 가장 빨리 만나는 코어 자바 9, 카이 호스트만 저, 신경근 역, 길벗 2018년","자바프로그래밍 1, 혹은 C언어, Python, Basic 등 다른 프로그래밍 언어를 이용하는 프로그래밍 과목을 이수했거나 그에 상당하는 지식과 경험이 있어야 함.데이터 타입, 변수, 연산, 조건문, 반복문, 함수(메소드) 호출, 배열 등의 개념을 이해하고 있어야 하며 이들을 활용한 기본적인 프로그래밍 연습이 되어 있어야 함.",True,True,False,False,False,True,target_department_and_target_course,0.08333333333333333
3539,2022,강원대학교,IT대학,컴퓨터공학과,자바프로그래밍2,1,2학기,3,2,2,학문기초,소규모 프로그래밍 과제가 주어졌을 때 자바를 이용해 해결할 수 있게 된다.,"가장 빨리 만나는 코어 자바 9, 카이 호스트만 저, 신경근 역, 길벗 2018년 03월 30일 (종이책도 있고 전자책도 있음)",,"(1) 이것이 자바다, 신용권 지음, 한빛미디어. (2) 명품 JAVA Programming, 황기태, 김효주 지음, 생능출판사, (3) Java의 정석, 제3판, 남궁성 지음, 도우출판.","자바프로그래밍 1, 혹은 C언어, Python, Basic 등 다른 프로그래밍 언어를 이용하는 프로그래밍 과목을 이수했거나 그에 상당하는 지식과 경험이 있어야 함.데이터 타입, 변수, 연산, 조건문, 반복문, 함수(메소드) 호출, 배열 등의 개념을 이해하고 있어야 하며 이들을 활용한 기본적인 프로그래밍 연습이 되어 있어야 함.",True,True,False,False,False,True,target_department_and_target_course,0.08333333333333333
3541,2022,강원대학교,IT대학,컴퓨터공학과,자바프로그래밍2,1,2학기,3,2,2,학문기초,프로그래밍 문제를 분석하고 이해하여 객체지향 프로그램(Java 프로그램)으로 작성할 수 있도록 함,"어서와 Java는 처음이지!, 천인국, 인피니티북스.",,"First Java, 유영진, 이도연, 연두에디션, 2021년1월 초판",자바프로그래밍1,True,True,False,False,False,True,target_department_and_target_course,0.08333333333333333
3545,2022,강원대학교,IT대학,컴퓨터공학과,논리회로,2,1학기,3,3,0,전공선택,디지털 시스템의 구성 및 동작에 대한 기초 원리를 학습한다,"""디지털 논리회로"", 생능출판사, 김종현","Fundamentals of Logic Design 7/E, Roth",,,True,True,False,False,False,True,target_department_and_target_course,0.16666666666666666
3546,2022,강원대학교,IT대학,컴퓨터공학과,이산수학,2,1학기,3,3,0,전공선택,이산수학에서 사용하는 용어를 정확히 이해하는 것이 중요함,"컴퓨팅 사고력을 키우는 이산수학 [3판], 박주미(저자) 한빛아카데미",,,없음,True,False,True,False,False,True,target_department_and_foundational_course,0.16666666666666666
3550,2022,강원대학교,IT대학,컴퓨터공학과,자료구조,2,1학기,3,2,2,전공필수,"각 자료구조에 대하여 구성 요소 및 연산 방법을 자바로 구현하고, 이를 기반으로 응용 문제를 구현하여 그 결과를 확인한다.","파이썬으로 쉽게 풀어쓴 자료구조, 생능출판사, 최영규, 천인국 저, 2020년",,,파이썬에 대한 기본지식이 요구됨(파이썬 코딩 능력이 부족한 학생을 위해 강의 초기에 파이썬 프로그래밍에 대하여 요약 강의를 할 예정임),True,True,False,False,False,True,target_department_and_target_course,0.16666666666666666
3551,2022,강원대학교,IT대학,컴퓨터공학과,자료구조,2,1학기,3,2,2,전공필수,"각 자료구조에 대하여 구성 요소 및 연산 방법을 자바로 구현하고, 이를 기반으로 응용 문제를 구현하여 그 결과를 확인한다.","교재 : 자바로 배우는 쉬운 자료구조, 이지영, 한빛아카데미, 2013(수정판)","부교재 : 쉽게 배우는 자료구조 with 자바, 문병로, 한빛아카데미, 2022.","참고도서 : 이것이 자바다, 신용권, 한빛미디어, 2015.",컴퓨터 프로그래밍 과목을 이수하여 Java에 대한 기본지식이 요구됨,True,True,False,False,False,True,target_department_and_target_course,0.0
3554,2022,강원대학교,IT대학,컴퓨터공학과,선형대수학,2,1학기,3,3,0,전공선택,선형대수는 현대 응용수학에서 미적분학과 함께 가장 기본적이며 중요한 분야이다. 특히 수리적 문제 해결을 위해 선형대수의 이론과 응용에 관한 지식이 반드시 필요하다. 본 과목에서는 이러한 선형대수학의 이론적 개념을 배울 뿐만 아니라 실제 문제에 응용한 해법을 연습한다.,"기초 선형대수학, 이광연 , 설한국, 김진수 지음, 2판 | 한빛아카데미 | 2021년",,,1. 기초수학2. 고교수학,True,False,True,False,False,True,target_department_and_foundational_course,0.16666666666666666
3558,2022,강원대학교,IT대학,컴퓨터공학과,리눅스프로그래밍,2,1학기,3,2,2,전공선택,"리눅스 시스템은 임베디드 시스템, 시스템 보안, 시스템 프로그래밍, 네트워크 시스템 등다양한 분야와 밀접하게 관련되어있으며,리눅스 프로그래밍 수업을 통해서 기초 능력을 배양한다.","Advanced Programming in the UNIX Environment, Stevens, W. Richard",유닉스 리눅스 프로그래밍 필수 유틸리티,,C 언어,True,True,False,False,False,True,target_department_and_target_course,0.08333333333333333
3562,2022,강원대학교,IT대학,컴퓨터공학과,알고리즘,2,2학기,3,3,0,전공선택,이론/실용적인 문제에 대해 정형적으로 정의하고 이를 알고리즘으로 표현하는 능력을 키운다.,"알고리즘 기초 (5판), Richard Neapolitan 지음, 도경구 옮김, 홍릉과학출판사, 2017년.","Introduction to Algorithms 토머스 코멘 , 찰스 레이서손 , 로날드 리베스트 , 클리포드 스타인 지음, 문병로 , 심규석 , 이충세 옮김, 한빛아카데미 , 2014년.","파이썬 알고리즘 인터뷰 95가지 알고리즘 문제 풀이로 완성하는 코딩 테스트, 박상길 지음, 정진호 그림, 책만, 2020년.",,True,True,False,True,False,True,target_department_and_target_course,0.08333333333333333
3563,2022,강원대학교,IT대학,컴퓨터공학과,알고리즘,2,2학기,3,3,0,전공선택,이론/실용적인 문제에 대해 정형적으로 정의하고 이를 알고리즘으로 표현하는 능력을 키운다.,"교재: 도경구 역, 알고리즘 기초 (제5판), 홍릉과학출판사","Foundations of Algorithms Using C++ Pseudocode (제3판), 사이텍미디어 (원저자: Richard Neapolitan and Kumarss Naimipour)","장직현 역, 컴퓨터 알고리즘/C++, 사이텍미디어 (원저자: Horowitz, Sahni, and Rajasekaran)",,True,True,False,True,False,True,target_department_and_target_course,0.08333333333333333
3564,2022,강원대학교,IT대학,컴퓨터공학과,알고리즘,2,2학기,3,3,0,전공선택,제시된 문제에 대한 알고리즘을 작성할 수 있다.,"(번역본) 도경구 역, 알고리즘 기초, , 홍릉과학출판사, 2017, (원서) R. E. Neapolitan, Foundations of Algorithms, 5th ed., 2015, Jones and Bartlett Learning",,"T. H. Cormen et al., Introduction to Algorithms, 3rd ed., 2009, MIT Press",컴퓨터 프로그래밍 과목 및 자료구조 과목을 이수한 경우에만 본 과목을 이수할 수 있다.,True,True,False,True,False,True,target_department_and_target_course,0.08333333333333333
3565,2022,강원대학교,IT대학,컴퓨터공학과,알고리즘,2,2학기,3,3,0,전공선택,중요한 computational 문제 및 문제 해결을 위한 핵심 알고리즘들에 대해 학습함.,"Richard E. Neapolitan, ""Foundations of Algorithms"", 5th edition",,"Thomas H. Cormen, Charles E. Leiserson, Ronald L. Rivest, Clifford Stein, ""Introduction to Algorithms"", 3rd edition",,True,True,False,True,False,True,target_department_and_target_course,0.16666666666666666
