source_row_number,year,university_name,college_name,department_name,course_name,grade,semester,credit,lecture_hours,practice_hours,course_type,learning_objective,main_textbook,sub_textbook,reference_material,prerequisite_material
37917,2022,서울대학교,공과대학,컴퓨터공학부,공학연구의 실습 1,전학년,2학기,1,0,2,전선,"학부 학생들이 대학원 연구실에서 한 학기 동안 인턴을 수행하면서 실제적인 공학 연구에 참여하는 기회를 갖도록 한다. 이 과목을 수강하는 학생은 일주일에 1회 이상 정기적으로 지도 교수와 연구 미팅을 갖고, 학기 중에 대학원 연구에 참여하며, 학기 말에 연구 보고서를 제출하여야 한다. 연구 태도와 연구 성과를 근거로 지도교수가 S/U 학점을 부여한다.",,,,
37918,2022,서울대학교,공과대학,컴퓨터공학부,이산수학,전학년,1학기,3,3,0,전필,,,,,
37919,2022,서울대학교,공과대학,컴퓨터공학부,이산수학,전학년,2학기,3,3,0,전필,This course covers the mathematical topics closely related to computer science.,Discrete Mathematics and Its Applications,,,
37920,2022,서울대학교,공과대학,컴퓨터공학부,프로그래밍연습,전학년,1학기,3,2,2,전선,"컴퓨터공학전공 1학년 학생을 대상으로, C언어 문법, C 프로그램 작성법, 프로그래밍 방법론에 관하여 다양한 예와 프로그래밍 실습을 통하여 심도있게 배울 수 있는 기회를 제공함으로써, 컴퓨터공학부 전공과목 수강에 필요한 컴퓨터 프로그래밍 실력을 갖출 수 있게 한다.",A Book on C (4th Edition),,,컴퓨터 개념 및 실습
37921,2022,서울대학교,공과대학,컴퓨터공학부,프로그래밍연습,전학년,2학기,3,2,2,전선,"C언어 문법, C 프로그램 작성법, 프로그래밍 방법론에 관하여 다양한 예와 프로그래밍 실습을 통하여 심도있게 배울 수 있는 기회를 제공함으로써, 컴퓨터공학부 전공과목 수강에 필요한 컴퓨터 프로그래밍 실력을 갖출 수 있게 한다.",,,,
37922,2022,서울대학교,공과대학,컴퓨터공학부,전기전자회로,전학년,1학기,3,3,0,전필,"<p style=""color:red;"">* 중간고사와 기말고사 일정은 강의 계획서에 이미 고정되어 있으므로, 일정이 안되는 학생들은 다음 학기 과목을 수강하기 바랍니다.</p>본 강좌에서는 전기, 전자회로를 분석하거나 설계할 때 필요한 기본 지식을 학습한다. 전반부에는 친숙한 저항 회로를 중심으로 선형 회로를 분석하는 다양한 방법을 배우고, MOSFET소자를 기반으로 한 디지털 회로와 증폭기에 대해 배운다. 후반부에서는 capacitor와 inductor가 추가된 선형 회로를 시간 영역과 주파수 영역에서 분석하는 방법을 배우고 이를 통하여 디지털 하드웨어의 전기적인 특성, 속도와 에너지 소모에 대한 기초지식을 습득하고 아날로그 회로 설계의 핵심인 opamp기반의 증폭회로를 설계 및 분석하는 방법을 배운다. 컴퓨터공학부 주전공학생들은 아래와 같은 사유에 따라 1학기에 개설되는 전기전자회로 수업의 수강 신청이 금지되어 있고 2학기만 수강 신청이 가능하니 수강 신청시 착오없기 바랍니다. (대신 올해 8월 졸업예정인 컴퓨터공학부 주전공학생의 경우에 한하여 1학기 수강 신청이 안될시 졸업에 지장이 있을 경우에는 졸업예정확인서를 제출하면 수강이 허용될 예정입니다.)컴퓨터공학부 주전공이 아닌 학생들의 경우에는 1, 2학기 수강 선택에 특별한 제약이 없으므로 본인의 상황에 맞게 수강 학기를 선택하기를 바랍니다.전기전자회로 수업의 후반부를 제대로 이해하기 위해서는 1차 및 2차 상미분방정식의 해를 구하는 방법에 대한 이해가 필요함. 컴퓨터공학부 주전공학생들의 경우에는 공학수학 I 이 필수과목이므로 전기전자회로 수업 수강 이전에 미분방정식에 대해 학습하지만, 자유전공/복수전공/부전공 학생들의 경우에는 공학수학 I 이 필수가 아님에 따라 미분방정식을 따로 학습할 기회가 없이 전기전자회로 수업을 수강하는 문제가 발생하였음. 이를 해결하기 위해 매년 1학기에 개설되는 전기전자회로 강좌에서는 2학기에 개설되는 강좌에 비해 1차 및 2차 상미분방정식을  푸는 방법에 대한 강의가 추가될 예정이고, 이에 따라 2학기 강좌에 비해 기초 미적분학 및 상미분방정식 풀이 연습에 관련된 숙제 및 시험 문제들이 추가될 예정임. 컴퓨터공학부 주전공학생들 중 아직 미적분학(수학 1 & 2)이나 공학수학 I을 수강하지 않아서 위의 경우에 해당하더라도 봄학기에 등록할 수 있는 사유는 될 수 없다는 점을 다시 한번 강조합니다. 컴퓨터공학부 주전공 학생들은 미적분학과 공학수학 I이 졸업을 위한 교양 필수이므로, 이들 과목들을 최대한 빨리 먼저 수강하여 졸업에 지장을 받지 않기 바랍니다.",,,,
37923,2022,서울대학교,공과대학,컴퓨터공학부,전기전자회로,전학년,2학기,3,3,0,전필,"본 과목에서는 기본적인 전기, 전자회로의 지식을 학습한다. 학기의 초반에는 저항 회로를 중심으로 회로를 분석하는 방법을 배운다. 그리고 디지털 전자회로의 기초 소자인 MOS 트랜지스터와 스위치 회로, 그리고 증폭회로의 원리를 학습한다. 학기의 후반에는 캐패시터와 인덕터가 포함된 선형 1,2차 회로와 주파수 영역에서 회로를 분석하는 방법을 배운다. 이 과목을 통하여 디지털 시스템 하드웨어에 대한 기초 지식을 습득할 수 있을 것이다.",Foundations of Analog and Digital Electronic Circuits,,,Engineering Math 1 (공학수학 1)
37924,2022,서울대학교,공과대학,컴퓨터공학부,컴퓨터공학세미나,전학년,2학기,1,1,0,전선,"IT 분야에서 연구, 개발, 사업을 하는 리더에게 다양한 영감을 받을 수 있는 세미나를 수강한다.",,,,
37925,2022,서울대학교,공과대학,컴퓨터공학부,프로그래밍의 원리,전학년,2학기,3,3,0,전선,"Scala 언어를 이용하여 프로그래밍 언어의 기본 개념을 배운다. 크게 함수형 프로그래밍, 객체지향 프로그래밍, 타입 클라스 프로그래밍의 원리를 배우고 이를 실습한다. 이러한 원리를 이용해 프로그램 작성 시 코드를 추상화하고 재사용하는 방법에 대해 제대로 배운다.",,,,
37926,2022,서울대학교,공과대학,컴퓨터공학부,임베디드시스템과 응용,전학년,2학기,3,3,0,전선,AR/VR 디바이스를 위한 딥러닝 응용 설계 방법 학습을 통해 내장형/모바일 시스템 및 응용 설계에 대해 심화 학습함,,,,
37927,2022,서울대학교,공과대학,컴퓨터공학부,오토마타이론,전학년,2학기,3,3,0,전선,,,,,
37928,2022,서울대학교,공과대학,컴퓨터공학부,운영체제,전학년,1학기,3,3,0,전선,,,,,
37929,2022,서울대학교,공과대학,컴퓨터공학부,운영체제,전학년,2학기,3,3,0,전선,"컴퓨터구조, 시스템프로그래밍 에서 배운 기초를 바탕으로 컴퓨터 프로그램들이 돌아가기위해서 운영체제에서 어떤일들을 해야하는지를 한단계 높은 수준에서 배운다. 특히  운영체제가 하는일들을 커다랗게 가상화제공, 동시성제공, 지속성제공 이렇게 세가지로 나누어서 각각의 기능들이 어떻게 구현되는지 알아본다. 실습을 통해서 이런 구현이 실제로 만들어질 수 있는지를 체득한다.",,,,"컴퓨터구조, 시스템프로그래밍"
37930,2022,서울대학교,공과대학,컴퓨터공학부,컴퓨터구조,전학년,1학기,3,3,0,전필,"컴퓨터를 구성하는 주요 구성 요소들의 기능과 그들 상호간의 작용을 이해하고 이를 바탕으로 컴퓨터 시스템을 구현하는데 사용되는 여러 설계 기법들을 학습한다. 명령어집합, 중앙처리장치, 파이프라이닝, 메모리 계층구조, 입출력장치 등을 다루며 컴퓨터 발전의 역사적 고찰 및 컴퓨터 시스템의 성능 분석에 필요한 지식을 배운다.",Computer Organization and Design (RISCV Edition),,,논리설계
37931,2022,서울대학교,공과대학,컴퓨터공학부,컴퓨터구조,전학년,2학기,3,3,0,전필,"이 과목에서는 컴퓨터를 구성하는 주요 구성 요소들의 기능과 그들 상호간의 작용을 이해하고 이를 바탕으로 컴퓨터 시스템을 구현하는데 사용되는 여러 설계 기법들을 학습한다. 명령어집합, 중앙처리장치, 파이프라이닝, 메모리 계층구조, 입출력장치 등을 다루며 컴퓨터 발전의 역사적 고찰 및 컴퓨터 시스템의 성능 분석에 필요한 지식을 배운다.",Computer Organization and Design: RISCV Edition (2nd Ed.),,,"4190.103A Programming Practice, M1522.000700 Logic Design"
37932,2022,서울대학교,공과대학,컴퓨터공학부,하드웨어시스템설계,전학년,1학기,3,2,2,전선,,,,,
37933,2022,서울대학교,공과대학,컴퓨터공학부,프로그래밍언어,전학년,1학기,3,3,0,전선,첨부한 화일(snu4190310syllabus.pdf)를 참고하세요,,,,
37934,2022,서울대학교,공과대학,컴퓨터공학부,선형 및 비선형계산모델,전학년,1학기,3,3,0,전선,선형대수학의 컴퓨터응용에 관하여 공부한다.,,,,
37935,2022,서울대학교,공과대학,컴퓨터공학부,알고리즘,전학년,1학기,3,3,0,전필,,,,,
37936,2022,서울대학교,공과대학,컴퓨터공학부,알고리즘,전학년,2학기,3,3,0,전필,"문제해결을 위해 생각하는 방법을 배운다. 다양한 주제들을 통하여 귀납적, 재귀적 사고방식을 배우고 이들을 통하여 복잡한 문제를 간명하게 볼 수 있음을 느끼도록 한다. 이 강좌에 포함되는 내용은 다음과 같다. 알고리즘의 효율성 분석 도구 (점근적 복잡도, 점화식), 정렬 및 선택 알고리즘, 자료의 저장과 검색(검색 트리, 해시 테이블), 집합의 처리, 동적 프로그래밍, 그리디 알고리즘, 그래프 알고리즘,  문자열 매칭, 계산의 한계(NPCompleteness), 상태공간 트리의 탐색 등.",쉽게 배우는 알고리즘,,,"자료구조(Data Structures), C 또는 Java Programming"
37937,2022,서울대학교,공과대학,컴퓨터공학부,알고리즘,전학년,2학기,3,3,0,전필,"문제해결을 위해 생각하는 방법을 배운다. 다양한 주제들을 통하여 귀납적, 재귀적 사고방식을 배우고 이들을 통하여 복잡한 문제를 간명하게 볼 수 있음을 느끼도록 한다. 이 강좌에 포함되는 내용은 다음과 같다. 알고리즘의 효율성 분석 도구 (점근적 복잡도, 점화식), 정렬 및 선택 알고리즘, 자료의 저장과 검색(검색 트리, 해시 테이블), 집합의 처리, 동적 프로그래밍, 그래프 알고리즘,  문자열 매칭, 계산의 한계(NPCompleteness), 상태공간 트리의 탐색 등.",Introduction to Algorithms,,,
37938,2022,서울대학교,공과대학,컴퓨터공학부,인공지능,전학년,1학기,3,3,0,전선,"To study a wide range of artificial intelligence theory, techniques and systems about machines that behave and think like people.To understand concepts, models, and algorithms to develop intelligent agents such as navigation, reasoning, planning, knowledge representation, decision making, learning, visual and language.To learn and practice key technologies of artificial intelligence such as empirical search, Bayesian network, Hidden Markov network, and reinforcement learning.",Artificial Intelligence: A Modern Approach,장교수의 딥러닝,,
37939,2022,서울대학교,공과대학,컴퓨터공학부,인공지능,전학년,2학기,3,3,0,전선,"다양한 인공지능 분야의 문제 정의, 기본 개념, 주요 방법론들을 이해하고 탐구한다.",,Artificial Intelligence: A Modern Approach,,
37940,2022,서울대학교,공과대학,컴퓨터공학부,컴파일러,전학년,1학기,3,3,0,전선,"[영어 강의] This course covers compiler construction, the theory and practice of programming language translation. Topics covered include lexical scanning, parsing, syntactic and semantic analysis, runtime environments, and code generation. Understanding how source code is translated into machine code is not only something every respectable computer scientist should know, but will also allow you to write better programs.During the semester, we build a simple, yet fully functional compiler from scratch. Implementing your compiler will require a significant effort, but is a lot of fun.",,,,"Data structures, Algorithms, Computer architecture, System programming"
37941,2022,서울대학교,공과대학,컴퓨터공학부,IT리더십세미나,전학년,1학기,1,1,0,전선,,,,,
37942,2022,서울대학교,공과대학,컴퓨터공학부,컴퓨터융합응용,전학년,1학기,3,3,0,전선,"This course reviews algorithms and machine learning techniques such string pattern matching algorithms, PCA, decision tree, artificial neural networks, support vector machines, and frequent pattern mining techniques. We will also review computational tools for algorithms and machine learning (mostly with Tensorflow, PyTorch). Then we all (including students) will survey how these techniques are used for practical applications as term projects.",,,,
37943,2022,서울대학교,공과대학,컴퓨터공학부,인공지능 입문,전학년,2학기,3,2,2,교양,"인공지능은 사람처럼 생각하고 사람처럼 행동하는 지능적인 기계를 말한다. 인공지능 기술은 인간의 뇌와 마음의 구조와 작동 원리에 기반하며 인문학, 자연과학, 공학의 학제적인 연구를 필요로 한다. 고전적인 규칙 기반 프로그래밍 방식의 한계를 극복하고, 현대적인 데이터 기반의 딥러닝 방식으로의 전환을 통해서 인공지능은 크게 도약하였다. 앞으로 디지털 데이터 양이 더욱 늘어나고 컴퓨팅 속도가 더욱 빨라지는 4차 산업혁명의 시대에는 인공지능이 전 산업을 혁신하는 핵심 원동력 역할을 할 것으로 기대된다. 이 과목은 인공지능의 원리와 방법 및 활용 분야를 개괄적으로 살펴봄으로써 미래의 창의적 융합인재가 갖추어야 할 소양을 함양하는 것을 목적으로 한다. 인문학, 사회과학, 예술 분야 전공자 뿐만 아니라 자연과학, 의약학, 공학 전공자들에게 인간에 대한 정보과학적인 시각에 대한 이해와, 디지털 시대에 인공지능에 의한 문제해결 능력과 산업 및 사회 변화에 대한 통찰력을 제공하게 될 것이다. 강의 뿐만 아니라 실습을 통해서 학생들이 인공지능 도구를 활용하여 문제를 해결하는 방법을 직접 경험할 기회를 제공한다.",인공지능의 세계,장교수의 딥러닝,,
37944,2022,서울대학교,공과대학,컴퓨터공학부,인터넷 보안과 프라이버시,전학년,2학기,3,3,0,교양,수강생들이 인터넷 기술과 인터넷에서의 보안과 프라이버시 문제들을 파악하고 그에 대한 해결 방안들과 그 원리를 이해하도록 한다.,,알기쉬운정보보호개론,,
37945,2022,서울대학교,공과대학,컴퓨터공학부,창의적통합설계1,전학년,2학기,3,0,6,전선,이 수업에서는 학생들이 2~4명씩 조를 이뤄 기업 제안 과제를 수행하고 있다. 본 과목은  다음과 같이 진행된다.1. 각 회사는 한 학기 동안 약 3명의 그룹이 할 수 있는 프로젝트 목록을 제출한다. 2. 학생들은 그 회사들이 제안한 프로젝트를 수행하기 위해 그룹을 조직한다.3. 학기 중에는 학생과 회사 간의 협력으로 회사나 학교에서 개발이 이루어진다.4. 학기말에는 각 조의 과제 발표와 전반적인 평가가 진행된다.,,,,
37946,2022,서울대학교,공과대학,컴퓨터공학부,창의적통합설계2,전학년,1학기,3,0,6,전선,,,,,
37947,2022,서울대학교,공과대학,컴퓨터공학부,창의적통합설계2,전학년,1학기,3,0,6,전선,"본 강의는 소프트웨어/하드웨어 설계 실습을 위주로 하며 다음과 같이 진행된다. 학기 초에 참여 기업은 3명 내외의 그룹이 12 학기 동안에 할 수 있는 프로젝트를 제안하고, 학생들은 조를 짜서 해당 기업의 프로젝트를 맡아 수행하게 된다. 학기 중 회사와 담당교수의 지도로 학생들은 프로젝트를 진행하며, 학기말에 각 조가 수행한 프로젝트에 대한 발표와 평가로 강의가 마무리된다.",,,,
37948,2022,서울대학교,공과대학,컴퓨터공학부,컴퓨터프로그래밍,전학년,1학기,4,3,2,전필,"본 과목은 Java 와 C++ 기반의 객체지향 프로그래밍을 익히는 것을 목표로 한다. 학생들은 Java 와 C++ 의 기본 문법, API, 사용례를 익히고, 상속, 캡슐화, 다형성등 객체기반 프로그래밍의 핵심 개념을 배운다. 또한 실습을 통해 바르게 동작하고 높은 품질을 갖춘 객체지향 소프트웨어를 작성하는 능력을 키운다.* 하이브리드 포맷으로 진행함(대면+실시간 Zoom)을 원칙으로 하나 코로나19 사정에 따라 탄력적으로 포맷을 변경할 수 있음.",,,,
37949,2022,서울대학교,공과대학,컴퓨터공학부,컴퓨터프로그래밍,전학년,2학기,4,3,2,전필,"본 과목은 Java 와 C++ 기반의 객체지향 프로그래밍을 익히는 것을 목표로 한다. Java 와 C++ 의 기본 문법, API, 사용례를 익히고, 상속, 캡슐화, 다형성등 객체기반 프로그래밍의 핵심 개념을 배운다. 또한 실습을 통해 바르게 동작하고 높은 품질을 갖춘 객체지향 소프트웨어를 작성하는 능력을 키운다.* 강의 및 실습 모두 대면강의 진행 예정입니다.",,,,
37950,2022,서울대학교,공과대학,컴퓨터공학부,논리설계,전학년,1학기,4,3,2,전필,"디지털 논리 회로는 컴퓨터 뿐 아니라 각종 디지털 전자 기기의 하드웨어를 구성하는 기본 요소이며 이 강좌를 통해서 기본 지식을 학습한다. 학생들은 논리회로를 구성하는 기본 소자, 조합회로와 순차회로의 설계 이론을 배운다. 이와 병행하여 학습한 이론을 실험을 통해 확인하여 하드웨어 설계의 기초를 공고히 한다.",,,,
37951,2022,서울대학교,공과대학,컴퓨터공학부,논리설계,전학년,2학기,4,3,2,전필,"디지털 논리 회로는 컴퓨터 뿐 아니라 각종 디지털 전자 기기의 하드웨어를 구성하는 기본 요소이며 이 강좌를 통해서 기본 지식을 학습한다. 학생들은 논리회로를 구성하는 기본 소자, 조합회로와 순차회로의 설계 이론을 배운다. 이와 병행하여 학습한 이론을 실험을 통해 확인하여 하드웨어 설계의 기초를 공고히 한다.",Contemporary Logic Design,,,프로그래밍경험이 요구됨
37952,2022,서울대학교,공과대학,컴퓨터공학부,논리설계,전학년,1학기,4,3,2,전필,"디지털 논리 회로는 컴퓨터 뿐 아니라 각종 디지털 전자 기기의 하드웨어를 구성하는 기본 요소이며 이 강좌를 통해서 기본 지식을 학습한다. 학생들은 논리회로를 구성하는 기본 소자, 조합회로와 순차회로의 설계 이론을 배운다. 이와 병행하여 학습한 이론을 실험을 통해 확인하여 하드웨어 설계의 기초를 공고히 한다.",,,,
37953,2022,서울대학교,공과대학,컴퓨터공학부,논리설계,전학년,1학기,4,3,2,전필,"디지털 논리 회로는 컴퓨터 뿐 아니라 각종 디지털 전자 기기의 하드웨어를 구성하는 기본 요소이며 이 강좌를 통해서 기본 지식을 학습한다. 학생들은 논리회로를 구성하는 기본 소자, 조합회로와 순차회로의 설계 이론을 배운다. 이와 병행하여 학습한 이론을 실험을 통해 확인하여 하드웨어 설계의 기초를 공고히 한다.",,,,
37954,2022,서울대학교,공과대학,컴퓨터공학부,시스템프로그래밍,전학년,1학기,4,3,2,전필,"컴퓨터 시스템은 하드웨어, 시스템 소프트웨어, 응용(혹은 사용자) 소프트웨어로 구성된다. 시스템 소프트웨어는 프로그램을 기계가 이해할 수 있는 언어로 환원하고, 또 이것을 하드웨어상에서 다른 프로그램과 협조하여 효율적으로 실행될 수 있도록 함. 따라서 이 과목에서는 운영체제 등의 시스템 소프트웨어, 입출력 기법, 인터넷/웹 프로그래밍 등에 대하여 학습함. 프로그램 작성연습에 많은 시간이 요구됨.",,,,컴퓨터구조
37955,2022,서울대학교,공과대학,컴퓨터공학부,시스템프로그래밍,전학년,2학기,4,3,2,전필,"[영어강의] 이 과목에서는 운영 체제와 시스템 프로그래밍을 학습한다. 운영 체제의 중요 개념인 프로세스 관리, 메모리 관리, 파일 시스템과 입출력, 네트워크 프로그래밍, 병렬 프로그래밍 및 동기화 관련 내용들을 배운다. 수강생은 각각의 주제에 대해 이론적인 개념을 적용하는 프로젝트를 수행하여 시스템 프로그래밍을 실제적으로 수행할 수 있는 경험을 쌓는다.",,,,4190.308 Computer Architecture / 컴퓨터구조
37956,2022,서울대학교,공과대학,컴퓨터공학부,자료구조,전학년,1학기,3,3,0,전필,"컴퓨터로 문제해결을 하는 과정에서 필요하게 되는 개념이나 대상물의 표현을 위한 자료구조와 문제해결을 위한 체계적 사고 방법을 배운다. 큐, 스택, 검색 트리, 해시 테이블 등의 자료구조와 그래프를 이용한 문제 해결 방법 등이 중요한 주제들이다.",쉽게 배우는 자료구조 with 자바,,,
37957,2022,서울대학교,공과대학,컴퓨터공학부,자료구조,전학년,2학기,3,3,0,전필,,,,,
37958,2022,서울대학교,공과대학,컴퓨터공학부,컴퓨터비전,전학년,2학기,3,3,0,전선,"오늘날 많은 정보는 시각적으로 표현되며 디지털로 처리된다. 사진, 영화, 텔레비전, 의료 영상, 인쇄, 로봇 인지, 보안 등 무수히 많은 응용 분야에서 디지털 이미지와 비디오를 활용하고 있다. 본 과목은 인공지능 및 컴퓨터 비전에 관심이 있는 학부 4학년생을 대상으로 하며, 디지털 영상 처리와 컴퓨터 비전에 관련한 기초적인 개념과 방법론을 배운다. 아울러 프로그래밍으로 구성된 과제들과 학기 프로젝트를 통해 실제 영상을 다루는 경험을 쌓는데 주안점을 둔다.",,Computer Vision: Algorithms and Applications,,없음
37959,2022,서울대학교,공과대학,컴퓨터공학부,컴퓨터 신기술 특강,전학년,1학기,3,3,0,전선,,,,,
37960,2022,서울대학교,공과대학,컴퓨터공학부,컴퓨터 신기술 특강,전학년,2학기,3,3,0,전선,최신 데이터베이스의 이해,,,,
37961,2022,서울대학교,공과대학,컴퓨터공학부,데이터마이닝 개론,전학년,1학기,3,3,0,전선,첨부화일 참고,,,,
37962,2022,서울대학교,공과대학,컴퓨터공학부,데이터마이닝 개론,전학년,2학기,3,3,0,전선,"데이터 마이닝은 대용량 데이터에서 유용한 패턴을 찾기 위한 이론과 기법을 의미한다. 데이터 마이닝은 웹 검색, 추천 시스템, 사기 탐지, 사이버 보안 등 중요한 응용에 활용되고 있다. 본 과목에서는 데이터 마이닝을 위한 중요 알고리즘과 이론을 설명한다. 주요 학습 주제로 유사 개체 검색, 빈발 패턴 검색, 링크 분석, 링크 예측, 추천 시스템, 데이터 스트림 마이닝, 클러스터링, 그래프 마이닝, 시계열 예측, 이상 탐지 등을 다룬다.",,,,"Algorithm, Basic Probability, Programming"
37963,2022,서울대학교,공과대학,컴퓨터공학부,데이터베이스,전학년,2학기,3,3,0,전선,,,,,
37964,2022,서울대학교,공과대학,컴퓨터공학부,데이터통신,전학년,1학기,3,3,0,전선,The aim of this course is to provide a unified overview in data and computer communications.The lecture series emphasize basic principles and topics  of data communications (Layers 1 ~ 3).,"Data and Computer Communications, 10th Ed.","Computer Networking:  A Top Down Approach, 7th Edition",,
37965,2022,서울대학교,공과대학,컴퓨터공학부,인터넷 보안,전학년,2학기,3,3,0,전선,"인터넷 보안 시스템을 근본적으로 이해하기 위해서는 암호기술 및 그 수학적 원리를 알아야 가능하다.  본 강의에서는 먼저 암호 기술들을 이해하기 위해 필요한 정수론, 이산 로그, 소인수분해, 해시 함수 등을 설명한다. 그 뒤에는 대칭키 암호기법, 공개키 암호기법, 디지털 서명, 키 관리 등 기본 보안 기술을 다루고, 마지막으로 그 뒤에 공개키기반구조(PKI), 비트코인, TLS, 웹 보안, Tor 등 응용 보안 기술을 다룬다.",,,,
37966,2022,서울대학교,공과대학,컴퓨터공학부,소프트웨어 개발의 원리와 실습,전학년,1학기,4,3,2,전선,"중대형 소프트웨어를 설계하고 구현하는데 필요한 실용적인 소프트웨어 개발 원리를 배우고 이 원리를 조별 프로젝트를 통해 실제로 중대형 소프트웨어를 개발하는데 적용한다. 이 경험을 바탕으로 올바르고 성능 좋은 소프트웨어를 개발할 수 있는 사고력, 자신감, 능력을 갖추도록 한다.",,,,
37967,2022,서울대학교,공과대학,컴퓨터공학부,소프트웨어 개발의 원리와 실습,전학년,2학기,4,3,2,전선,"이 과목은 중대형 소프트웨어를 설계하고 구현하는데 필요한 실용적인 소프트웨어 개발 원리를 배운다. 배운 원리를 한 학기동안 진행하는 조별 프로젝트를 통해 실제로 중대형 소프트웨어를 개발하는데 적용한다. 각 조는 새로운 머신러닝 기반 웹 서비스를 제안하고, 제안한 서비스를 개발하고 클라우드에서 운영하는 경험을 한다. 이 경험을 바탕으로 올바르고 성능 좋은 소프트웨어를 개발할 수 있는 사고력, 자신감, 능력을 갖추도록 한다.",,,,자료구조
37968,2022,서울대학교,공과대학,컴퓨터공학부,양자 컴퓨팅 및 정보의 기초,전학년,1학기,3,3,0,전선,"양자 컴퓨터는 기존 정보처리장치에서 비효율적인 연산을 양자시스템의 고유한 성질을 활용하여 효율적으로 해결하는 장치이다. 이 강의는 양자 컴퓨터의 작동원리를 이해하는데 필요한 간단한 계산 이론에 대한 소개와 선형대수 기반의 수학적으로 추상화된 양자역학의 기초를 소개한 후, 이를 바탕으로 양자 회로를 구성하는데 필요한 양자 게이트들과 이들을 활용한 양자 알고리즘을 살펴보는 것을 내용으로 한다. 또한, 대표적인 양자암호 프로토콜들에 대해 살펴보고 양자 오류정정 부호 등 양자 정보의 전반적인 기초 지식과 최근 연구 동향에 대해서도 소개한다.<p style=""color:red;"">* 본과목은 한학기 이상의 선형대수를 선수과목으로 요구하므로, 강의 초반에 2시간 정도 선형대수에 대한 리뷰를 한 후 4/5(화) 수업 시간 시작할 때 선형대수에 대한 간단한 quiz를 볼 예정이니 참고하기 바랍니다. quiz에서 다룰 선형대수 내용이 궁금한 학생들은 2020년도 Lecture 1~5에 해당하니 SNUON에 있는 강의를 참고하거나, 본 과목의 ETL이 열리면 2020년도 Lecture 1~5 강의 녹화본을 올려놓을 예정이니 이 내용들을 참고하기 바랍니다. 특히 이전에 선형대수를 수강하지 않은 학생 중 본 강의를 수강하고자 하는 학생들은 반드시 SNUON에 있는 이 강의 녹화본을 확인한 후 본인 수준에 맞는 강의인지 스스로 판단한 후 수강신청하기를 권합니다. </p><p style=""color:red;"">또한 이번 학기의 중간고사와 기말고사 일정을 고정하여 아래에 게시해놨으니,  만약 다른 과목과의 일정이 겹치는 경우에는 내년 수업이나 SNUON강의를 활용하기 바랍니다.</p><p style=""color:red;"">(청강은 수업의 행정 처리 등 다양한 이슈들 때문에 받지 않을 예정이니, 청강을 희망하는 학생들은 2020년 1학기 한국어 수업 전체가 올려져 있는 SNUON 강의를 활용하시기 바랍니다.)</p>",,,,Linear algebra or equivalent. Also this class requires basic understanding of Boolean logic (선형대수 또는 이에 해당하는 과목 . 또한 기초적인 Boolean logic에 대한 이해를 전제로 함)
37969,2022,서울대학교,공과대학,컴퓨터공학부,컴퓨터교육의 실무응용,전학년,1학기,3,1,4,전선,"컴퓨터공학부의 교육을 받고 사회로 진출하는 졸업생들은 다른 사람들과 컴퓨터 관련 지식과 경험을 공유하게 된다. 이 교과목의 목표는 수강생들이 컴퓨터공학 교육의 다양한 교수법을 익히고 이를 교육현장에서 활용할 수 있는 능력을 기른다. 이를 위해서 본 교과목에서는 학생들은 먼저 강의전달 기법, 학습과정의 이해, 학생 중심의 강의법, 학생과의 상호작용, 이러닝 등의 교수법을 배운다. 그 후에 이러한 교수법들이 학교 내에서 진행되는 컴퓨터공학부 강좌의 강의, 숙제, 실험 들을 통해 수업 현장에서 어떻게 이루어지는지를 체험하고, 수강생들이 수업 이해도를 개선할 수 있도록 학습 지도를 수행한다.",,,,
37970,2022,서울대학교,공과대학,컴퓨터공학부,컴퓨터교육의 실무응용,전학년,2학기,3,1,4,전선,"컴퓨터공학부의 교육을 받고 사회로 진출하는 졸업생들은 다른 사람들과 컴퓨터 관련 지식과 경험을 공유하게 된다. 이 교과목의 목표는 수강생들이 컴퓨터공학 교육의 다양한 교수법을 익히고 이를 교육현장에서 활용할 수 있는 능력을 기른다. 이를 위해서 본 교과목에서는 학생들은 먼저 강의전달 기법, 학습과정의 이해, 학생 중심의 강의법, 학생과의 상호작용, 이러닝 등의 교수법을 배운다. 그 후에 이러한 교수법들이 학교 내에서 진행되는 컴퓨터공학부 강좌의 강의, 숙제, 실험 들을 통해 수업 현장에서 어떻게 이루어지는지를 체험하고, 수강생들이 수업 이해도를 개선할 수 있도록 학습 지도를 수행한다.",,,,
37971,2022,서울대학교,공과대학,컴퓨터공학부,자연언어처리 개론,전학년,2학기,3,3,0,전선,"This class is an introductory undergraduate course on natural language processing, for students who are familiar with machine learning and neural models. We will discuss fundamental concepts in information retrieval, text processing, and natural language understanding. Students will be exposed to new ideas from research and discuss how they complement with classsical concepts discussed in the lecture.",,,,
