resource_row_index,source_type,external_id,title,title_clean,keyword_order,keyword,keyword_match
76,KOCW,879dd5084b1992eb,소프트웨어 산업의 이해,소프트웨어 산업의 이해,3,인공지능,인공지능
76,KOCW,879dd5084b1992eb,소프트웨어 산업의 이해,소프트웨어 산업의 이해,4,빅데이터,빅데이터
76,KOCW,879dd5084b1992eb,소프트웨어 산업의 이해,소프트웨어 산업의 이해,5,로봇,로봇
76,KOCW,879dd5084b1992eb,소프트웨어 산업의 이해,소프트웨어 산업의 이해,6,IoT,iot
76,KOCW,879dd5084b1992eb,소프트웨어 산업의 이해,소프트웨어 산업의 이해,7,클라우드 컴퓨팅,클라우드 컴퓨팅
76,KOCW,879dd5084b1992eb,소프트웨어 산업의 이해,소프트웨어 산업의 이해,8,스마트팩토리,스마트팩토리
76,KOCW,879dd5084b1992eb,소프트웨어 산업의 이해,소프트웨어 산업의 이해,9,기술혁신,기술혁신
76,KOCW,879dd5084b1992eb,소프트웨어 산업의 이해,소프트웨어 산업의 이해,10,파괴적 혁신,파괴적 혁신
81,KOCW,da6602c011280fea,자연어처리,자연어처리,1,자연어처리,자연어처리
81,KOCW,da6602c011280fea,자연어처리,자연어처리,2,트랜스포머,트랜스포머
81,KOCW,da6602c011280fea,자연어처리,자연어처리,3,언어모델,언어모델
82,KOCW,8e1152a5ec9cbb20,챗GPT와 미래 일자리,챗GPT와 미래 일자리,1,인공지능,인공지능
82,KOCW,8e1152a5ec9cbb20,챗GPT와 미래 일자리,챗GPT와 미래 일자리,2,AI,ai
83,KOCW,b378166c66b80cfc,챗GPT 어디까지 써봤어,챗GPT 어디까지 써봤어,1,인공지능,인공지능
83,KOCW,b378166c66b80cfc,챗GPT 어디까지 써봤어,챗GPT 어디까지 써봤어,2,AI,ai
84,KOCW,e82819c8467e6919,데이터 시각화,데이터 시각화,1,데이터,데이터
85,KOCW,cbb458dca4fd2ddd,데이터과학,데이터과학,1,데이터과학,데이터과학
85,KOCW,cbb458dca4fd2ddd,데이터과학,데이터과학,2,빅데이터,빅데이터
85,KOCW,cbb458dca4fd2ddd,데이터과학,데이터과학,3,인공지능,인공지능
85,KOCW,cbb458dca4fd2ddd,데이터과학,데이터과학,4,군집화,군집화
85,KOCW,cbb458dca4fd2ddd,데이터과학,데이터과학,5,회귀,회귀
85,KOCW,cbb458dca4fd2ddd,데이터과학,데이터과학,6,의사결정나무,의사결정나무
85,KOCW,cbb458dca4fd2ddd,데이터과학,데이터과학,7,공공데이터,공공데이터
86,KOCW,2c2d3367abb75150,생체신호및시스템,생체신호및시스템,1,생체신호,생체신호
86,KOCW,2c2d3367abb75150,생체신호및시스템,생체신호및시스템,2,시스템,시스템
86,KOCW,2c2d3367abb75150,생체신호및시스템,생체신호및시스템,3,주파수 분석,주파수 분석
87,KOCW,f71cea0ba05e8919,증강 현실,증강 현실,1,증강 현실,증강 현실
90,KOCW,e2d083f56a5d3688,Swift 프로그래밍,Swift 프로그래밍,1,Swift 언어,swift 언어
90,KOCW,e2d083f56a5d3688,Swift 프로그래밍,Swift 프로그래밍,2,문법,문법
90,KOCW,e2d083f56a5d3688,Swift 프로그래밍,Swift 프로그래밍,3,객체지향프로그래밍,객체지향프로그래밍
90,KOCW,e2d083f56a5d3688,Swift 프로그래밍,Swift 프로그래밍,4,iOS,ios
91,KOCW,552cd7b5454ec100,데이터베이스,데이터베이스,1,데이터공유,데이터공유
91,KOCW,552cd7b5454ec100,데이터베이스,데이터베이스,2,데이터 독립,데이터 독립
91,KOCW,552cd7b5454ec100,데이터베이스,데이터베이스,3,데이터 추상화,데이터 추상화
91,KOCW,552cd7b5454ec100,데이터베이스,데이터베이스,4,개체관계도,개체관계도
91,KOCW,552cd7b5454ec100,데이터베이스,데이터베이스,5,관계데이터모델,관계데이터모델
91,KOCW,552cd7b5454ec100,데이터베이스,데이터베이스,6,관계대수,관계대수
91,KOCW,552cd7b5454ec100,데이터베이스,데이터베이스,7,SQL,sql
91,KOCW,552cd7b5454ec100,데이터베이스,데이터베이스,8,복구,복구
91,KOCW,552cd7b5454ec100,데이터베이스,데이터베이스,9,트랜잭션의 원자성,트랜잭션의 원자성
91,KOCW,552cd7b5454ec100,데이터베이스,데이터베이스,10,동시 제어,동시 제어
91,KOCW,552cd7b5454ec100,데이터베이스,데이터베이스,11,빅데이터,빅데이터
