source_dataset,source_lookup_key,source_title,candidate_name,suggested_parent_slug,topic_slug,topic_name,relevance_score,exclusion_reason
course,17903,컴퓨터프로그래밍기초실습PBL,,,programming-basic-syntax,프로그래밍 기초 문법,0.75,existing_topic_not_auto_link_candidate
course,17909,자료구조및알고리즘PBL,,,c-language,C언어,0.50,existing_topic_not_auto_link_candidate
course,17909,자료구조및알고리즘PBL,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,17937,자동제어,변수,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,17937,자동제어,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,17947,기계학습,,,python,Python,0.83,existing_topic_not_auto_link_candidate
course,17947,기계학습,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,17947,기계학습,,,data-preprocessing,데이터 전처리,0.70,existing_topic_not_auto_link_candidate
course,17948,데이터베이스,,,database,데이터베이스,0.95,existing_topic_not_auto_link_candidate
course,17948,데이터베이스,,,server-basics,서버 기초,0.70,existing_topic_not_auto_link_candidate
course,17959,수치해석,,,python,Python,0.83,existing_topic_not_auto_link_candidate
course,17959,수치해석,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,17979,항공기설계,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,17988,항공우주및소프트웨어공학개론,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,17994,컴퓨터구조,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,18003,임베디드하드웨어,,,computer-architecture,컴퓨터구조,0.68,course_prerequisite_relation_excluded
course,18003,임베디드하드웨어,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,18014,객체지향프로그래밍,,,java,Java,0.83,existing_topic_not_auto_link_candidate
course,18014,객체지향프로그래밍,인덱스,database-design,,,0.80,review_candidate_not_approved
course,18014,객체지향프로그래밍,,,programming-basic-syntax,프로그래밍 기초 문법,0.75,existing_topic_not_auto_link_candidate
course,18014,객체지향프로그래밍,,,programming,프로그래밍,1.00,course_prerequisite_relation_excluded
course,18015,객체지향프로그래밍,,,java,Java,0.83,existing_topic_not_auto_link_candidate
course,18015,객체지향프로그래밍,인덱스,database-design,,,0.80,review_candidate_not_approved
course,18015,객체지향프로그래밍,,,programming,프로그래밍,1.00,course_prerequisite_relation_excluded
course,18018,객체지향프로그래밍실습,,,java,Java,0.83,existing_topic_not_auto_link_candidate
course,18018,객체지향프로그래밍실습,인덱스,database-design,,,0.80,review_candidate_not_approved
course,18018,객체지향프로그래밍실습,,,programming-basic-syntax,프로그래밍 기초 문법,0.75,existing_topic_not_auto_link_candidate
course,18018,객체지향프로그래밍실습,,,programming,프로그래밍,1.00,course_prerequisite_relation_excluded
course,18023,공학수학2,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,18026,창의적기초공학설계,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,18027,창의적기초공학설계,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,18927,식품경제데이터분석기초,,,data-analysis,데이터 분석,0.50,existing_topic_not_auto_link_candidate
course,1913,정치와데이터분석,변수,programming-basic-syntax,,,0.65,review_candidate_not_approved
course,20803,인공지능과윤리교육,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
course,20803,인공지능과윤리교육,,,authentication-authorization,인증과 인가,0.45,existing_topic_not_auto_link_candidate
course,22110,심리데이터분석,,,data-analysis,데이터 분석,0.80,existing_topic_not_auto_link_candidate
course,22110,심리데이터분석,,,regression-analysis,회귀분석,0.80,existing_topic_not_auto_link_candidate
course,23143,공학입문설계(어드벤처디자인),,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,23147,에너지데이터분석,,,python,Python,0.83,existing_topic_not_auto_link_candidate
course,23147,에너지데이터분석,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,23147,에너지데이터분석,,,programming-basic-syntax,프로그래밍 기초 문법,0.75,existing_topic_not_auto_link_candidate
course,2604,인문학데이터마이닝,,,data-visualization,데이터 시각화,0.70,existing_topic_not_auto_link_candidate
course,2604,인문학데이터마이닝,,,data-analysis,데이터 분석,0.50,existing_topic_not_auto_link_candidate
course,2604,인문학데이터마이닝,,,programming,프로그래밍,0.83,course_prerequisite_relation_excluded
course,2604,인문학데이터마이닝,,,python,Python,0.65,course_prerequisite_relation_excluded
course,26597,빅데이터정보처리,,,deep-learning,딥러닝,0.83,existing_topic_not_auto_link_candidate
course,26597,빅데이터정보처리,,,machine-learning,머신러닝,0.80,existing_topic_not_auto_link_candidate
course,26597,빅데이터정보처리,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
course,26597,빅데이터정보처리,,,authentication-authorization,인증과 인가,0.70,existing_topic_not_auto_link_candidate
course,26598,빅데이터입문,,,data-analysis,데이터 분석,0.80,existing_topic_not_auto_link_candidate
course,26598,빅데이터입문,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,26614,빅데이터분석,,,linux,Linux,0.73,existing_topic_not_auto_link_candidate
course,26619,기계학습,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,26619,기계학습,,,python,Python,0.78,existing_topic_not_auto_link_candidate
course,26638,통계데이터베이스,,,database,데이터베이스,1.00,existing_topic_not_auto_link_candidate
course,26638,통계데이터베이스,,,probability-statistics,확률과 통계,0.70,existing_topic_not_auto_link_candidate
course,26640,데이터마이닝,,,linear-algebra,선형대수,0.80,existing_topic_not_auto_link_candidate
course,26640,데이터마이닝,,,statistical-analysis,통계 분석,0.75,existing_topic_not_auto_link_candidate
course,26640,데이터마이닝,,,probability-statistics,확률과 통계,0.70,existing_topic_not_auto_link_candidate
course,27267,웹프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,27267,웹프로그래밍,,,javascript,JavaScript,0.78,existing_topic_not_auto_link_candidate
course,27267,웹프로그래밍,,,programming-basic-syntax,프로그래밍 기초 문법,0.78,existing_topic_not_auto_link_candidate
course,27267,웹프로그래밍,,,java,Java,0.70,existing_topic_not_auto_link_candidate
course,27269,웹프로그래밍실습,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,27269,웹프로그래밍실습,,,javascript,JavaScript,0.78,existing_topic_not_auto_link_candidate
course,27269,웹프로그래밍실습,,,programming-basic-syntax,프로그래밍 기초 문법,0.78,existing_topic_not_auto_link_candidate
course,27269,웹프로그래밍실습,,,java,Java,0.70,existing_topic_not_auto_link_candidate
course,27270,웹프로그래밍실습,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,27270,웹프로그래밍실습,,,javascript,JavaScript,0.78,existing_topic_not_auto_link_candidate
course,27270,웹프로그래밍실습,,,programming-basic-syntax,프로그래밍 기초 문법,0.78,existing_topic_not_auto_link_candidate
course,27270,웹프로그래밍실습,,,java,Java,0.70,existing_topic_not_auto_link_candidate
course,27271,인공지능,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
course,27271,인공지능,,,deep-learning,딥러닝,0.80,existing_topic_not_auto_link_candidate
course,27271,인공지능,,,testing,테스트,0.80,existing_topic_not_auto_link_candidate
course,27271,인공지능,,,machine-learning,머신러닝,0.75,existing_topic_not_auto_link_candidate
course,27281,데이터베이스,,,database,데이터베이스,1.00,existing_topic_not_auto_link_candidate
course,27281,데이터베이스,,,database-design,데이터베이스 설계,0.80,existing_topic_not_auto_link_candidate
course,27281,데이터베이스,,,sql,SQL,0.80,existing_topic_not_auto_link_candidate
course,27283,데이터베이스실습,,,database,데이터베이스,1.00,existing_topic_not_auto_link_candidate
course,27283,데이터베이스실습,,,database-design,데이터베이스 설계,0.80,existing_topic_not_auto_link_candidate
course,27283,데이터베이스실습,,,sql,SQL,0.80,existing_topic_not_auto_link_candidate
course,27285,컴퓨터네트워크,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,27296,빅데이터,,,python,Python,0.83,existing_topic_not_auto_link_candidate
course,27296,빅데이터,,,data-analysis,데이터 분석,0.80,existing_topic_not_auto_link_candidate
course,27296,빅데이터,,,machine-learning,머신러닝,0.78,existing_topic_not_auto_link_candidate
course,27304,영상처리,,,data-preprocessing,데이터 전처리,0.70,existing_topic_not_auto_link_candidate
course,27304,영상처리,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,27304,영상처리,,,oop,객체지향 프로그래밍,0.65,course_prerequisite_relation_excluded
course,27313,소프트웨어설계PBL,,,documentation,문서화,0.78,existing_topic_not_auto_link_candidate
course,27317,C프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,27317,C프로그래밍,,,c-language,C언어,0.83,existing_topic_not_auto_link_candidate
course,27317,C프로그래밍,입출력,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,27317,C프로그래밍,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,27319,C프로그래밍실습,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,27319,C프로그래밍실습,,,c-language,C언어,0.83,existing_topic_not_auto_link_candidate
course,27319,C프로그래밍실습,입출력,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,27319,C프로그래밍실습,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,27323,객체지향프로그래밍,,,operating-systems,운영체제,0.80,existing_topic_not_auto_link_candidate
course,27323,객체지향프로그래밍,,,programming,프로그래밍,1.00,course_prerequisite_relation_excluded
course,27323,객체지향프로그래밍,,,oop,객체지향 프로그래밍,0.93,course_prerequisite_relation_excluded
course,27323,객체지향프로그래밍,,,c-language,C언어,0.68,course_prerequisite_relation_excluded
course,27326,컴퓨터구조,입출력,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,27330,Java프로그래밍,,,oop,객체지향 프로그래밍,0.75,existing_topic_not_auto_link_candidate
course,27330,Java프로그래밍,,,programming,프로그래밍,1.00,course_prerequisite_relation_excluded
course,27331,Java프로그래밍실습,,,programming,프로그래밍,1.00,course_prerequisite_relation_excluded
course,27333,자료구조,,,c-language,C언어,0.50,existing_topic_not_auto_link_candidate
course,27333,자료구조,,,python,Python,0.45,existing_topic_not_auto_link_candidate
course,27336,프로그래밍언어론,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,27336,프로그래밍언어론,,,oop,객체지향 프로그래밍,0.75,existing_topic_not_auto_link_candidate
course,27336,프로그래밍언어론,,,java,Java,0.68,course_prerequisite_relation_excluded
course,27336,프로그래밍언어론,,,python,Python,0.68,course_prerequisite_relation_excluded
course,27337,운영체제,,,computer-architecture,컴퓨터구조,0.68,course_prerequisite_relation_excluded
course,27337,운영체제,,,data-structures,자료구조,0.68,course_prerequisite_relation_excluded
course,27603,C언어실습,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,27611,웹프로그래밍실습,,,programming,프로그래밍,0.98,existing_topic_not_auto_link_candidate
course,27611,웹프로그래밍실습,,,javascript,JavaScript,0.78,existing_topic_not_auto_link_candidate
course,27611,웹프로그래밍실습,,,java,Java,0.73,existing_topic_not_auto_link_candidate
course,27611,웹프로그래밍실습,,,server-basics,서버 기초,0.70,existing_topic_not_auto_link_candidate
course,27615,확률과통계,,,probability-statistics,확률과 통계,0.83,existing_topic_not_auto_link_candidate
course,27615,확률과통계,변수,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,27885,인공지능을위한선형대수학,,,artificial-intelligence,인공지능,0.95,existing_topic_not_auto_link_candidate
course,27889,인공지능기초및활용,,,artificial-intelligence,인공지능,0.95,existing_topic_not_auto_link_candidate
course,28545,프로그래밍기초,,,programming,프로그래밍,0.95,existing_topic_not_auto_link_candidate
course,28546,회로이론,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,28546,회로이론,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
course,28546,회로이론,,,calculus,미적분,0.80,existing_topic_not_auto_link_candidate
course,28546,회로이론,,,linear-algebra,선형대수,0.80,existing_topic_not_auto_link_candidate
course,28548,이산수학,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,28555,공학수학,변수,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,28555,공학수학,,,linear-algebra,선형대수,0.80,existing_topic_not_auto_link_candidate
course,28556,정보보안,,,networks,네트워크,0.80,existing_topic_not_auto_link_candidate
course,28556,정보보안,,,authentication-authorization,인증과 인가,0.70,existing_topic_not_auto_link_candidate
course,28557,프로그래밍응용,,,programming,프로그래밍,0.95,existing_topic_not_auto_link_candidate
course,28557,프로그래밍응용,,,c-language,C언어,0.50,existing_topic_not_auto_link_candidate
course,28558,파이썬프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,28560,자료구조,,,algorithms,알고리즘,0.83,existing_topic_not_auto_link_candidate
course,28560,자료구조,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,28560,자료구조,,,python,Python,0.73,existing_topic_not_auto_link_candidate
course,28562,확률및랜덤변수,변수,programming-basic-syntax,,,0.93,review_candidate_not_approved
course,28566,인공지능개론,,,artificial-intelligence,인공지능,0.98,existing_topic_not_auto_link_candidate
course,28566,인공지능개론,,,python,Python,0.45,existing_topic_not_auto_link_candidate
course,28568,정보보안실습,,,networks,네트워크,0.83,existing_topic_not_auto_link_candidate
course,28568,정보보안실습,인터넷,networks,,,0.80,review_candidate_not_approved
course,28568,정보보안실습,,,database,데이터베이스,0.80,existing_topic_not_auto_link_candidate
course,28568,정보보안실습,,,operating-systems,운영체제,0.80,existing_topic_not_auto_link_candidate
course,28568,정보보안실습,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,28569,객체지향프로그래밍,,,programming,프로그래밍,0.95,existing_topic_not_auto_link_candidate
course,28571,컴퓨터네트워크,인터넷,networks,,,0.80,review_candidate_not_approved
course,28576,머신러닝,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,28576,머신러닝,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
course,28576,머신러닝,,,data-analysis,데이터 분석,0.80,existing_topic_not_auto_link_candidate
course,28576,머신러닝,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,28576,머신러닝,,,programming-basic-syntax,프로그래밍 기초 문법,0.75,existing_topic_not_auto_link_candidate
course,28591,모바일프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,28591,모바일프로그래밍,,,java,Java,0.83,existing_topic_not_auto_link_candidate
course,28591,모바일프로그래밍,,,oop,객체지향 프로그래밍,0.75,existing_topic_not_auto_link_candidate
course,28591,모바일프로그래밍,,,data-visualization,데이터 시각화,0.70,existing_topic_not_auto_link_candidate
course,28598,임베디드시스템프로그래밍,,,programming,프로그래밍,0.95,existing_topic_not_auto_link_candidate
course,28598,임베디드시스템프로그래밍,,,python,Python,0.80,existing_topic_not_auto_link_candidate
course,28601,디지털시스템설계,,,linear-algebra,선형대수,0.80,existing_topic_not_auto_link_candidate
course,28601,디지털시스템설계,,,optimization,최적화,0.80,existing_topic_not_auto_link_candidate
course,28601,디지털시스템설계,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,28610,영상처리및패턴인식,,,python,Python,0.70,existing_topic_not_auto_link_candidate
course,28614,고급인공지능창의융합PBL,,,artificial-intelligence,인공지능,0.95,existing_topic_not_auto_link_candidate
course,28614,고급인공지능창의융합PBL,,,requirements-analysis,요구사항 분석,0.75,existing_topic_not_auto_link_candidate
course,28803,인공지능개론,,,artificial-intelligence,인공지능,0.95,existing_topic_not_auto_link_candidate
course,28803,인공지능개론,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,28803,인공지능개론,,,deep-learning,딥러닝,0.80,existing_topic_not_auto_link_candidate
course,28803,인공지능개론,,,machine-learning,머신러닝,0.75,existing_topic_not_auto_link_candidate
course,28877,웹크롤러개발,,,data-collection,데이터 수집,0.80,existing_topic_not_auto_link_candidate
course,28877,웹크롤러개발,,,java,Java,0.80,existing_topic_not_auto_link_candidate
course,28877,웹크롤러개발,,,data-visualization,데이터 시각화,0.70,existing_topic_not_auto_link_candidate
course,28879,자료구조,,,python,Python,0.45,existing_topic_not_auto_link_candidate
course,28882,데이터베이스,,,database,데이터베이스,0.98,existing_topic_not_auto_link_candidate
course,28882,데이터베이스,,,statistical-analysis,통계 분석,0.50,existing_topic_not_auto_link_candidate
course,28884,딥러닝,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
course,28884,딥러닝,,,machine-learning,머신러닝,0.75,existing_topic_not_auto_link_candidate
course,28885,빅데이터개론,,,data-analysis,데이터 분석,0.83,existing_topic_not_auto_link_candidate
course,28885,빅데이터개론,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,28885,빅데이터개론,,,python,Python,0.73,existing_topic_not_auto_link_candidate
course,28885,빅데이터개론,,,data-visualization,데이터 시각화,0.70,existing_topic_not_auto_link_candidate
course,28888,프로그래밍기초,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,28888,프로그래밍기초,,,python,Python,0.73,existing_topic_not_auto_link_candidate
course,28891,기초통계학,,,python,Python,0.70,existing_topic_not_auto_link_candidate
course,28893,데이터마이닝,,,data-analysis,데이터 분석,0.80,existing_topic_not_auto_link_candidate
course,28893,데이터마이닝,,,deployment,배포,0.50,existing_topic_not_auto_link_candidate
course,28962,빅데이터와인공지능,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
course,28962,빅데이터와인공지능,,,data-analysis,데이터 분석,0.83,existing_topic_not_auto_link_candidate
course,28962,빅데이터와인공지능,,,machine-learning,머신러닝,0.83,existing_topic_not_auto_link_candidate
course,28962,빅데이터와인공지능,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,28962,빅데이터와인공지능,,,deep-learning,딥러닝,0.80,existing_topic_not_auto_link_candidate
course,28962,빅데이터와인공지능,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,28962,빅데이터와인공지능,,,python,Python,0.73,existing_topic_not_auto_link_candidate
course,28962,빅데이터와인공지능,,,data-visualization,데이터 시각화,0.70,existing_topic_not_auto_link_candidate
course,29025,운영체제이해,입출력,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,29036,컴퓨터비전,,,machine-learning,머신러닝,0.50,existing_topic_not_auto_link_candidate
course,29077,로봇AI프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,29084,로봇비전시스템설계및응용,,,c-language,C언어,0.80,existing_topic_not_auto_link_candidate
course,29098,지식재산빅데이터,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,29098,지식재산빅데이터,,,python,Python,0.70,existing_topic_not_auto_link_candidate
course,29288,디지털전환시대의AI병법,,,artificial-intelligence,인공지능,0.83,existing_topic_not_auto_link_candidate
course,29288,디지털전환시대의AI병법,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,29320,재미있게이해하는인공지능(AI)시대의주요이슈,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
course,29320,재미있게이해하는인공지능(AI)시대의주요이슈,,,data-analysis,데이터 분석,0.80,existing_topic_not_auto_link_candidate
course,29508,빅데이터공학,입출력,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,29508,빅데이터공학,,,networks,네트워크,0.80,existing_topic_not_auto_link_candidate
course,29508,빅데이터공학,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,29508,빅데이터공학,,,artificial-intelligence,인공지능,0.50,existing_topic_not_auto_link_candidate
course,29508,빅데이터공학,,,machine-learning,머신러닝,0.50,existing_topic_not_auto_link_candidate
course,29542,인공지능,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
course,29542,인공지능,,,machine-learning,머신러닝,0.50,existing_topic_not_auto_link_candidate
course,29880,데이터베이스관리,,,database,데이터베이스,1.00,existing_topic_not_auto_link_candidate
course,29880,데이터베이스관리,,,data-modeling,데이터 모델링,0.80,existing_topic_not_auto_link_candidate
course,29880,데이터베이스관리,,,database-design,데이터베이스 설계,0.80,existing_topic_not_auto_link_candidate
course,29880,데이터베이스관리,,,sql,SQL,0.80,existing_topic_not_auto_link_candidate
course,30405,머신러닝및AI기반모델링,,,linear-algebra,선형대수,0.68,course_prerequisite_relation_excluded
course,30405,머신러닝및AI기반모델링,,,optimization,최적화,0.68,course_prerequisite_relation_excluded
course,30405,머신러닝및AI기반모델링,,,probability-statistics,확률과 통계,0.68,course_prerequisite_relation_excluded
course,30947,프로그래밍언어,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,30947,프로그래밍언어,,,c-language,C언어,0.83,existing_topic_not_auto_link_candidate
course,30947,프로그래밍언어,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,30947,프로그래밍언어,,,programming-basic-syntax,프로그래밍 기초 문법,0.78,existing_topic_not_auto_link_candidate
course,30947,프로그래밍언어,,,computer-vision,컴퓨터 비전,0.50,existing_topic_not_auto_link_candidate
course,30953,컴퓨터구조,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
course,30958,제어공학(I),,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,30966,제어공학(II),,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,30966,제어공학(II),,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,30973,확률통계,변수,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,30977,마이크로프로세서응용,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
course,30979,공학수학(II),,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,30981,공학설계과제(I),,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,30985,공학설계과제(I),,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,30986,공학설계과제(II),,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,31010,컴퓨터네트워크,인터넷,networks,,,0.80,review_candidate_not_approved
course,31010,컴퓨터네트워크,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,31010,컴퓨터네트워크,,,oop,객체지향 프로그래밍,0.65,course_prerequisite_relation_excluded
course,31011,머신러닝,,,artificial-intelligence,인공지능,0.83,existing_topic_not_auto_link_candidate
course,31011,머신러닝,,,deep-learning,딥러닝,0.83,existing_topic_not_auto_link_candidate
course,31011,머신러닝,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,31011,머신러닝,,,optimization,최적화,0.80,existing_topic_not_auto_link_candidate
course,31011,머신러닝,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,31011,머신러닝,,,python,Python,0.68,course_prerequisite_relation_excluded
course,31019,지능형로봇공학,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,31050,AI프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,31050,AI프로그래밍,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
course,31050,AI프로그래밍,,,python,Python,0.80,existing_topic_not_auto_link_candidate
course,31081,수치해석,,,calculus,미적분,0.68,course_prerequisite_relation_excluded
course,31084,공학수학(II),,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,31138,SoC설계개론,,,computer-architecture,컴퓨터구조,0.65,course_prerequisite_relation_excluded
course,31142,머신러닝을 위한 기초수학,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,31142,머신러닝을 위한 기초수학,,,linear-algebra,선형대수,0.68,course_prerequisite_relation_excluded
course,31143,머신러닝을 위한 기초수학,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
course,31143,머신러닝을 위한 기초수학,,,calculus,미적분,0.80,existing_topic_not_auto_link_candidate
course,31143,머신러닝을 위한 기초수학,,,optimization,최적화,0.80,existing_topic_not_auto_link_candidate
course,31152,설계CAD실습,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,31309,이산수학(I),,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,31310,이산수학(I),,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,31311,이산수학(I),,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,31315,컴퓨터및프로그래밍입문,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,31315,컴퓨터및프로그래밍입문,,,python,Python,0.83,existing_topic_not_auto_link_candidate
course,31316,컴퓨터및프로그래밍입문,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,31316,컴퓨터및프로그래밍입문,,,python,Python,0.83,existing_topic_not_auto_link_candidate
course,31318,컴퓨터및프로그래밍입문,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,31318,컴퓨터및프로그래밍입문,,,python,Python,0.83,existing_topic_not_auto_link_candidate
course,31318,컴퓨터및프로그래밍입문,입출력,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,31318,컴퓨터및프로그래밍입문,,,data-structures,자료구조,0.80,existing_topic_not_auto_link_candidate
course,31318,컴퓨터및프로그래밍입문,,,operating-systems,운영체제,0.80,existing_topic_not_auto_link_candidate
course,31319,컴퓨터및프로그래밍입문,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,31319,컴퓨터및프로그래밍입문,,,python,Python,0.83,existing_topic_not_auto_link_candidate
course,31319,컴퓨터및프로그래밍입문,,,operating-systems,운영체제,0.80,existing_topic_not_auto_link_candidate
course,31320,프로그래밍원리와실습,,,programming,프로그래밍,0.95,existing_topic_not_auto_link_candidate
course,31320,프로그래밍원리와실습,,,c-language,C언어,0.80,existing_topic_not_auto_link_candidate
course,31321,프로그래밍원리와실습,,,c-language,C언어,0.75,existing_topic_not_auto_link_candidate
course,31321,프로그래밍원리와실습,,,programming,프로그래밍,1.00,course_prerequisite_relation_excluded
course,31323,프로그래밍원리와실습,,,c-language,C언어,0.75,existing_topic_not_auto_link_candidate
course,31323,프로그래밍원리와실습,,,programming,프로그래밍,1.00,course_prerequisite_relation_excluded
course,31323,프로그래밍원리와실습,,,programming-basic-syntax,프로그래밍 기초 문법,0.78,course_prerequisite_relation_excluded
course,31324,프로그래밍원리와실습,,,c-language,C언어,0.75,existing_topic_not_auto_link_candidate
course,31324,프로그래밍원리와실습,,,programming,프로그래밍,1.00,course_prerequisite_relation_excluded
course,31324,프로그래밍원리와실습,,,programming-basic-syntax,프로그래밍 기초 문법,0.78,course_prerequisite_relation_excluded
course,31325,프로그래밍원리와실습,,,programming,프로그래밍,0.95,existing_topic_not_auto_link_candidate
course,31326,프로그래밍원리와실습,,,c-language,C언어,0.75,existing_topic_not_auto_link_candidate
course,31326,프로그래밍원리와실습,,,programming,프로그래밍,1.00,course_prerequisite_relation_excluded
course,31326,프로그래밍원리와실습,,,programming-basic-syntax,프로그래밍 기초 문법,0.78,course_prerequisite_relation_excluded
