source_dataset,source_lookup_key,source_title,candidate_name,suggested_parent_slug,topic_slug,topic_name,relevance_score,exclusion_reason
course,4197,데이터베이스,,,database,데이터베이스,0.98,existing_topic_not_auto_link_candidate
course,4197,데이터베이스,,,data-structures,자료구조,0.68,course_prerequisite_relation_excluded
course,4199,인공지능,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
course,4199,인공지능,,,discrete-mathematics,이산수학,0.68,course_prerequisite_relation_excluded
course,4199,인공지능,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,4199,인공지능,,,python,Python,0.60,course_prerequisite_relation_excluded
course,4351,사이버보안관제,,,server-basics,서버 기초,0.70,existing_topic_not_auto_link_candidate
course,4351,사이버보안관제,,,networks,네트워크,0.85,course_prerequisite_relation_excluded
course,43900,데이터마이닝 방법 및 실습,,,regression-analysis,회귀분석,0.80,existing_topic_not_auto_link_candidate
course,4392,데이터사이언스개론,,,machine-learning,머신러닝,0.80,existing_topic_not_auto_link_candidate
course,4392,데이터사이언스개론,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,4392,데이터사이언스개론,,,python,Python,0.60,course_prerequisite_relation_excluded
course,4394,데이터처리프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,4394,데이터처리프로그래밍,,,python,Python,0.78,existing_topic_not_auto_link_candidate
course,4394,데이터처리프로그래밍,,,programming-basic-syntax,프로그래밍 기초 문법,0.75,existing_topic_not_auto_link_candidate
course,4399,빅데이터분석및활용,,,machine-learning,머신러닝,0.80,existing_topic_not_auto_link_candidate
course,4399,빅데이터분석및활용,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,4399,빅데이터분석및활용,,,python,Python,0.60,course_prerequisite_relation_excluded
course,44674,(공유)AI입문,,,data-analysis,데이터 분석,0.80,existing_topic_not_auto_link_candidate
course,44674,(공유)AI입문,,,deep-learning,딥러닝,0.50,existing_topic_not_auto_link_candidate
course,44674,(공유)AI입문,,,machine-learning,머신러닝,0.50,existing_topic_not_auto_link_candidate
course,44675,(공유)AI입문,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
course,44675,(공유)AI입문,,,data-analysis,데이터 분석,0.80,existing_topic_not_auto_link_candidate
course,44675,(공유)AI입문,,,deep-learning,딥러닝,0.50,existing_topic_not_auto_link_candidate
course,44675,(공유)AI입문,,,machine-learning,머신러닝,0.50,existing_topic_not_auto_link_candidate
course,45952,소프트웨어공학,,,testing,테스트,0.80,existing_topic_not_auto_link_candidate
course,45954,수치해석,,,optimization,최적화,0.80,existing_topic_not_auto_link_candidate
course,45954,수치해석,,,probability-statistics,확률과 통계,0.80,existing_topic_not_auto_link_candidate
course,45954,수치해석,,,python,Python,0.80,existing_topic_not_auto_link_candidate
course,45954,수치해석,,,linear-algebra,선형대수,0.83,course_prerequisite_relation_excluded
course,45954,수치해석,,,discrete-mathematics,이산수학,0.68,course_prerequisite_relation_excluded
course,45955,알고리즘,,,data-structures,자료구조,0.68,course_prerequisite_relation_excluded
course,45955,알고리즘,,,discrete-mathematics,이산수학,0.68,course_prerequisite_relation_excluded
course,45955,알고리즘,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,45956,알고리즘,,,data-structures,자료구조,0.68,course_prerequisite_relation_excluded
course,45956,알고리즘,,,discrete-mathematics,이산수학,0.68,course_prerequisite_relation_excluded
course,45956,알고리즘,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,45957,영상처리,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
course,45957,영상처리,,,computer-vision,컴퓨터 비전,0.80,existing_topic_not_auto_link_candidate
course,45957,영상처리,,,linear-algebra,선형대수,0.68,course_prerequisite_relation_excluded
course,45957,영상처리,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,45958,운영체제,,,c-language,C언어,0.68,course_prerequisite_relation_excluded
course,45958,운영체제,,,computer-architecture,컴퓨터구조,0.68,course_prerequisite_relation_excluded
course,45958,운영체제,,,data-structures,자료구조,0.68,course_prerequisite_relation_excluded
course,45958,운영체제,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,45958,운영체제,,,system-programming-basics,시스템 프로그래밍 기초,0.65,course_prerequisite_relation_excluded
course,45960,인공지능,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
course,45960,인공지능,,,programming,프로그래밍,0.83,course_prerequisite_relation_excluded
course,45960,인공지능,,,python,Python,0.80,course_prerequisite_relation_excluded
course,45961,자료구조,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,45961,자료구조,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,45962,자료구조,,,programming,프로그래밍,0.83,course_prerequisite_relation_excluded
course,45962,자료구조,,,discrete-mathematics,이산수학,0.68,course_prerequisite_relation_excluded
course,45969,컴퓨터네트워크,인터넷,networks,,,0.80,review_candidate_not_approved
course,45969,컴퓨터네트워크,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,45969,컴퓨터네트워크,,,c-language,C언어,0.68,course_prerequisite_relation_excluded
course,45969,컴퓨터네트워크,,,computer-architecture,컴퓨터구조,0.68,course_prerequisite_relation_excluded
course,45971,프로그래밍언어론,,,java,Java,0.80,existing_topic_not_auto_link_candidate
course,45971,프로그래밍언어론,,,oop,객체지향 프로그래밍,0.75,existing_topic_not_auto_link_candidate
course,45971,프로그래밍언어론,,,programming,프로그래밍,1.00,course_prerequisite_relation_excluded
course,45972,프로그래밍언어론,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,45972,프로그래밍언어론,,,java,Java,0.80,existing_topic_not_auto_link_candidate
course,45972,프로그래밍언어론,,,oop,객체지향 프로그래밍,0.78,course_prerequisite_relation_excluded
course,46007,이산수학,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,46007,이산수학,,,data-structures,자료구조,0.80,existing_topic_not_auto_link_candidate
course,46009,데이터베이스,,,database,데이터베이스,1.00,existing_topic_not_auto_link_candidate
course,46009,데이터베이스,,,sql,SQL,0.80,existing_topic_not_auto_link_candidate
course,46009,데이터베이스,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,46009,데이터베이스,,,java,Java,0.60,course_prerequisite_relation_excluded
course,46011,데이터마이닝,,,data-analysis,데이터 분석,0.80,existing_topic_not_auto_link_candidate
course,46011,데이터마이닝,,,algorithms,알고리즘,0.83,course_prerequisite_relation_excluded
course,46011,데이터마이닝,,,programming,프로그래밍,0.83,course_prerequisite_relation_excluded
course,46011,데이터마이닝,,,python,Python,0.83,course_prerequisite_relation_excluded
course,46011,데이터마이닝,,,linear-algebra,선형대수,0.68,course_prerequisite_relation_excluded
course,46012,데이터통신,,,networks,네트워크,0.80,existing_topic_not_auto_link_candidate
course,46012,데이터통신,,,computer-architecture,컴퓨터구조,0.68,course_prerequisite_relation_excluded
course,46012,데이터통신,,,data-structures,자료구조,0.68,course_prerequisite_relation_excluded
course,46014,정보보호,,,linear-algebra,선형대수,0.68,course_prerequisite_relation_excluded
course,46015,모바일프로그래밍,,,database,데이터베이스,0.80,existing_topic_not_auto_link_candidate
course,46015,모바일프로그래밍,,,programming,프로그래밍,1.00,course_prerequisite_relation_excluded
course,46015,모바일프로그래밍,,,java,Java,0.73,course_prerequisite_relation_excluded
course,46016,웹프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,46017,C++프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,46017,C++프로그래밍,,,oop,객체지향 프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,46017,C++프로그래밍,변수,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,46017,C++프로그래밍,,,c-language,C언어,0.68,course_prerequisite_relation_excluded
course,46018,C++프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,46018,C++프로그래밍,,,oop,객체지향 프로그래밍,0.75,existing_topic_not_auto_link_candidate
course,46018,C++프로그래밍,,,programming-basic-syntax,프로그래밍 기초 문법,0.75,existing_topic_not_auto_link_candidate
course,46018,C++프로그래밍,,,c-language,C언어,0.83,course_prerequisite_relation_excluded
course,46020,JAVA프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,46020,JAVA프로그래밍,,,oop,객체지향 프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,46020,JAVA프로그래밍,,,c-language,C언어,0.68,course_prerequisite_relation_excluded
course,46021,JAVA프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,46021,JAVA프로그래밍,,,oop,객체지향 프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,46021,JAVA프로그래밍,,,c-language,C언어,0.68,course_prerequisite_relation_excluded
course,46022,JAVA프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,46022,JAVA프로그래밍,,,oop,객체지향 프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,46022,JAVA프로그래밍,,,software-design,소프트웨어 설계,0.80,existing_topic_not_auto_link_candidate
course,46022,JAVA프로그래밍,,,c-language,C언어,0.68,course_prerequisite_relation_excluded
course,46023,유닉스시스템프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,46023,유닉스시스템프로그래밍,,,cli,CLI,0.80,existing_topic_not_auto_link_candidate
course,46023,유닉스시스템프로그래밍,,,system-programming-basics,시스템 프로그래밍 기초,0.78,existing_topic_not_auto_link_candidate
course,46023,유닉스시스템프로그래밍,,,c-language,C언어,0.75,existing_topic_not_auto_link_candidate
course,46024,임베디드컴퓨팅,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,46024,임베디드컴퓨팅,,,python,Python,0.70,existing_topic_not_auto_link_candidate
course,46024,임베디드컴퓨팅,,,computer-architecture,컴퓨터구조,0.68,course_prerequisite_relation_excluded
course,46026,윈도우즈프로그래밍,,,c-language,C언어,0.80,existing_topic_not_auto_link_candidate
course,46026,윈도우즈프로그래밍,,,software-design,소프트웨어 설계,0.80,existing_topic_not_auto_link_candidate
course,46026,윈도우즈프로그래밍,,,programming,프로그래밍,1.00,course_prerequisite_relation_excluded
course,46026,윈도우즈프로그래밍,,,oop,객체지향 프로그래밍,0.83,course_prerequisite_relation_excluded
course,46026,윈도우즈프로그래밍,,,java,Java,0.83,course_prerequisite_relation_excluded
course,46027,윈도우즈프로그래밍,,,c-language,C언어,0.83,existing_topic_not_auto_link_candidate
course,46027,윈도우즈프로그래밍,,,software-design,소프트웨어 설계,0.80,existing_topic_not_auto_link_candidate
course,46027,윈도우즈프로그래밍,,,programming-basic-syntax,프로그래밍 기초 문법,0.50,existing_topic_not_auto_link_candidate
course,46027,윈도우즈프로그래밍,,,programming,프로그래밍,1.00,course_prerequisite_relation_excluded
course,46027,윈도우즈프로그래밍,,,oop,객체지향 프로그래밍,0.68,course_prerequisite_relation_excluded
course,46027,윈도우즈프로그래밍,,,java,Java,0.68,course_prerequisite_relation_excluded
course,46030,논리설계,,,computer-architecture,컴퓨터구조,0.80,existing_topic_not_auto_link_candidate
course,46031,소프트웨어개발프로젝트,,,algorithms,알고리즘,0.68,course_prerequisite_relation_excluded
course,46031,소프트웨어개발프로젝트,,,data-structures,자료구조,0.68,course_prerequisite_relation_excluded
course,46031,소프트웨어개발프로젝트,,,java,Java,0.68,course_prerequisite_relation_excluded
course,46031,소프트웨어개발프로젝트,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,46032,기계학습,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,46032,기계학습,,,deep-learning,딥러닝,0.80,existing_topic_not_auto_link_candidate
course,46032,기계학습,,,computer-vision,컴퓨터 비전,0.75,existing_topic_not_auto_link_candidate
course,46032,기계학습,,,natural-language-processing,자연어 처리,0.75,existing_topic_not_auto_link_candidate
course,46032,기계학습,,,linear-algebra,선형대수,0.68,course_prerequisite_relation_excluded
course,46139,빅데이터기초실습,,,data-analysis,데이터 분석,0.83,existing_topic_not_auto_link_candidate
course,46139,빅데이터기초실습,,,python,Python,0.45,existing_topic_not_auto_link_candidate
course,46141,웹프로그래밍실습,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,46141,웹프로그래밍실습,,,javascript,JavaScript,0.83,existing_topic_not_auto_link_candidate
course,46141,웹프로그래밍실습,,,programming-basic-syntax,프로그래밍 기초 문법,0.75,existing_topic_not_auto_link_candidate
course,46141,웹프로그래밍실습,,,javascript-web-basics,JavaScript 웹 기초,0.50,existing_topic_not_auto_link_candidate
course,4641,데이터분석,,,data-analysis,데이터 분석,0.80,existing_topic_not_auto_link_candidate
course,46462,데이터베이스,,,database,데이터베이스,1.00,existing_topic_not_auto_link_candidate
course,46469,데이터베이스및실습,,,sql,SQL,0.83,existing_topic_not_auto_link_candidate
course,46469,데이터베이스및실습,,,data-modeling,데이터 모델링,0.80,existing_topic_not_auto_link_candidate
course,46469,데이터베이스및실습,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,46469,데이터베이스및실습,,,database,데이터베이스,1.00,course_prerequisite_relation_excluded
course,46785,인공지능물리탐사,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
course,46785,인공지능물리탐사,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,46923,인공지능,,,artificial-intelligence,인공지능,1.00,existing_topic_not_auto_link_candidate
course,46923,인공지능,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,48871,네트워크사회와빅데이터저널리즘,인터넷,networks,,,0.80,review_candidate_not_approved
course,49320,경제학데이터분석,,,data-analysis,데이터 분석,0.80,existing_topic_not_auto_link_candidate
course,49953,빅데이터분석과활용,,,statistical-analysis,통계 분석,0.80,existing_topic_not_auto_link_candidate
course,49953,빅데이터분석과활용,,,python,Python,0.45,existing_topic_not_auto_link_candidate
course,50037,AI와약학,,,deep-learning,딥러닝,0.83,existing_topic_not_auto_link_candidate
course,50037,AI와약학,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,50037,AI와약학,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
course,50037,AI와약학,,,machine-learning,머신러닝,0.80,existing_topic_not_auto_link_candidate
course,51296,데이터베이스론,,,database,데이터베이스,1.00,existing_topic_not_auto_link_candidate
course,51296,데이터베이스론,,,database-design,데이터베이스 설계,0.83,existing_topic_not_auto_link_candidate
course,51296,데이터베이스론,,,relational-database,관계형 데이터베이스,0.80,existing_topic_not_auto_link_candidate
course,51296,데이터베이스론,,,sql,SQL,0.80,existing_topic_not_auto_link_candidate
course,51296,데이터베이스론,,,probability-statistics,확률과 통계,0.70,existing_topic_not_auto_link_candidate
course,52534,통계데이터베이스,,,database,데이터베이스,0.95,existing_topic_not_auto_link_candidate
course,52544,기계학습,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,52544,기계학습,,,python,Python,0.80,existing_topic_not_auto_link_candidate
course,52544,기계학습,,,regression-analysis,회귀분석,0.68,course_prerequisite_relation_excluded
course,52544,기계학습,회귀,machine-learning,,,0.65,approved_depth3_relevance_below_threshold
course,52544,기계학습,,,statistical-inference,통계적 추론,0.65,course_prerequisite_relation_excluded
course,52544,기계학습,,,probability-statistics,확률과 통계,0.60,course_prerequisite_relation_excluded
course,52604,빅데이터개론,,,data-analysis,데이터 분석,0.80,existing_topic_not_auto_link_candidate
course,52604,빅데이터개론,,,data-visualization,데이터 시각화,0.70,existing_topic_not_auto_link_candidate
course,52604,빅데이터개론,,,python,Python,0.70,existing_topic_not_auto_link_candidate
course,52604,빅데이터개론,,,github,GitHub,0.50,existing_topic_not_auto_link_candidate
course,53393,인공지능,,,artificial-intelligence,인공지능,0.95,existing_topic_not_auto_link_candidate
course,53393,인공지능,,,deep-learning,딥러닝,0.50,existing_topic_not_auto_link_candidate
course,53433,알고리즘개론,표현식,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,53466,알고리즘,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,53466,알고리즘,,,data-structures,자료구조,0.71,course_prerequisite_relation_excluded
course,53472,클라우드컴퓨팅개론및인공지능기초실습,,,artificial-intelligence,인공지능,0.95,existing_topic_not_auto_link_candidate
course,53472,클라우드컴퓨팅개론및인공지능기초실습,,,cloud-basics,클라우드 기초,0.75,existing_topic_not_auto_link_candidate
course,53478,딥러닝,,,probability-statistics,확률과 통계,0.70,existing_topic_not_auto_link_candidate
course,53478,딥러닝,,,python,Python,0.73,course_prerequisite_relation_excluded
course,53502,AI기반에너지안전공학,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
course,53502,AI기반에너지안전공학,,,deep-learning,딥러닝,0.80,existing_topic_not_auto_link_candidate
course,5453,핸즈온딥러닝,,,numpy,NumPy,0.68,course_prerequisite_relation_excluded
course,5453,핸즈온딥러닝,,,python,Python,0.60,course_prerequisite_relation_excluded
course,552,빅데이터자료분석및실습,,,data-analysis,데이터 분석,0.50,existing_topic_not_auto_link_candidate
course,552,빅데이터자료분석및실습,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,552,빅데이터자료분석및실습,,,probability-statistics,확률과 통계,0.60,course_prerequisite_relation_excluded
course,5708,수치해석프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,5708,수치해석프로그래밍,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,5711,전기기기실험,,,deployment,배포,0.50,existing_topic_not_auto_link_candidate
course,5723,선형대수프로그래밍,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,5723,선형대수프로그래밍,변수,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,5723,선형대수프로그래밍,,,programming-basic-syntax,프로그래밍 기초 문법,0.75,existing_topic_not_auto_link_candidate
course,5734,전자회로2,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,5735,전자회로설계,,,python,Python,0.70,existing_topic_not_auto_link_candidate
course,5737,신호및시스템,,,calculus,미적분,0.68,course_prerequisite_relation_excluded
course,5741,마이크로프로세서1,,,computer-architecture,컴퓨터구조,0.75,existing_topic_not_auto_link_candidate
course,5742,마이크로프로세서2,,,python,Python,0.70,existing_topic_not_auto_link_candidate
course,5744,확률이론및응용,,,probability-statistics,확률과 통계,0.83,existing_topic_not_auto_link_candidate
course,5758,회로이론2,,,linear-algebra,선형대수,0.68,course_prerequisite_relation_excluded
course,5758,회로이론2,,,calculus,미적분,0.68,course_prerequisite_relation_excluded
course,5772,데이터베이스,,,database,데이터베이스,1.00,existing_topic_not_auto_link_candidate
course,57861,무역 빅데이터분석 기초,,,data-analysis,데이터 분석,0.80,existing_topic_not_auto_link_candidate
course,57862,무역 빅데이터분석 심화,,,data-preprocessing,데이터 전처리,0.80,existing_topic_not_auto_link_candidate
course,57862,무역 빅데이터분석 심화,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,57862,무역 빅데이터분석 심화,,,statistical-analysis,통계 분석,0.75,existing_topic_not_auto_link_candidate
course,57862,무역 빅데이터분석 심화,,,data-analysis,데이터 분석,0.50,existing_topic_not_auto_link_candidate
course,5788,모바일프로그래밍,,,programming,프로그래밍,0.95,existing_topic_not_auto_link_candidate
course,58116,조선공학을 위한 인공지능,,,artificial-intelligence,인공지능,0.95,existing_topic_not_auto_link_candidate
course,58116,조선공학을 위한 인공지능,,,machine-learning,머신러닝,0.75,existing_topic_not_auto_link_candidate
course,58116,조선공학을 위한 인공지능,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,58116,조선공학을 위한 인공지능,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,58116,조선공학을 위한 인공지능,,,programming-basic-syntax,프로그래밍 기초 문법,0.65,course_prerequisite_relation_excluded
course,58125,조선공학도를 위한 인공지능 프로그래밍,,,artificial-intelligence,인공지능,0.95,existing_topic_not_auto_link_candidate
course,58125,조선공학도를 위한 인공지능 프로그래밍,,,programming,프로그래밍,0.95,existing_topic_not_auto_link_candidate
course,58125,조선공학도를 위한 인공지능 프로그래밍,,,python,Python,0.50,existing_topic_not_auto_link_candidate
course,58140,기계학습,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
course,58200,선형대수,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,58207,전기회로1,,,calculus,미적분,0.65,course_prerequisite_relation_excluded
course,58210,전기회로2,,,calculus,미적분,0.65,course_prerequisite_relation_excluded
course,58213,수치해석,,,linear-algebra,선형대수,0.68,course_prerequisite_relation_excluded
course,58222,전기설비이론및설계,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,58252,컴퓨터프로그래밍2,,,python,Python,0.73,existing_topic_not_auto_link_candidate
course,58252,컴퓨터프로그래밍2,,,programming,프로그래밍,0.98,course_prerequisite_relation_excluded
course,58257,공학수학1,,,calculus,미적분,0.65,course_prerequisite_relation_excluded
course,58258,공학수학2,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,58259,회로이론및실험1,,,calculus,미적분,0.68,course_prerequisite_relation_excluded
course,58261,확률및랜덤변수,변수,programming-basic-syntax,,,0.93,review_candidate_not_approved
course,58261,확률및랜덤변수,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,58261,확률및랜덤변수,,,calculus,미적분,0.68,course_prerequisite_relation_excluded
course,58264,자료구조및알고리즘,,,python,Python,0.45,existing_topic_not_auto_link_candidate
course,58264,자료구조및알고리즘,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,58270,통신이론,변수,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,58277,마이크로프로세서응용설계,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,58277,마이크로프로세서응용설계,,,c-language,C언어,0.65,course_prerequisite_relation_excluded
course,58283,종합설계1,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,58288,딥러닝을 이용한 컴퓨터 비전,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,58299,집적회로설계 2,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
course,58301,컴퓨터네트워크,,,networks,네트워크,1.00,course_prerequisite_relation_excluded
course,58309,기계학습입문,,,deep-learning,딥러닝,0.83,existing_topic_not_auto_link_candidate
course,58309,기계학습입문,,,numpy,NumPy,0.80,existing_topic_not_auto_link_candidate
course,58309,기계학습입문,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,58309,기계학습입문,,,python,Python,0.75,existing_topic_not_auto_link_candidate
course,58309,기계학습입문,,,problem-solving-coding-basics,문제 해결과 코딩 기초,0.75,existing_topic_not_auto_link_candidate
course,58369,선형대수,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
course,58370,객체지향설계,,,design-patterns,디자인 패턴,0.80,existing_topic_not_auto_link_candidate
course,58370,객체지향설계,,,java,Java,0.83,course_prerequisite_relation_excluded
course,58370,객체지향설계,,,programming,프로그래밍,0.83,course_prerequisite_relation_excluded
course,58370,객체지향설계,,,programming-basic-syntax,프로그래밍 기초 문법,0.65,course_prerequisite_relation_excluded
course,58373,자료구조,,,java,Java,0.83,existing_topic_not_auto_link_candidate
course,58373,자료구조,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,58373,자료구조,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,58373,자료구조,리스트,data-structures,,,0.65,approved_depth3_relevance_below_threshold
course,58373,자료구조,스택,data-structures,,,0.65,approved_depth3_relevance_below_threshold
course,58373,자료구조,정렬,algorithms,,,0.65,approved_depth3_relevance_below_threshold
course,58374,컴퓨터프로그래밍3,,,programming,프로그래밍,0.98,course_prerequisite_relation_excluded
course,58374,컴퓨터프로그래밍3,,,java,Java,0.83,course_prerequisite_relation_excluded
course,58375,수치프로그래밍,,,programming,프로그래밍,0.95,existing_topic_not_auto_link_candidate
course,58375,수치프로그래밍,,,calculus,미적분,0.80,existing_topic_not_auto_link_candidate
course,58375,수치프로그래밍,,,optimization,최적화,0.80,existing_topic_not_auto_link_candidate
course,58375,수치프로그래밍,,,numerical-analysis,수치해석,0.50,existing_topic_not_auto_link_candidate
course,58375,수치프로그래밍,,,linear-algebra,선형대수,0.68,course_prerequisite_relation_excluded
course,58377,기계학습,,,algorithms,알고리즘,0.80,existing_topic_not_auto_link_candidate
course,58377,기계학습,,,deep-learning,딥러닝,0.80,existing_topic_not_auto_link_candidate
course,58377,기계학습,,,python,Python,0.68,course_prerequisite_relation_excluded
course,58377,기계학습,,,linear-algebra,선형대수,0.68,course_prerequisite_relation_excluded
course,58377,기계학습,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,58379,컴퓨터프로그래밍 1,,,programming,프로그래밍,1.00,existing_topic_not_auto_link_candidate
course,58379,컴퓨터프로그래밍 1,변수,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,58379,컴퓨터프로그래밍 1,,,programming-basic-syntax,프로그래밍 기초 문법,0.75,existing_topic_not_auto_link_candidate
course,58379,컴퓨터프로그래밍 1,,,java,Java,0.50,existing_topic_not_auto_link_candidate
course,58380,컴퓨터프로그래밍 2,입출력,programming-basic-syntax,,,0.80,review_candidate_not_approved
course,58380,컴퓨터프로그래밍 2,,,networks,네트워크,0.80,existing_topic_not_auto_link_candidate
course,58380,컴퓨터프로그래밍 2,,,programming,프로그래밍,1.00,course_prerequisite_relation_excluded
course,58380,컴퓨터프로그래밍 2,,,java,Java,0.75,course_prerequisite_relation_excluded
course,58381,기초프로젝트랩,,,testing,테스트,0.80,existing_topic_not_auto_link_candidate
course,58382,AI를 위한 수학,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
course,58382,AI를 위한 수학,,,machine-learning,머신러닝,0.75,existing_topic_not_auto_link_candidate
course,58382,AI를 위한 수학,,,linear-algebra,선형대수,0.68,course_prerequisite_relation_excluded
course,58382,AI를 위한 수학,,,calculus,미적분,0.65,course_prerequisite_relation_excluded
course,58382,AI를 위한 수학,,,probability-statistics,확률과 통계,0.65,course_prerequisite_relation_excluded
course,58384,고급자연어처리,,,deep-learning,딥러닝,0.68,course_prerequisite_relation_excluded
course,58384,고급자연어처리,,,linear-algebra,선형대수,0.68,course_prerequisite_relation_excluded
course,58384,고급자연어처리,,,machine-learning,머신러닝,0.68,course_prerequisite_relation_excluded
course,58385,고급데이터베이스,,,database,데이터베이스,1.00,course_prerequisite_relation_excluded
course,58387,객체지향시스템실무,,,oop,객체지향 프로그래밍,1.00,course_prerequisite_relation_excluded
course,58387,객체지향시스템실무,,,java,Java,0.71,course_prerequisite_relation_excluded
course,58387,객체지향시스템실무,,,programming,프로그래밍,0.68,course_prerequisite_relation_excluded
course,58391,고급정보보호,,,authentication-authorization,인증과 인가,0.70,existing_topic_not_auto_link_candidate
course,58391,고급정보보호,,,programming,프로그래밍,0.83,course_prerequisite_relation_excluded
course,58391,고급정보보호,,,data-structures,자료구조,0.68,course_prerequisite_relation_excluded
course,58391,고급정보보호,,,c-language,C언어,0.65,course_prerequisite_relation_excluded
course,58393,기계학습특강,,,data-analysis,데이터 분석,0.80,existing_topic_not_auto_link_candidate
course,58393,기계학습특강,,,programming,프로그래밍,0.80,existing_topic_not_auto_link_candidate
course,58394,고급디지털신호처리,,,artificial-intelligence,인공지능,0.80,existing_topic_not_auto_link_candidate
