curriculum_course_lookup_key,course_name,topic_lookup_key,topic_name,topic_depth,parent_topic_slug,relevance_score,extraction_method,is_primary,matched_fields,match_types,link_type
58556,알고리즘,algorithms,알고리즘,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
58561,차세대 네트워크,dns,DNS,3,networks,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
58561,차세대 네트워크,http,HTTP,3,networks,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
58561,차세대 네트워크,protocol,프로토콜,3,networks,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
58563,이동 및 위성통신,protocol,프로토콜,3,networks,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
58569,컴퓨터통신응용,protocol,프로토콜,3,networks,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
58628,컴퓨터구조,computer-architecture,컴퓨터구조,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
58635,컴퓨터네트워크,networks,네트워크,,,0.98,keyword,true,course_name_clean|main_textbook_clean,alias|topic_name,existing_topic
58635,컴퓨터네트워크,protocol,프로토콜,3,networks,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
58637,운영체제및실습,operating-systems,운영체제,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
58651,이동통신,protocol,프로토콜,3,networks,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
58652,정보보호,protocol,프로토콜,3,networks,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
58657,시스템및네트워크보안,networks,네트워크,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
58657,시스템및네트워크보안,protocol,프로토콜,3,networks,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
58660,딥러닝,deep-learning,딥러닝,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
58660,딥러닝,neural-network,신경망,3,deep-learning,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
58806,바이오시스템 기계학습,machine-learning,머신러닝,,,0.98,keyword,true,course_name_clean|learning_objective_clean,alias,existing_topic
5913,네트워크프로그래밍,networks,네트워크,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
5936,사물인터넷운영체제,operating-systems,운영체제,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
59364,머신러닝 개론,machine-learning,머신러닝,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
59367,딥러닝 기초 및 응용,neural-network,신경망,3,deep-learning,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
5943,딥러닝,deep-learning,딥러닝,,,0.98,keyword,true,course_name_clean|main_textbook_clean,topic_name,existing_topic
5943,딥러닝,neural-network,신경망,3,deep-learning,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
59509,컴퓨터구조,computer-architecture,컴퓨터구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
59516,컴퓨터프로그래밍,array,배열,3,data-structures,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
59516,컴퓨터프로그래밍,conditional-statement,조건문,3,programming-basic-syntax,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
59516,컴퓨터프로그래밍,loop,반복문,3,programming-basic-syntax,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
59733,데이터분석및시각화,data-visualization,데이터 시각화,,,0.93,keyword,true,course_name_clean|learning_objective_clean,alias,existing_topic
62017,다변량데이터분석,matrix,행렬,3,linear-algebra,0.83,keyword,true,learning_objective_clean|prerequisite_material_clean,depth3_candidate,approved_depth3
6202,머신러닝을위한통계학2,machine-learning,머신러닝,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
6202,머신러닝을위한통계학2,probability-statistics,확률과 통계,,,0.88,keyword,false,course_name_clean|main_textbook_clean,alias,existing_topic
6202,머신러닝을위한통계학2,expectation-variance,기댓값과 분산,3,probability-statistics,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
6202,머신러닝을위한통계학2,regression,회귀,3,machine-learning,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
6202,머신러닝을위한통계학2,supervised-learning,지도학습,3,machine-learning,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
6202,머신러닝을위한통계학2,unsupervised-learning,비지도학습,3,machine-learning,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
6249,컴퓨터네트워크,networks,네트워크,,,0.95,keyword,true,course_name_clean,alias|topic_name,existing_topic
6258,객체지향프로그래밍,oop,객체지향 프로그래밍,,,0.90,keyword,true,course_name_clean,alias,existing_topic
62691,생물정보데이터와 기계학습,machine-learning,머신러닝,,,0.90,keyword,true,course_name_clean,alias,existing_topic
62905,기계학습및설계,machine-learning,머신러닝,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
62913,컴퓨터비전,computer-vision,컴퓨터 비전,,,0.98,keyword,true,course_name_clean|learning_objective_clean,alias|topic_name,existing_topic
62916,기계학습,machine-learning,머신러닝,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
62916,기계학습,backpropagation,역전파,3,deep-learning,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
62916,기계학습,neural-network,신경망,3,deep-learning,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
62916,기계학습,tree,트리,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
62922,영상처리 및 딥러닝,deep-learning,딥러닝,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
62966,알고리즘,algorithms,알고리즘,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
63002,운영체제,operating-systems,운영체제,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
66024,기계학습,machine-learning,머신러닝,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias,existing_topic
66114,확률및통계,probability-statistics,확률과 통계,,,0.90,keyword,true,course_name_clean,alias,existing_topic
66115,수치해석 및 응용,numerical-analysis,수치해석,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
66175,자료구조 및 알고리즘,algorithms,알고리즘,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
66175,자료구조 및 알고리즘,data-structures,자료구조,,,1.00,keyword,false,course_name_clean|learning_objective_clean,topic_name,existing_topic
66179,컴퓨터구조,computer-architecture,컴퓨터구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean,alias|topic_name,existing_topic
66180,컴퓨터구조,computer-architecture,컴퓨터구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean,alias|topic_name,existing_topic
66205,정보통신공학,protocol,프로토콜,3,networks,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
66222,반도체패키징테스팅,testing,테스트,,,0.95,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
66223,반도체패키징테스팅,testing,테스트,,,0.95,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
66234,컴퓨터네트워크,networks,네트워크,,,1.00,keyword,true,course_name_clean|learning_objective_clean,alias|topic_name,existing_topic
66234,컴퓨터네트워크,protocol,프로토콜,3,networks,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66239,선형대수,linear-algebra,선형대수,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
66239,선형대수,eigenvalue-eigenvector,고윳값과 고유벡터,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66239,선형대수,linear-transformation,선형변환,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66239,선형대수,matrix,행렬,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66239,선형대수,vector,벡터,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66241,고급컴퓨터프로그래밍,array,배열,3,data-structures,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
66241,고급컴퓨터프로그래밍,conditional-statement,조건문,3,programming-basic-syntax,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66244,확률및통계,probability-statistics,확률과 통계,,,0.90,keyword,true,course_name_clean,alias,existing_topic
66244,확률및통계,expectation-variance,기댓값과 분산,3,probability-statistics,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66244,확률및통계,probability-distribution,확률분포,3,probability-statistics,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66251,이산수학,discrete-mathematics,이산수학,,,0.98,keyword,true,course_name_clean|main_textbook_clean,topic_name,existing_topic
66251,이산수학,graph-data-structure,그래프 자료구조,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66253,컴퓨터구조,computer-architecture,컴퓨터구조,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
66254,선형대수학,linear-algebra,선형대수,,,0.98,keyword,true,course_name_clean|main_textbook_clean,alias|topic_name,existing_topic
66254,선형대수학,matrix,행렬,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66256,운영체제,operating-systems,운영체제,,,0.98,keyword,true,course_name_clean|main_textbook_clean,topic_name,existing_topic
66259,컴퓨터네트워크,networks,네트워크,,,0.95,keyword,true,course_name_clean,alias|topic_name,existing_topic
66260,컴퓨터비전,computer-vision,컴퓨터 비전,,,0.90,keyword,true,course_name_clean,alias,existing_topic
66263,자료구조,data-structures,자료구조,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
66264,이산수학,discrete-mathematics,이산수학,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
66265,컴퓨터구조,computer-architecture,컴퓨터구조,,,0.98,keyword,true,course_name_clean|main_textbook_clean,alias|topic_name,existing_topic
66268,운영체제,operating-systems,운영체제,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
66269,컴퓨터네트워크,networks,네트워크,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
66269,컴퓨터네트워크,protocol,프로토콜,3,networks,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66274,알고리즘,algorithms,알고리즘,,,0.98,keyword,true,course_name_clean|main_textbook_clean,topic_name,existing_topic
66296,머신러닝,machine-learning,머신러닝,,,0.98,keyword,true,course_name_clean|main_textbook_clean,alias|topic_name,existing_topic
66302,컴퓨터프로그래밍,function,함수,3,programming-basic-syntax,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
66305,컴퓨터응용프로그래밍,array,배열,3,data-structures,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
66305,컴퓨터응용프로그래밍,list,리스트,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66305,컴퓨터응용프로그래밍,sorting,정렬,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66305,컴퓨터응용프로그래밍,tree,트리,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66306,확률및통계,probability-statistics,확률과 통계,,,0.93,keyword,true,course_name_clean|main_textbook_clean,alias|topic_name,existing_topic
66308,알고리즘,algorithms,알고리즘,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
66309,객체지향프로그래밍,oop,객체지향 프로그래밍,,,0.90,keyword,true,course_name_clean,alias,existing_topic
66317,머신러닝,machine-learning,머신러닝,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
66329,오픈소스기초프로젝트,list,리스트,3,data-structures,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
66332,객체지향프로그래밍,oop,객체지향 프로그래밍,,,0.98,keyword,true,course_name_clean|learning_objective_clean,alias,existing_topic
66332,객체지향프로그래밍,array,배열,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66332,객체지향프로그래밍,conditional-statement,조건문,3,programming-basic-syntax,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66333,객체지향프로그래밍,oop,객체지향 프로그래밍,,,0.98,keyword,true,course_name_clean|learning_objective_clean,alias,existing_topic
66333,객체지향프로그래밍,array,배열,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66333,객체지향프로그래밍,conditional-statement,조건문,3,programming-basic-syntax,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66337,확률및통계,probability-statistics,확률과 통계,,,0.90,keyword,true,course_name_clean,alias,existing_topic
66339,신호및시스템,classification,분류,3,machine-learning,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
66340,선형대수학,linear-algebra,선형대수,,,1.00,keyword,true,course_name_clean|learning_objective_clean,alias|topic_name,existing_topic
66340,선형대수학,matrix,행렬,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66340,선형대수학,vector,벡터,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66343,자료구조,data-structures,자료구조,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
66343,자료구조,sorting,정렬,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66343,자료구조,time-complexity,시간복잡도,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66345,객체지향 프로그래밍,oop,객체지향 프로그래밍,,,0.95,keyword,true,course_name_clean,alias|topic_name,existing_topic
66347,선형대수학,linear-algebra,선형대수,,,0.95,keyword,true,course_name_clean,alias|topic_name,existing_topic
66347,선형대수학,diagonalization,대각화,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66347,선형대수학,matrix,행렬,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66347,선형대수학,singular-value-decomposition,특잇값 분해,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66349,컴퓨터구조,computer-architecture,컴퓨터구조,,,0.98,keyword,true,course_name_clean|main_textbook_clean,alias|topic_name,existing_topic
66350,컴퓨터구조,computer-architecture,컴퓨터구조,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
66356,확률및통계,probability-statistics,확률과 통계,,,0.90,keyword,true,course_name_clean,alias,existing_topic
66356,확률및통계,expectation-variance,기댓값과 분산,3,probability-statistics,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66356,확률및통계,probability-distribution,확률분포,3,probability-statistics,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66357,확률및통계,probability-statistics,확률과 통계,,,0.93,keyword,true,course_name_clean|main_textbook_clean,alias|topic_name,existing_topic
66357,확률및통계,expectation-variance,기댓값과 분산,3,probability-statistics,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66357,확률및통계,probability-distribution,확률분포,3,probability-statistics,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66358,운영체제,operating-systems,운영체제,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
66359,운영체제,operating-systems,운영체제,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
66360,객체지향 설계,object-oriented-design,객체지향 설계,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
66360,객체지향 설계,oop,객체지향 프로그래밍,,,0.90,keyword,false,course_name_clean,alias,existing_topic
66361,객체지향 설계,object-oriented-design,객체지향 설계,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
66361,객체지향 설계,oop,객체지향 프로그래밍,,,0.90,keyword,false,course_name_clean,alias,existing_topic
66363,알고리즘,algorithms,알고리즘,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
66363,알고리즘,dynamic-programming,동적 계획법,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66363,알고리즘,greedy-algorithm,그리디 알고리즘,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66364,알고리즘,algorithms,알고리즘,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
66364,알고리즘,dynamic-programming,동적 계획법,3,algorithms,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66370,컴퓨터네트워크,networks,네트워크,,,0.95,keyword,true,course_name_clean,alias|topic_name,existing_topic
66370,컴퓨터네트워크,routing,라우팅,3,networks,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66370,컴퓨터네트워크,tcp-ip,TCP/IP,3,networks,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66390,빅데이터시스템설계,query,쿼리,3,sql,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
66391,기계학습,machine-learning,머신러닝,,,0.90,keyword,true,course_name_clean,alias,existing_topic
66399,오픈소스 웹소프트웨어,function,함수,3,programming-basic-syntax,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
66410,이산수학,discrete-mathematics,이산수학,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
66410,이산수학,graph-data-structure,그래프 자료구조,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66411,이산수학,discrete-mathematics,이산수학,,,0.98,keyword,true,course_name_clean|main_textbook_clean,topic_name,existing_topic
66411,이산수학,graph-data-structure,그래프 자료구조,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66437,확률및통계,probability-statistics,확률과 통계,,,0.90,keyword,true,course_name_clean,alias,existing_topic
66437,확률및통계,expectation-variance,기댓값과 분산,3,probability-statistics,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66438,확률및통계,probability-statistics,확률과 통계,,,0.90,keyword,true,course_name_clean,alias,existing_topic
66442,공학수학 II,matrix,행렬,3,linear-algebra,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
66442,공학수학 II,vector,벡터,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66443,공학수학 II,matrix,행렬,3,linear-algebra,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
66443,공학수학 II,vector,벡터,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66451,자료구조,data-structures,자료구조,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
66454,데이터통신설계,protocol,프로토콜,3,networks,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
66459,디지털통신,vector,벡터,3,linear-algebra,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
66459,디지털통신,vector-space,벡터공간,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66460,디지털통신,vector,벡터,3,linear-algebra,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
66460,디지털통신,vector-space,벡터공간,3,linear-algebra,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66461,컴퓨터네트워크,networks,네트워크,,,0.95,keyword,true,course_name_clean,alias|topic_name,existing_topic
66461,컴퓨터네트워크,routing,라우팅,3,networks,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66461,컴퓨터네트워크,tcp-ip,TCP/IP,3,networks,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66470,자바프로그래밍,java,Java,,,0.95,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias,existing_topic
66518,지능형네트워크,networks,네트워크,,,0.95,keyword,true,course_name_clean,topic_name,existing_topic
66518,지능형네트워크,protocol,프로토콜,3,networks,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
66526,객체지향 프로그래밍(C++),oop,객체지향 프로그래밍,,,0.95,keyword,true,course_name_clean,alias|topic_name,existing_topic
66542,확률및통계,probability-statistics,확률과 통계,,,0.90,keyword,true,course_name_clean,alias,existing_topic
66549,인공지능과 기계학습,machine-learning,머신러닝,,,0.90,keyword,true,course_name_clean,alias,existing_topic
66551,운영체제의이해,operating-systems,운영체제,,,1.00,keyword,true,course_name_clean|learning_objective_clean,topic_name,existing_topic
67813,정보보호 관리체계 구축 및 인증,authentication-authorization,인증과 인가,,,0.95,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias,existing_topic
7201,머신러닝을이용한재난통계,machine-learning,머신러닝,,,1.00,keyword,true,course_name_clean|learning_objective_clean,alias|topic_name,existing_topic
8922,공학응용인공지능,unsupervised-learning,비지도학습,3,machine-learning,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
9171,공학수학 2,vector,벡터,3,linear-algebra,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
9783,컴퓨터구조개론,computer-architecture,컴퓨터구조,,,0.98,keyword,true,course_name_clean|main_textbook_clean,topic_name,existing_topic
9785,인공지능개론,searching,탐색,3,algorithms,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
9789,객체지향언어,oop,객체지향 프로그래밍,,,0.90,keyword,true,course_name_clean,alias,existing_topic
9793,정보처리알고리즘,algorithms,알고리즘,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,topic_name,existing_topic
9795,기계학습응용,machine-learning,머신러닝,,,0.98,keyword,true,course_name_clean|learning_objective_clean,alias,existing_topic
9795,기계학습응용,supervised-learning,지도학습,3,machine-learning,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
9796,운영체제론,operating-systems,운영체제,,,1.00,keyword,true,course_name_clean|learning_objective_clean|main_textbook_clean,alias|topic_name,existing_topic
9807,컴퓨터통신,protocol,프로토콜,3,networks,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
9808,정보보안기술,expectation-variance,기댓값과 분산,3,probability-statistics,0.80,keyword,true,learning_objective_clean,depth3_candidate,approved_depth3
9808,정보보안기술,hash,해시,3,data-structures,0.80,keyword,false,learning_objective_clean,depth3_candidate,approved_depth3
