source_row_number,course_name,grade,semester,credit,course_type,learning_objective,main_textbook,sub_textbook,reference_material,prerequisite_material
18072,엘라스토머공학개론,3,2학기,3.0,전공선택,"고무재료에 대한 기본지식 함양고무가공 방법, 고무시험방법에 대해 익힘","/Handouts/,한국고무학회/고무재료와 가공기술/",,,"필수선수과목 : 고분자화학, 고분자가공, 고분자물리화학"
18073,기능성고분자실험,3,2학기,2.0,전공선택,"다양한 목적으로 사용이 되고 있는 고분자 접착제, 고분자분리막, 의료용고분자, 환경친화성 고분자등의 기능성을 가지는 고분자를 그 응용예에 따라서 이해하도록 한다. 기능성 고분자의 설계, 합성, 응용등을 사례별로 구분하여 지식을 습득한다.",한국고분자학회/고분자실험/자유아카데미,,F.Billmeyer/Experiments in polymer Science/J.Wiley & Sons,추천선수과목 : 재료물리화학1
18074,기능성고분자실험,3,2학기,2.0,전공선택,"다양한 목적으로 사용이 되고 있는 고분자 접착제, 고분자분리막, 의료용고분자, 환경친화성 고분자등의 기능성을 가지는 고분자를 그 응용예에 따라서 이해하도록 한다. 기능성 고분자의 설계, 합성, 응용등을 사례별로 구분하여 지식을 습득한다.",한국고분자학회/고분자실험/자유아카데미,,F.Billmeyer/Experiments in polymer Science/J.Wiley & Sons,추천선수과목 : 재료물리화학1
18075,고분자가공,3,1학기,3.0,전공선택,고분자의 기초지식과 기술을 이해함으로서 가공의 전반적인 것을 다룬다.  고분자 제품 생산에 사용되는 가공 방법의 이해 함,MortonJones/Polymer Processing/,,/Handout/,
18076,고분자가공,3,1학기,3.0,전공선택,고분자의 기초지식과 기술을 이해함으로서 가공의 전반적인 것을 다룬다.  고분자 제품 생산에 사용되는 가공 방법의 이해 함,MortonJones/Polymer Processing/,,/Handout/,
18077,공업유기화학2,2,2학기,3.0,전공선택,"고분자화학,합성,분석에필요한유기반응의기초가되는알콜,페놀,알데히드와케톤,카르복실산유도체,아민니트릴,아미노산,고분자,할로겐화아릴화합물에서전자의역할과어떤원리에의하여반응이진행되는지학습한다.고분자화학및합성에기본이되는유기화학적개념을파악함으로서유기화합물및고분자의합성반응과화학적성질,그리고새로운고분자의합성에대한기초적지식을습득하고자한다.",John McMurry/유기화학강의/사이플러스,,,필수선수과목 : 공업유기화학1
18078,고분자가공실험,3,2학기,2.0,전공선택,본과목에서는 고분자 가공을 익히기 위해 실험을 통하여 고분자 가공의 기초 지식과 기술을 숙지하고 실험 계획능력을 함양한다실험을 계획하고 수행할 수 있는 능력 함양팀의 구성원으로서 협동 및 역할을 수행할 수 있는 능력 함양실제 활용 분야를 파악하고 프로젝트 수행능력을 배양,/hand out/,,,필수선수과목 : 고분자가공
18079,고분자기기분석실험,3,2학기,2.0,전공선택,고분자 기기분석에 활용되는 장비를 직접 사용하여 미지의 고분자 샘플을 규명하고자 함.,박기채/기기분석의 원리/탐구당,,/고분자 기기분석/(한국고분자학회),추천선수과목 : 재료분석및조직학
18080,고분자기기분석실험,3,2학기,2.0,전공선택,고분자 기기분석에 활용되는 장비를 직접 사용하여 미지의 고분자 샘플을 규명하고자 함.,박기채/기기분석의 원리/탐구당,,/고분자 기기분석/(한국고분자학회),추천선수과목 : 재료분석및조직학
18081,고분자응용실험,4,1학기,2.0,전공선택,"고분자공학에서 배운 전공내용을 바탕으로 첨단고분자소재의 제조 및 분석과 결과 해석에대해 직접 수행하게 한다. 본 과목을 수행함에 있어 참여학생들에게 첨단고분자소재의 제조, 활용분야 및 기본 분석과 응용에 대해 기초 지식을 전달하며, 학습한 기초 지식을 바탕으로 학생들이 소재를 제조하며 실험을 통해 얻어진 결과를 해석할 수 있는 능력을 함양시킨다.",한국고분자학회/고분자실험/자유아카데미,,F.Billmeyer/Experiments in polymer Science/J.Wiley & Sons,"추천선수과목 : 고분자화학, 기능성고분자, 고분자물리화학"
18082,고분자응용실험,4,1학기,2.0,전공선택,"고분자공학에서 배운 전공내용을 바탕으로 첨단고분자소재의 제조 및 분석과 결과 해석에대해 직접 수행하게 한다. 본 과목을 수행함에 있어 참여학생들에게 첨단고분자소재의 제조, 활용분야 및 기본 분석과 응용에 대해 기초 지식을 전달하며, 학습한 기초 지식을 바탕으로 학생들이 소재를 제조하며 실험을 통해 얻어진 결과를 해석할 수 있는 능력을 함양시킨다.",한국고분자학회/고분자실험/자유아카데미,,F.Billmeyer/Experiments in polymer Science/J.Wiley & Sons,"추천선수과목 : 고분자화학, 기능성고분자, 고분자물리화학"
18083,고분자물리화학,3,1학기,3.0,전공필수,"· 고분자의 기본 구조 ,고분자용액의 혼합열역학, 고분자의 분자량 측정, 비결정 및 결정 구조, 3차원 구조 등 고분자의 물리화학적 지식 함양· 고분자물리화학적 지식을 활용한 응용 능력 배양",/Handouts/,,L. H. Sperling/Introduction of physical polymer science/WileyInterscience,필수선수과목 : 재료물리화학1
18084,고분자물리화학,3,1학기,3.0,전공필수,"· 고분자의 기본 구조 ,고분자용액의 혼합열역학, 고분자의 분자량 측정, 비결정 및 결정 구조, 3차원 구조 등 고분자의 물리화학적 지식 함양· 고분자물리화학적 지식을 활용한 응용 능력 배양",/Handouts/,,L. H. Sperling/Introduction of physical polymer science/WileyInterscience,필수선수과목 : 재료물리화학1
18085,화공양론,2,1학기,3.0,전공선택,"화학공학양론이란: 물리화학반응을 다루는 공학도에게 필수적인 과목으로 각종 단위 상호 환산능력을 배양시켜주며, 주어진 공정을 물질수지(Materials Balance)를 통하여 분석하여 여타의 공정에서도 응용할 수 있는 능력을 부여시킵니다.물리화학반응의 전 분야에서 단위 환산을 사용할 수 있다.화학공정에서 물질수지(Materials Balance)를 이해하고, 이를 통해 공정을 이해할 수 있다.화학공정에서 물질상태(액체, 기체)에 관한 기초 개념을 적용할 수 있다.관련과목: 단위조작, 재료개론, 열역학기타: 다양한 단위가 나오게 된 역사적 근거와 물질수지가 적용된 다양한 사례들을 학습할 수 있다.",David M. Himmelblau; James B. Riggs/화공양론강의 (Basic Principles and Calculations in Chemical Engineering)/사이플러스,,,
18086,고분자화학,3,1학기,3.0,전공필수,"고분자공학의 기본이 되는 기본적 원리와 분자량 및 분자간 힘과 고분자의 성질과의 관계, 화학적 구조와 고분자의 성질과의 관계를 학습하고  가장 많이 사용되고 있는 고분자인 비닐계 고분자의 합성방법을 고찰하고 서로 비교 학습함으로서 산업현장에서 응용력을 배양한다. 또한 분자간 힘 및 화학구조와 고분자의 물성과의 관계, 기본 단량체 및 고분자의 성질, 젯법에 대해 체계적으로 발표하고 토론함으로써 학습효과를 높인다.",Stevens/Polymer Chemistry/Oxford,,,추천선수과목 : 공업유기화학2
18087,공업유기화학1,2,1학기,3.0,전공선택,"고분자 화학, 합성, 분석에 필요한 탄소화학의 기초가 되는 원자의 구조와 분자결합, 그리고 분자간 결합 및 반응에서 전자의 역할과  어떤 원리에 의하여 물성이 다르게 나타나는지에 대해 학습한다. 또한 고분자 공학, 공업화학, 화학공학에서 가장 많이 사용되는 유기화합물 중에서 가장 기초적이고 중요한 종류 중의 하나인 알칸, 할로겐화 알킬, 알켄, conjugated 화합물, 지방족 탄화수소 등의 합성과 반응, 반응기구에 대해 학습한다. 또한 전자의 역할과 기본 화합물의 성질, 젯법에 대해 체계적으로 발표하고 토론함으로써 학습효과를 높인다.",Smith/Organic Chemistry/카오스북,,"Hammod et al/Organic Chemistry/McgrawHill,Morison et al/유기화학/청문각","추천선수과목 : 화학1,화학2"
18088,공업유기화학1,2,1학기,3.0,전공선택,"고분자 화학, 합성, 분석에 필요한 탄소화학의 기초가 되는 원자의 구조와 분자결합, 그리고 분자간 결합 및 반응에서 전자의 역할과  어떤 원리에 의하여 물성이 다르게 나타나는지에 대해 학습한다. 또한 고분자 공학, 공업화학, 화학공학에서 가장 많이 사용되는 유기화합물 중에서 가장 기초적이고 중요한 종류 중의 하나인 알칸, 할로겐화 알킬, 알켄, conjugated 화합물, 지방족 탄화수소 등의 합성과 반응, 반응기구에 대해 학습한다. 또한 전자의 역할과 기본 화합물의 성질, 젯법에 대해 체계적으로 발표하고 토론함으로써 학습효과를 높인다.",Smith/Organic Chemistry/카오스북,,"Hammod et al/Organic Chemistry/McgrawHill,Morison et al/유기화학/청문각","추천선수과목 : 화학1,화학2"
18089,공업유기화학1,2,1학기,3.0,전공선택,"고분자 화학, 합성, 분석에 필요한 탄소화학의 기초가 되는 원자의 구조와 분자결합, 그리고 분자간 결합 및 반응에서 전자의 역할과  어떤 원리에 의하여 물성이 다르게 나타나는지에 대해 학습한다. 또한 고분자 공학, 공업화학, 화학공학에서 가장 많이 사용되는 유기화합물 중에서 가장 기초적이고 중요한 종류 중의 하나인 알칸, 할로겐화 알킬, 알켄, conjugated 화합물, 지방족 탄화수소 등의 합성과 반응, 반응기구에 대해 학습한다. 또한 전자의 역할과 기본 화합물의 성질, 젯법에 대해 체계적으로 발표하고 토론함으로써 학습효과를 높인다.",Smith/Organic Chemistry/카오스북,,"Hammod et al/Organic Chemistry/McgrawHill,Morison et al/유기화학/청문각","추천선수과목 : 화학1,화학2"
18090,석유공업화학,2,2학기,2.0,전공선택,· 국내의 석유화학공업   · 석유 정제 공업 및 제품  · 석유화학공업의 원료   · 석유화학공업의 제품,박정환/석유화학공업/동화기술,,P. Wisemen 조성기 역/석유화학공업/지성출판사,"필수선수과목 : 화학1.화학실험1 화학2,화학실험2"
18091,석유공업화학,2,2학기,2.0,전공선택,· 국내의 석유화학공업   · 석유 정제 공업 및 제품  · 석유화학공업의 원료   · 석유화학공업의 제품,박정환/석유화학공업/동화기술,,P. Wisemen 조성기 역/석유화학공업/지성출판사,"필수선수과목 : 화학1.화학실험1 화학2,화학실험2"
18092,공업유기화학실험,2,2학기,2.0,전공선택,"고분자화학,합성,분석에필요한유기화학의기본개념을이해하고분리의원리를학습하여주어진화합물들을성질에따라분리한다.유기화합물의합성에서가장기초적이면서중요한반응들인할로겐화반응,Grignard반응,alkylation,산화반응을수행하게하여실제실험을통한체험학습을통하여각종유기반응에대한감각을체득케하고실험에대한자신감을배양한다.각의반응에서생성물의물성을예측하고적합한분리방법을선택할수있게한다.",신성철 외/유기화학실험/사이플러스,,,필수선수과목 : 유기화학1
18093,공업유기화학실험,2,2학기,2.0,전공선택,"고분자화학,합성,분석에필요한유기화학의기본개념을이해하고분리의원리를학습하여주어진화합물들을성질에따라분리한다.유기화합물의합성에서가장기초적이면서중요한반응들인할로겐화반응,Grignard반응,alkylation,산화반응을수행하게하여실제실험을통한체험학습을통하여각종유기반응에대한감각을체득케하고실험에대한자신감을배양한다.각의반응에서생성물의물성을예측하고적합한분리방법을선택할수있게한다.",신성철 외/유기화학실험/사이플러스,,,필수선수과목 : 유기화학1
18094,고분자기기분석,3,1학기,3.0,전공필수,"중간고사 전에는 전자기학 에서 다루는 IR과 NMR에 대해서 강의를 하고 중간고사 이후에는 고분자 기기분석의 핵심인 열분석과 광학 현미경, SEM에 대해서 강의 예정임",skoog/스쿠그의 기기분석의 이해 7th editon/cengage,,granger/그레인저의 핵심 기기분석/사이플러스,"필수선수과목 : 재료분석및조직학,추천선수과목 : 유기화학, 물리화학"
18095,고분자기기분석,3,1학기,3.0,전공필수,"중간고사 전에는 전자기학 에서 다루는 IR과 NMR에 대해서 강의를 하고 중간고사 이후에는 고분자 기기분석의 핵심인 열분석과 광학 현미경, SEM에 대해서 강의 예정임",skoog/스쿠그의 기기분석의 이해 7th editon/cengage,,granger/그레인저의 핵심 기기분석/사이플러스,"필수선수과목 : 재료분석및조직학,추천선수과목 : 유기화학, 물리화학"
18096,고분자복합재료,3,2학기,3.0,전공선택,"복합재료의 응용복합재료의 기계적, 화학적, 물성적 이해",K. K. Chawla/Composite Materials/Springerverla,,R. J. Young/Introduction to Polymers/Chapman and Hall,필수선수과목 : 재료공학1
18097,고분자복합재료,3,2학기,3.0,전공선택,"복합재료의 응용복합재료의 기계적, 화학적, 물성적 이해",K. K. Chawla/Composite Materials/Springerverla,,R. J. Young/Introduction to Polymers/Chapman and Hall,필수선수과목 : 재료공학1
18098,고분자반응공학,3,2학기,3.0,전공선택,"본 과목은 고분자 중합반응의 공학적 이해를 위한 과목이다. 이를 위해 우선 부가반응과 축합반응으로 대별되는 고분자 중합반응의 종류와 각각의 반응 메카니즘 및 속도론을 정확히 이해하며, 괴상중합, 분산중합 등의 반응경로와 회분식, 연속식 등의 반응기 종류에 따른 중합반응 과정을 해석할 수 있는 이론과 기법을 익힌다.",N. A. Dotson 외/Polymerization Process Modeling/VCH Publishers,,J. A. Biesenberger 외/Principles of Polymerization Engineering/John Wiley & Sons,"필수선수과목 : 단위조작,추천선수과목 : 단위조작"
18099,고분자반응공학,3,2학기,3.0,전공선택,"본 과목은 고분자 중합반응의 공학적 이해를 위한 과목이다. 이를 위해 우선 부가반응과 축합반응으로 대별되는 고분자 중합반응의 종류와 각각의 반응 메카니즘 및 속도론을 정확히 이해하며, 괴상중합, 분산중합 등의 반응경로와 회분식, 연속식 등의 반응기 종류에 따른 중합반응 과정을 해석할 수 있는 이론과 기법을 익힌다.",N. A. Dotson 외/Polymerization Process Modeling/VCH Publishers,,J. A. Biesenberger 외/Principles of Polymerization Engineering/John Wiley & Sons,"필수선수과목 : 단위조작,추천선수과목 : 단위조작"
18100,고분자실험계획법,3,1학기,2.0,전공선택,"고분자공학과 학생들이 현장에서 부딪칠 수 있는 다양한 경우에서 통계처리를 통한 데이터의 정리를 통하여 문제를 해결하고, 시행착오를 줄이고자 하는 방법론의 일환으로 실험계획법을 소개하고자 한다. 본 교과를 통하여 실험계획법의 의의와 목적을 충분히 이해할 수 있도록 기본적인 방법들을 중심으로 비교적 상세히 설명하고자 하며, 실제로 생산현장 또는 실험현장에서 직면하게 될 여러 문제에 관해서도 예를 들어 설명하여 문제해결능력을 기르게 하고자 한다.",이상복 저/예제중심의 실험계획법/이레테크,,"김희철 저/실험계획법 입문/한올출판사,박상규 저/실험계획법 Minitab을 활용한 현장중심의/청호,송서일 저/실험계획법/한경사",추천선수과목 : 재료입문
18101,고분자실험계획법,3,1학기,2.0,전공선택,"고분자공학과 학생들이 현장에서 부딪칠 수 있는 다양한 경우에서 통계처리를 통한 데이터의 정리를 통하여 문제를 해결하고, 시행착오를 줄이고자 하는 방법론의 일환으로 실험계획법을 소개하고자 한다. 본 교과를 통하여 실험계획법의 의의와 목적을 충분히 이해할 수 있도록 기본적인 방법들을 중심으로 비교적 상세히 설명하고자 하며, 실제로 생산현장 또는 실험현장에서 직면하게 될 여러 문제에 관해서도 예를 들어 설명하여 문제해결능력을 기르게 하고자 한다.",이상복 저/예제중심의 실험계획법/이레테크,,"김희철 저/실험계획법 입문/한올출판사,박상규 저/실험계획법 Minitab을 활용한 현장중심의/청호,송서일 저/실험계획법/한경사",추천선수과목 : 재료입문
18102,고분자실험계획법,3,1학기,2.0,전공선택,"고분자공학과 학생들이 현장에서 부딪칠 수 있는 다양한 경우에서 통계처리를 통한 데이터의 정리를 통하여 문제를 해결하고, 시행착오를 줄이고자 하는 방법론의 일환으로 실험계획법을 소개하고자 한다. 본 교과를 통하여 실험계획법의 의의와 목적을 충분히 이해할 수 있도록 기본적인 방법들을 중심으로 비교적 상세히 설명하고자 하며, 실제로 생산현장 또는 실험현장에서 직면하게 될 여러 문제에 관해서도 예를 들어 설명하여 문제해결능력을 기르게 하고자 한다.",이상복 저/예제중심의 실험계획법/이레테크,,"김희철 저/실험계획법 입문/한올출판사,박상규 저/실험계획법 Minitab을 활용한 현장중심의/청호,송서일 저/실험계획법/한경사",추천선수과목 : 재료입문
18103,고분자실험계획법,3,1학기,2.0,전공선택,"고분자공학과 학생들이 현장에서 부딪칠 수 있는 다양한 경우에서 통계처리를 통한 데이터의 정리를 통하여 문제를 해결하고, 시행착오를 줄이고자 하는 방법론의 일환으로 실험계획법을 소개하고자 한다. 본 교과를 통하여 실험계획법의 의의와 목적을 충분히 이해할 수 있도록 기본적인 방법들을 중심으로 비교적 상세히 설명하고자 하며, 실제로 생산현장 또는 실험현장에서 직면하게 될 여러 문제에 관해서도 예를 들어 설명하여 문제해결능력을 기르게 하고자 한다.",이상복 저/예제중심의 실험계획법/이레테크,,"김희철 저/실험계획법 입문/한올출판사,박상규 저/실험계획법 Minitab을 활용한 현장중심의/청호,송서일 저/실험계획법/한경사",추천선수과목 : 재료입문
18104,고분자물성,4,1학기,3.0,전공선택,"고분자물질이 나타내는 물리적 성질들에 대한 기본적인 이해를 돕고, 고분자의 구조에 따라서 나타나는 물성의 변화에 대하여 이해하도록 한다. 특히 고분자의 열적, 물리적, 광학적, 전기적특성과 고분자의 구조, 분자량, 분자배향등이 가지는 상관관계와 고분자구조와 열역학적 특성간의 관계, 고분자구조에 따른 투과특성등에 대하여 심도있는 이해를 하도록 한다.","Van Krevelen/""Properties of Polymers"",/Elsevier (1990)",,"F.W.Billmeyer/""Textbook of Polymer Science""/Wiley Interscience (1980),L.H.Sperling/""Introduction to Physical Polymer Science""/John Wiley & Sons, Inc., (1992),R.Deanin/""Polymer Structure, Properties and Application""/Cahners (1972)",추천선수과목 : 재료입문
18105,고분자물성,4,1학기,3.0,전공선택,"고분자물질이 나타내는 물리적 성질들에 대한 기본적인 이해를 돕고, 고분자의 구조에 따라서 나타나는 물성의 변화에 대하여 이해하도록 한다. 특히 고분자의 열적, 물리적, 광학적, 전기적특성과 고분자의 구조, 분자량, 분자배향등이 가지는 상관관계와 고분자구조와 열역학적 특성간의 관계, 고분자구조에 따른 투과특성등에 대하여 심도있는 이해를 하도록 한다.","Van Krevelen/""Properties of Polymers"",/Elsevier (1990)",,"F.W.Billmeyer/""Textbook of Polymer Science""/Wiley Interscience (1980),L.H.Sperling/""Introduction to Physical Polymer Science""/John Wiley & Sons, Inc., (1992),R.Deanin/""Polymer Structure, Properties and Application""/Cahners (1972)",추천선수과목 : 재료입문
18106,고분자물성,4,1학기,3.0,전공선택,"고분자물질이 나타내는 물리적 성질들에 대한 기본적인 이해를 돕고, 고분자의 구조에 따라서 나타나는 물성의 변화에 대하여 이해하도록 한다. 특히 고분자의 열적, 물리적, 광학적, 전기적특성과 고분자의 구조, 분자량, 분자배향등이 가지는 상관관계와 고분자구조와 열역학적 특성간의 관계, 고분자구조에 따른 투과특성등에 대하여 심도있는 이해를 하도록 한다.","Van Krevelen/""Properties of Polymers"",/Elsevier (1990)",,"F.W.Billmeyer/""Textbook of Polymer Science""/Wiley Interscience (1980),L.H.Sperling/""Introduction to Physical Polymer Science""/John Wiley & Sons, Inc., (1992),R.Deanin/""Polymer Structure, Properties and Application""/Cahners (1972)",추천선수과목 : 재료입문
18107,고분자물성,4,1학기,3.0,전공선택,"고분자물질이 나타내는 물리적 성질들에 대한 기본적인 이해를 돕고, 고분자의 구조에 따라서 나타나는 물성의 변화에 대하여 이해하도록 한다. 특히 고분자의 열적, 물리적, 광학적, 전기적특성과 고분자의 구조, 분자량, 분자배향등이 가지는 상관관계와 고분자구조와 열역학적 특성간의 관계, 고분자구조에 따른 투과특성등에 대하여 심도있는 이해를 하도록 한다.","Van Krevelen/""Properties of Polymers"",/Elsevier (1990)",,"F.W.Billmeyer/""Textbook of Polymer Science""/Wiley Interscience (1980),L.H.Sperling/""Introduction to Physical Polymer Science""/John Wiley & Sons, Inc., (1992),R.Deanin/""Polymer Structure, Properties and Application""/Cahners (1972)",추천선수과목 : 재료입문
18108,기능성고분자,3,2학기,3.0,전공필수,"고분자의 기본적인 구조와 기능성에 대한 관계를 이해하고 새로운 고분자 설계에 반영할 수 있도록 한다기능성고분자의 종류와 그 특성을 이해하고 설명할 수 있도록 한다엔지니어링 플라스틱과 그 용도, 기능화에 대해서 조사하고 발표하고 정리할 수 있는 능력을 배양한다",남상용/기능성고분자/무지개사업단,,"A. Akelah and A.Moet/Functionlized polymers and their applications/신소재연구회, 겸지사, 기능성플라스틱","추천선수과목 : 기능성고분자윤강1,2"
18109,기능성고분자,3,2학기,3.0,전공필수,"고분자의 기본적인 구조와 기능성에 대한 관계를 이해하고 새로운 고분자 설계에 반영할 수 있도록 한다기능성고분자의 종류와 그 특성을 이해하고 설명할 수 있도록 한다엔지니어링 플라스틱과 그 용도, 기능화에 대해서 조사하고 발표하고 정리할 수 있는 능력을 배양한다",남상용/기능성고분자/무지개사업단,,"A. Akelah and A.Moet/Functionlized polymers and their applications/신소재연구회, 겸지사, 기능성플라스틱","추천선수과목 : 기능성고분자윤강1,2"
18110,고분자계면공학,4,1학기,3.0,전공선택,"고분자 계면특성의 정의 및 콜로이드와 계면, 접착제의 분류 및 구성, 용도, 그리고 계면특성이 고분자물성에 미치는 영향 및 용도에 대하여 강의한다.",Richard P. Wool/Polymer Interfaces/,,"김현중, 조길원 공역/접착. 접착의 화학과 응용/한국 접착 및 계면학회,김현중, 조길원 공역/접착의 기초 이론/한국접착및계면학회,이태호 역/접착기술의 실무/대광서림","필수선수과목 : 재료공학1,추천선수과목 : 고분자복합재료"
18111,고분자계면공학,4,1학기,3.0,전공선택,"고분자 계면특성의 정의 및 콜로이드와 계면, 접착제의 분류 및 구성, 용도, 그리고 계면특성이 고분자물성에 미치는 영향 및 용도에 대하여 강의한다.",Richard P. Wool/Polymer Interfaces/,,"김현중, 조길원 공역/접착. 접착의 화학과 응용/한국 접착 및 계면학회,김현중, 조길원 공역/접착의 기초 이론/한국접착및계면학회,이태호 역/접착기술의 실무/대광서림","필수선수과목 : 재료공학1,추천선수과목 : 고분자복합재료"
18112,고분자계면공학,4,1학기,3.0,전공선택,"고분자 계면특성의 정의 및 콜로이드와 계면, 접착제의 분류 및 구성, 용도, 그리고 계면특성이 고분자물성에 미치는 영향 및 용도에 대하여 강의한다.",Richard P. Wool/Polymer Interfaces/,,"김현중, 조길원 공역/접착. 접착의 화학과 응용/한국 접착 및 계면학회,김현중, 조길원 공역/접착의 기초 이론/한국접착및계면학회,이태호 역/접착기술의 실무/대광서림","필수선수과목 : 재료공학1,추천선수과목 : 고분자복합재료"
18113,고분자계면공학,4,1학기,3.0,전공선택,"고분자 계면특성의 정의 및 콜로이드와 계면, 접착제의 분류 및 구성, 용도, 그리고 계면특성이 고분자물성에 미치는 영향 및 용도에 대하여 강의한다.",Richard P. Wool/Polymer Interfaces/,,"김현중, 조길원 공역/접착. 접착의 화학과 응용/한국 접착 및 계면학회,김현중, 조길원 공역/접착의 기초 이론/한국접착및계면학회,이태호 역/접착기술의 실무/대광서림","필수선수과목 : 재료공학1,추천선수과목 : 고분자복합재료"
18114,공학수학1,2,1학기,3.0,전공선택,공학도가 연구 및 실험 수행과 데이터 분석에 있어서 다양하게 접할 수 있는 수학적 문제를 해결할 수 있는 기초능력을 함양한다.일반적으로 2학기로 구성되어 있는 공학수학을 본 학과에서는 고분자공학도와 관련된 부분만을 발췌하여 구성한다.,소상균/Matlab으로 배우는 공학수학/한빛아카데미,,,필수선수과목 : 수학2
18115,자율형현장실습3,4,1학기,15.0,전공선택,"전공과 관련된 기업체와 학과 간에 맺어진 협약에 의하여, 1학기동안 학생들을 기업체에 파견하여, 실제 기업체에서 일어나는 상황과 현장을 이해하여, 학생들이 스스로 현장과 상황에 맞는 설계능력을 키우게 하고자 함.",,,실습자료//,추천선수과목 : 현장실습1 또는 현장실습2
18116,자율형현장실습3,4,2학기,15.0,전공선택,"전공과 관련된 기업체와 학과 간에 맺어진 협약에 의하여, 1학기동안 학생들을 기업체에 파견하여, 실제 기업체에서 일어나는 상황과 현장을 이해하여, 학생들이 스스로 현장과 상황에 맞는 설계능력을 키우게 하고자 함.",,,실습자료//,추천선수과목 : 현장실습1 또는 현장실습2
18117,자율형국외현장실습3,4,1학기,15.0,전공선택,"전공과 관련된 국외기업체와 학과 간에 맺어진 협약에 의하여, 1학기동안 학생들을 기업체에 파견하여, 실제 기업체에서 일어나는 상황과 현장을 이해하여, 학생들이 스스로 현장과 상황에 맞는 설계능력을 키우게 하고자 함.",,,현장실습운영자료//,추천선수과목 : 현장실습1 또는 현장실습2
18118,자율형국외현장실습3,4,2학기,15.0,전공선택,"전공과 관련된 국외기업체와 학과 간에 맺어진 협약에 의하여, 1학기동안 학생들을 기업체에 파견하여, 실제 기업체에서 일어나는 상황과 현장을 이해하여, 학생들이 스스로 현장과 상황에 맞는 설계능력을 키우게 하고자 함.",,,현장실습운영자료//,추천선수과목 : 현장실습1 또는 현장실습2
18119,자율형국외현장실습3,3,2학기,15.0,전공선택,"전공과 관련된 국외기업체와 학과 간에 맺어진 협약에 의하여, 1학기동안 학생들을 기업체에 파견하여, 실제 기업체에서 일어나는 상황과 현장을 이해하여, 학생들이 스스로 현장과 상황에 맞는 설계능력을 키우게 하고자 함.",,,현장실습운영자료//,추천선수과목 : 현장실습1 또는 현장실습2
18120,표준형현장실습3,4,2학기,15.0,전공선택,"전공과 관련된 기업체와 학과 간에 맺어진 협약에 의하여, 1학기동안 학생들을 기업체에 파견하여, 실제 기업체에서 일어나는 상황과 현장을 이해하여, 학생들이 스스로 현장과 상황에 맞는 설계능력을 키우게 하고자 함.",,,실습자료//,추천선수과목 : 현장실습1 또는 현장실습2
18121,표준형현장실습3,4,1학기,15.0,전공선택,"전공과 관련된 기업체와 학과 간에 맺어진 협약에 의하여, 1학기동안 학생들을 기업체에 파견하여, 실제 기업체에서 일어나는 상황과 현장을 이해하여, 학생들이 스스로 현장과 상황에 맞는 설계능력을 키우게 하고자 함.",,,실습자료//,추천선수과목 : 현장실습1 또는 현장실습2
18122,표준형현장실습3,3,2학기,15.0,전공선택,"전공과 관련된 기업체와 학과 간에 맺어진 협약에 의하여, 1학기동안 학생들을 기업체에 파견하여, 실제 기업체에서 일어나는 상황과 현장을 이해하여, 학생들이 스스로 현장과 상황에 맞는 설계능력을 키우게 하고자 함.",,,실습자료//,추천선수과목 : 현장실습1 또는 현장실습2
18123,표준형국외현장실습3,4,2학기,15.0,전공선택,"전공과 관련된 국외기업체와 학과 간에 맺어진 협약에 의하여, 1학기동안 학생들을 기업체에 파견하여, 실제 기업체에서 일어나는 상황과 현장을 이해하여, 학생들이 스스로 현장과 상황에 맞는 설계능력을 키우게 하고자 함.",,,현장실습운영자료//,추천선수과목 : 현장실습1 또는 현장실습2
18124,표준형국외현장실습3,4,1학기,15.0,전공선택,"전공과 관련된 국외기업체와 학과 간에 맺어진 협약에 의하여, 1학기동안 학생들을 기업체에 파견하여, 실제 기업체에서 일어나는 상황과 현장을 이해하여, 학생들이 스스로 현장과 상황에 맞는 설계능력을 키우게 하고자 함.",,,현장실습운영자료//,추천선수과목 : 현장실습1 또는 현장실습2
18125,표준형국외현장실습3,3,2학기,15.0,전공선택,"전공과 관련된 국외기업체와 학과 간에 맺어진 협약에 의하여, 1학기동안 학생들을 기업체에 파견하여, 실제 기업체에서 일어나는 상황과 현장을 이해하여, 학생들이 스스로 현장과 상황에 맞는 설계능력을 키우게 하고자 함.",,,현장실습운영자료//,추천선수과목 : 현장실습1 또는 현장실습2
18126,고분자전자재료,4,1학기,2.0,전공선택,"전기공학을 응용한 대부분의 전기전자소자들은 기본적으로 전기전자재료에 의해서 만들어진 것들로서 동작특성은 재료의 성능이나 품질에 크게 영향을 받고 있습니다. 인류 과학기술의 발전을 불러왔던 반도체는 무기재료를 벗어나 최근에는 유기재료로 그 영역을 확장하고 있습니다. 본 과목에서는 포토레지스터나 패키징 재료와 같은 전자재료와 광전기능성을 가지는 유기재료들에 대해 알아봅니다. 특히, 그 구조와 응용에 필요한 성질 사이의 관계에 대해 고찰하고, 이를 응용한 다양한 유기전자소자에 대해 이해해봅니다.학습목표: 차세대 유연전자소자를 이해하기 위한 반도체 기초내용을 학습한다.특이사항: 본 과목은 선수과목이 없는 과목으로 전학년 대상의 강의 과목입니다. (학년구분없음)",파워포인트//,,,
