source_row_number,course_name,grade,semester,credit,course_type,learning_objective,main_textbook,sub_textbook,reference_material,prerequisite_material
17884,항공전자기초,2,2학기,3.0,전공선택,항공우주및소프트웨어 공학분야에서 사용되는 항공전자 시스템의 구조 및 동작 원리를 이해하기 위하여 항공전자 관련 기초 개념 및 이론을 학습하고 관련 소자 및 모듈의 응용에 대하여 알아본다. 또한 본 과목은 신성장 산업의 맞춤형 인재 양성을 목표로 한국항공우주산업 등과 산학 연계하여 산업현장과 사회에서 요구하는 문제해결·협업·실무 능력 등을 갖추고 학생의 역량강화와 기업의 경쟁력 제고를 위한 항공전자 관련 내용을 강의한다.,현승엽/전기전자통신공학 개론/생능출판사,,"M. Mano/Logic and Computer Design Fundamentals/Prentice Hall,권기영(역)/전기전자공학개론(6판)/한빛아카데미,김찬웅(역)/익스플로링 아두이노/한빛아카데미","필수선수과목 : 없음.,추천선수과목 : 물리학, 물리학및실험"
17885,항공전자기초,2,2학기,3.0,전공선택,항공우주및소프트웨어 공학분야에서 사용되는 항공전자 시스템의 구조 및 동작 원리를 이해하기 위하여 항공전자 관련 기초 개념 및 이론을 학습하고 관련 소자 및 모듈의 응용에 대하여 알아본다. 또한 본 과목은 신성장 산업의 맞춤형 인재 양성을 목표로 한국항공우주산업 등과 산학 연계하여 산업현장과 사회에서 요구하는 문제해결·협업·실무 능력 등을 갖추고 학생의 역량강화와 기업의 경쟁력 제고를 위한 항공전자 관련 내용을 강의한다.,현승엽/전기전자통신공학 개론/생능출판사,,"M. Mano/Logic and Computer Design Fundamentals/Prentice Hall,권기영(역)/전기전자공학개론(6판)/한빛아카데미,김찬웅(역)/익스플로링 아두이노/한빛아카데미","필수선수과목 : 없음.,추천선수과목 : 물리학, 물리학및실험"
17886,전산기계제도,1,1학기,2.0,전공필수,"기계, 항공기, 자동차 등의 제조산업에서 제품 개발 및 설계 툴로 널리 사용되고 있는 CATIA를 이용하여 CAD/CAM의 기본 지식을 체계적으로 습득하고 응용할 수 있도록 한다.이를 위하여 2차원 및 3차원 CAD정보 생성을 위한 CATIA의 세부 function을 익하고, 항공기 자동차 등의 기계구조물에 대한 형상 모델링 구축 응용력을 높인다.",이석순 외 2인/CATIA V5 입문/경상대학교 출판부,,이건우 외 7인/CAD/CAM/CAE 시스템/Pearson Education Korea,
17887,전산기계제도,1,1학기,2.0,전공필수,"기계, 항공기, 자동차 등의 제조산업에서 제품 개발 및 설계 툴로 널리 사용되고 있는 CATIA를 이용하여 CAD/CAM의 기본 지식을 체계적으로 습득하고 응용할 수 있도록 한다.이를 위하여 2차원 및 3차원 CAD정보 생성을 위한 CATIA의 세부 function을 익하고, 항공기 자동차 등의 기계구조물에 대한 형상 모델링 구축 응용력을 높인다.",이석순 외 2인/CATIA V5 입문/경상대학교 출판부,,이건우 외 7인/CAD/CAM/CAE 시스템/Pearson Education Korea,
17888,전산기계제도,1,1학기,2.0,전공필수,"기계, 항공기, 자동차 등의 제조산업에서 제품 개발 및 설계 툴로 널리 사용되고 있는 CATIA를 이용하여 CAD/CAM의 기본 지식을 체계적으로 습득하고 응용할 수 있도록 한다.이를 위하여 2차원 및 3차원 CAD정보 생성을 위한 CATIA의 세부 function을 익하고, 항공기 자동차 등의 기계구조물에 대한 형상 모델링 구축 응용력을 높인다.",이석순 외 2인/CATIA V5 입문/경상대학교 출판부,,이건우 외 7인/CAD/CAM/CAE 시스템/Pearson Education Korea,
17889,전산기계제도,1,1학기,2.0,전공필수,"기계, 항공기, 자동차 등의 제조산업에서 제품 개발 및 설계 툴로 널리 사용되고 있는 CATIA를 이용하여 CAD/CAM의 기본 지식을 체계적으로 습득하고 응용할 수 있도록 한다.이를 위하여 2차원 및 3차원 CAD정보 생성을 위한 CATIA의 세부 function을 익하고, 항공기 자동차 등의 기계구조물에 대한 형상 모델링 구축 응용력을 높인다.",이석순 외 2인/CATIA V5 입문/경상대학교 출판부,,이건우 외 7인/CAD/CAM/CAE 시스템/Pearson Education Korea,
17890,CAD응용,3,1학기,3.0,전공선택,"기계, 항공기, 자동차 등의 설계 및 개발에서 널리 사용되고 있는 CATIA를 이용하여 CAD/CAM의 기본지식을 충분히 응용할 수 있도록 한다.이를 위하여 2차 및 3차원 CAD정보 생성을 위한 CATIA의 세부 function을 익히고, 항공기, 자동차, 선박등의 모델을 대상으로 자유곡면을 포함한 3D 형상모델링 구축 가능하도록 한다.",이석순외 2인/CATIA V5/경상대학교출판부,,이건우외 7인/CAD/CAM/CAE 시스템/Pearson Education Korea,"필수선수과목 : 전산기계제도,추천선수과목 : 창의적기초공학설계"
17891,CAD응용,3,1학기,3.0,전공선택,"기계, 항공기, 자동차 등의 설계 및 개발에서 널리 사용되고 있는 CATIA를 이용하여 CAD/CAM의 기본지식을 충분히 응용할 수 있도록 한다.이를 위하여 2차 및 3차원 CAD정보 생성을 위한 CATIA의 세부 function을 익히고, 항공기, 자동차, 선박등의 모델을 대상으로 자유곡면을 포함한 3D 형상모델링 구축 가능하도록 한다.",이석순외 2인/CATIA V5/경상대학교출판부,,이건우외 7인/CAD/CAM/CAE 시스템/Pearson Education Korea,"필수선수과목 : 전산기계제도,추천선수과목 : 창의적기초공학설계"
17892,우주비행역학및위성제어,4,1학기,3.0,전공선택,1. 우주공간상 두 물체 사이에 작용하는 힘에 의해 발생하는 운동에 대해 설명할 수 있다.2. 두 물체 중 한 물체를 기준으로 운동하는 다른 물체의 궤적(궤도)을 6개의 요소(six orbital elements)로 기술할 수 있다. 3. 인공위성의 관성모멘트와 운동의 안정성 사이의 관계를 수학적으로 유도하고 그 의미를 설명할 수 있다.4. 인공위성의 자세를 제어하는 다양한 방법들과 그 원리를 설명할 수 있다.,Howard D. Curtis/Orbital Mechanics (2005년판)/Elsevier,,J. L. Meriam/Dynamics (9판)/Wiley,
17893,우주비행역학및위성제어,4,1학기,3.0,전공선택,1. 우주공간상 두 물체 사이에 작용하는 힘에 의해 발생하는 운동에 대해 설명할 수 있다.2. 두 물체 중 한 물체를 기준으로 운동하는 다른 물체의 궤적(궤도)을 6개의 요소(six orbital elements)로 기술할 수 있다. 3. 인공위성의 관성모멘트와 운동의 안정성 사이의 관계를 수학적으로 유도하고 그 의미를 설명할 수 있다.4. 인공위성의 자세를 제어하는 다양한 방법들과 그 원리를 설명할 수 있다.,Howard D. Curtis/Orbital Mechanics (2005년판)/Elsevier,,J. L. Meriam/Dynamics (9판)/Wiley,
17894,컴퓨터네트워크,3,2학기,3.0,전공선택,"The subject of computer networking is enormously complex, involving many concepts, protocols, and technologies that are woven together in an intricate manner. To cope with this scope and complexity, many computer networking texts are organized around the “layers” of a network architecture. With a layered organization, students can see through the complexity of computer networkingthey learn about the distinct concepts and protocols in one part of the architecture while seeing the big picture of how all parts fit together.First, it places emphasis on the application layer (a “high growth area” in networking). Second,  teaching networking applications  such as email and the Web, which most students use on a daily basis. Third, it introduces network application development at an early stage. Students not only see how popular applications and protocols work, but also learn how easy it is to create their own network applications and applicationlevel protocols.",J. F. Kurose and K. W. Ross/Computer Networks: A TopDown Approach/Pearson,,,"필수선수과목 : Programming language (Python, Java, or C),추천선수과목 : Datastructure and Algorithm, Data Communication"
17895,운영체제커널,3,1학기,3.0,전공선택,CPU의 스케줄링의 동작과 스케줄러의 정책에 따라 어떤 요청이 먼저 처리 되는지 계산할 수 있다.쓰레드 프로그래밍에서 공유자원을 보호하기 위한 락 메커니즘들을 용도에 맞게 적용할 수 있다.파일시스템의 동작 방식을 이해하고 각 파일시스템을 마운트하여 성능을 측정할 수 있다.,"원유집, 박민규, 이성진/운영체제 아주 쉬운 세 가지 이야기/도서출판 홍릉",,,"필수선수과목 : 컴퓨터프로그래밍, 항공우주및소프트웨어공학개론, 자료구조및알고리즘, Linux시스템프로그래밍,추천선수과목 : 객체지향프로그래밍, 이산수학, 컴퓨터구조"
17896,컴퓨터프로그래밍기초PBL,1,2학기,2.0,전공선택,적극적 참여를 유도하고 학습한 내용을 적용하여 코딩을 활용하여 문제를 해결컴퓨터 기반의 논리적 사고체계를 적용하여 코딩으로 문제를 해결C언어의 기본 문법을 활용하여 주어진 문제를 코딩으로 해결코딩 중에 발생한 오류를 분석하고 해결동료가 작성한 코드를 읽고 발생가능한 문제점을 지적하고 더 좋은 코드로 변경더 좋은 코드를 작성하기 위해 동료와 소통하고 장단점 파악,"K.N. King/C Programming: A Modern Approach/Norton,그레그 페리 , 딘 밀러 지음 | 천인국 옮김/어서와 C언어는 처음이지! 초보자를 위한 C 프로그래밍 완벽가이드/인피니티북스",,"Brian W. Kernighan, Dennis M. Ritchie/C Programming Language/Prentice Hall,Stephen G. Kochan/Programming in C/Pearson Education","필수선수과목 : None,추천선수과목 : None"
17897,컴퓨터프로그래밍기초PBL,1,2학기,2.0,전공선택,적극적 참여를 유도하고 학습한 내용을 적용하여 코딩을 활용하여 문제를 해결컴퓨터 기반의 논리적 사고체계를 적용하여 코딩으로 문제를 해결C언어의 기본 문법을 활용하여 주어진 문제를 코딩으로 해결코딩 중에 발생한 오류를 분석하고 해결동료가 작성한 코드를 읽고 발생가능한 문제점을 지적하고 더 좋은 코드로 변경더 좋은 코드를 작성하기 위해 동료와 소통하고 장단점 파악,"K.N. King/C Programming: A Modern Approach/Norton,그레그 페리 , 딘 밀러 지음 | 천인국 옮김/어서와 C언어는 처음이지! 초보자를 위한 C 프로그래밍 완벽가이드/인피니티북스",,"Brian W. Kernighan, Dennis M. Ritchie/C Programming Language/Prentice Hall,Stephen G. Kochan/Programming in C/Pearson Education","필수선수과목 : None,추천선수과목 : None"
17898,컴퓨터프로그래밍기초PBL,1,2학기,2.0,전공선택,적극적 참여를 유도하고 학습한 내용을 적용하여 코딩을 활용하여 문제를 해결컴퓨터 기반의 논리적 사고체계를 적용하여 코딩으로 문제를 해결C언어의 기본 문법을 활용하여 주어진 문제를 코딩으로 해결코딩 중에 발생한 오류를 분석하고 해결동료가 작성한 코드를 읽고 발생가능한 문제점을 지적하고 더 좋은 코드로 변경더 좋은 코드를 작성하기 위해 동료와 소통하고 장단점 파악,"K.N. King/C Programming: A Modern Approach/Norton,그레그 페리 , 딘 밀러 지음 | 천인국 옮김/어서와 C언어는 처음이지! 초보자를 위한 C 프로그래밍 완벽가이드/인피니티북스",,"Brian W. Kernighan, Dennis M. Ritchie/C Programming Language/Prentice Hall,Stephen G. Kochan/Programming in C/Pearson Education","필수선수과목 : None,추천선수과목 : None"
17899,컴퓨터프로그래밍기초PBL,1,2학기,2.0,전공선택,적극적 참여를 유도하고 학습한 내용을 적용하여 코딩을 활용하여 문제를 해결컴퓨터 기반의 논리적 사고체계를 적용하여 코딩으로 문제를 해결C언어의 기본 문법을 활용하여 주어진 문제를 코딩으로 해결코딩 중에 발생한 오류를 분석하고 해결동료가 작성한 코드를 읽고 발생가능한 문제점을 지적하고 더 좋은 코드로 변경더 좋은 코드를 작성하기 위해 동료와 소통하고 장단점 파악,"K.N. King/C Programming: A Modern Approach/Norton,그레그 페리 , 딘 밀러 지음 | 천인국 옮김/어서와 C언어는 처음이지! 초보자를 위한 C 프로그래밍 완벽가이드/인피니티북스",,"Brian W. Kernighan, Dennis M. Ritchie/C Programming Language/Prentice Hall,Stephen G. Kochan/Programming in C/Pearson Education","필수선수과목 : None,추천선수과목 : None"
17900,컴퓨터프로그래밍기초PBL,1,2학기,2.0,전공선택,c언어 프로그래밍 문법을 이해한다.c언어 프로그래밍으로 다양한 문제를 해결할 수 있다.,"K.N.KING/C Programming: A Modern Approach, 2nd Edition/,천인국/쉽게 풀어쓴 C언어 EXPRESS/생능출판사",,,
17901,컴퓨터프로그래밍기초PBL,1,2학기,2.0,전공선택,c언어 프로그래밍 문법을 이해한다.c언어 프로그래밍으로 다양한 문제를 해결할 수 있다.,"K.N.KING/C Programming: A Modern Approach, 2nd Edition/,천인국/쉽게 풀어쓴 C언어 EXPRESS/생능출판사",,,
17902,컴퓨터프로그래밍기초실습PBL,1,2학기,1.0,전공선택,적극적 참여를 유도하고 학습한 내용을 적용하여 코딩을 활용하여 문제를 해결컴퓨터 기반의 논리적 사고체계를 적용하여 코딩으로 문제를 해결C언어의 기본 문법을 활용하여 주어진 문제를 코딩으로 해결코딩 중에 발생한 오류를 분석하고 해결동료가 작성한 코드를 읽고 발생가능한 문제점을 지적하고 더 좋은 코드로 변경더 좋은 코드를 작성하기 위해 동료와 소통하고 장단점 파악,"K.N. King/C Programming: A Modern Approach/Norton,그레그 페리 , 딘 밀러 지음 | 천인국 옮김/어서와 C언어는 처음이지! 초보자를 위한 C 프로그래밍 완벽가이드/인피니티북스",,"Brian W. Kernighan, Dennis M. Ritchie/C Programming Language/Prentice Hall,Stephen G. Kochan/Programming in C/Pearson Education","필수선수과목 : None,추천선수과목 : None"
17903,컴퓨터프로그래밍기초실습PBL,1,2학기,1.0,전공선택,c언어 프로그래밍 문법을 이해한다.c언어 프로그래밍으로 다양한 문제를 해결할 수 있다.,K. N. King/C Programming: A Modern Approach/W. W. Norton,,,
17904,컴퓨터프로그래밍기초실습PBL,1,2학기,1.0,전공선택,적극적 참여를 유도하고 학습한 내용을 적용하여 코딩을 활용하여 문제를 해결컴퓨터 기반의 논리적 사고체계를 적용하여 코딩으로 문제를 해결C언어의 기본 문법을 활용하여 주어진 문제를 코딩으로 해결코딩 중에 발생한 오류를 분석하고 해결동료가 작성한 코드를 읽고 발생가능한 문제점을 지적하고 더 좋은 코드로 변경더 좋은 코드를 작성하기 위해 동료와 소통하고 장단점 파악,"K.N. King/C Programming: A Modern Approach/Norton,그레그 페리 , 딘 밀러 지음 | 천인국 옮김/어서와 C언어는 처음이지! 초보자를 위한 C 프로그래밍 완벽가이드/인피니티북스",,"Brian W. Kernighan, Dennis M. Ritchie/C Programming Language/Prentice Hall,Stephen G. Kochan/Programming in C/Pearson Education","필수선수과목 : None,추천선수과목 : None"
17905,컴퓨터프로그래밍기초실습PBL,1,2학기,1.0,전공선택,적극적 참여를 유도하고 학습한 내용을 적용하여 코딩을 활용하여 문제를 해결컴퓨터 기반의 논리적 사고체계를 적용하여 코딩으로 문제를 해결C언어의 기본 문법을 활용하여 주어진 문제를 코딩으로 해결코딩 중에 발생한 오류를 분석하고 해결동료가 작성한 코드를 읽고 발생가능한 문제점을 지적하고 더 좋은 코드로 변경더 좋은 코드를 작성하기 위해 동료와 소통하고 장단점 파악,"K.N. King/C Programming: A Modern Approach/Norton,그레그 페리 , 딘 밀러 지음 | 천인국 옮김/어서와 C언어는 처음이지! 초보자를 위한 C 프로그래밍 완벽가이드/인피니티북스",,"Brian W. Kernighan, Dennis M. Ritchie/C Programming Language/Prentice Hall,Stephen G. Kochan/Programming in C/Pearson Education","필수선수과목 : None,추천선수과목 : None"
17906,컴퓨터프로그래밍기초실습PBL,1,2학기,1.0,전공선택,적극적 참여를 유도하고 학습한 내용을 적용하여 코딩을 활용하여 문제를 해결컴퓨터 기반의 논리적 사고체계를 적용하여 코딩으로 문제를 해결C언어의 기본 문법을 활용하여 주어진 문제를 코딩으로 해결코딩 중에 발생한 오류를 분석하고 해결동료가 작성한 코드를 읽고 발생가능한 문제점을 지적하고 더 좋은 코드로 변경더 좋은 코드를 작성하기 위해 동료와 소통하고 장단점 파악,"K.N. King/C Programming: A Modern Approach/Norton,그레그 페리 , 딘 밀러 지음 | 천인국 옮김/어서와 C언어는 처음이지! 초보자를 위한 C 프로그래밍 완벽가이드/인피니티북스",,"Brian W. Kernighan, Dennis M. Ritchie/C Programming Language/Prentice Hall,Stephen G. Kochan/Programming in C/Pearson Education","필수선수과목 : None,추천선수과목 : None"
17907,자료구조및알고리즘PBL,2,1학기,3.0,전공필수,"A good algorithm usually comes together with a set of good data structures that allow the algorithm to manipulate the data efficiently. In this course, we consider the common data structures that are used in various computational problems.We are going to cover basic data structures such as arrays, singlylinked lists, doublylinked lists, stack, queues, and trees. We also cover algorithm topics such as binary trees priority queues, heap, disjoint sets, hash tables, and various search algorithms.",,,"Ellis Horowitz, Sartaj Sahni, and Susan AndersonFreed/Fundamentals of Data Structures in C,/Silicon Press,Udi Manber/Introduction to Algorithms: A Creative Approach/AddisonWesley","필수선수과목 : 컴퓨터프로그래밍기초, 컴퓨터프로그래밍기초실습"
17908,자료구조및알고리즘PBL,2,1학기,3.0,전공필수,"A good algorithm usually comes together with a set of good data structures that allow the algorithm to manipulate the data efficiently. In this course, we consider the common data structures that are used in various computational problems.We are going to cover basic data structures such as arrays, singlylinked lists, doublylinked lists, stack, queues, and trees. We also cover algorithm topics such as binary trees priority queues, heap, disjoint sets, hash tables, and various search algorithms.",,,"Ellis Horowitz, Sartaj Sahni, and Susan AndersonFreed/Fundamentals of Data Structures in C,/Silicon Press,Udi Manber/Introduction to Algorithms: A Creative Approach/AddisonWesley","필수선수과목 : 컴퓨터프로그래밍기초, 컴퓨터프로그래밍기초실습"
17909,자료구조및알고리즘PBL,2,1학기,3.0,전공필수,"A good algorithm usually comes together with a set of good data structures that allow the algorithm to manipulate the data efficiently. In this course, we consider the common data structures that are used in various computational problems.We are going to cover basic data structures such as arrays, singlylinked lists, doublylinked lists, stacks, queues, and trees. We also cover algorithm topics such as binary trees priority queues, heap, hash tables, and various search algorithms.","Ellis Horowitz/Fundamentals of Data Structures in C, 2/E/Silicon Valley Publishers Group,천인국/C언어로 쉽게 풀어쓴 자료구조/생능출판사",,Udi Manber/Introduction to Algorithms: A Creative Approach/AddisonWesley,"필수선수과목 : 컴퓨터프로그래밍기초, 컴퓨터프로그래밍기초실습"
17910,자료구조및알고리즘PBL,2,1학기,3.0,전공필수,"A good algorithm usually comes together with a set of good data structures that allow the algorithm to manipulate the data efficiently. In this course, we consider the common data structures that are used in various computational problems.We are going to cover basic data structures such as arrays, singlylinked lists, doublylinked lists, stacks, queues, and trees. We also cover algorithm topics such as binary trees priority queues, heap, hash tables, and various search algorithms.","Ellis Horowitz/Fundamentals of Data Structures in C, 2/E/Silicon Valley Publishers Group,천인국/C언어로 쉽게 풀어쓴 자료구조/생능출판사",,Udi Manber/Introduction to Algorithms: A Creative Approach/AddisonWesley,"필수선수과목 : 컴퓨터프로그래밍기초, 컴퓨터프로그래밍기초실습"
17911,자료구조및알고리즘PBL,2,1학기,3.0,전공필수,"A good algorithm usually comes together with a set of good data structures that allow the algorithm to manipulate the data efficiently. In this course, we consider the common data structures that are used in various computational problems.We are going to cover basic data structures such as arrays, singlylinked lists, doublylinked lists, stacks, queues, and trees. We also cover algorithm topics such as binary trees priority queues, heap, hash tables, and various search algorithms.","Ellis Horowitz/Fundamentals of Data Structures in C, 2/E/Silicon Valley Publishers Group,천인국/C언어로 쉽게 풀어쓴 자료구조/생능출판사",,Udi Manber/Introduction to Algorithms: A Creative Approach/AddisonWesley,"필수선수과목 : 컴퓨터프로그래밍기초, 컴퓨터프로그래밍기초실습"
17912,소프트웨어개발론PBL,3,2학기,3.0,전공필수,소프트웨어 개발을 위한 공학적 접근 방법에 대하여 다음 주제를 이해하고 개발 프로젝트에 적용한다.,홍장의/소프트웨어공학이론과실제/한빛아카데미,최은만/소프트웨어공학의모든것/생능출판,,"필수선수과목 : 객체지향프로그래밍,추천선수과목 : 프로그래밍기초"
17913,소프트웨어개발론PBL,3,2학기,3.0,전공필수,소프트웨어 개발을 위한 공학적 접근 방법에 대하여 다음 주제를 이해하고 개발 프로젝트에 적용한다.,홍장의/소프트웨어공학이론과실제/한빛아카데미,최은만/소프트웨어공학의모든것/생능출판,,"필수선수과목 : 객체지향프로그래밍,추천선수과목 : 프로그래밍기초"
17914,소프트웨어개발론PBL,3,2학기,3.0,전공필수,소프트웨어 개발을 위한 공학적 접근 방법에 대하여 다음 주제를 이해하고 개발 프로젝트에 적용한다.,홍장의/소프트웨어공학이론과실제/한빛아카데미,최은만/소프트웨어공학의모든것/생능출판,,"필수선수과목 : 객체지향프로그래밍,추천선수과목 : 프로그래밍기초"
17915,소프트웨어개발론PBL,3,2학기,3.0,전공필수,소프트웨어 개발을 위한 공학적 접근 방법에 대하여 다음 주제를 이해하고 개발 프로젝트에 적용한다.,홍장의/소프트웨어공학이론과실제/한빛아카데미,최은만/소프트웨어공학의모든것/생능출판,,"필수선수과목 : 객체지향프로그래밍,추천선수과목 : 프로그래밍기초"
17916,기업가정신과창업창의융합PBL,4,2학기,3.0,전공선택,"현재 시대는 기술주도적으로 빠르게 변하고 있다. 공룡 기업들은 늘 참신한 아이디어를 구체화시킨 작은 회사들을 찾고 있으며, 그 회사들을 인수하기 위해 많은 노력들을 한다. 이 과목에서는 기술주도의 회사의 창업과 필요한 기업가정신은 무엇인지 알아본다. 그리고 다른 회사들이 자사의 고유 기술을 도난 도용하는 경우를 방지하기 위해 필요한 노력은 무엇인지 알아본다. 자사의 기술을 보호하기 위해 필수적인 특허를 이해하고 신규성과 진보성을 확보하기 위한 전략적 방법으로 기존 특허 명세 비교 분석을 한다. 이 수업은 프로젝트 기반의 문제해결 지향적 거꾸로 수업 방식으로 진행한다.",,,"/10년 후 미래를 바꾸는 단 한 장의 인생설계도/,/One Page Proposal/,/기획의 정석/","필수선수과목 : 없음,추천선수과목 : 없음"
17917,기업가정신과창업창의융합PBL,4,2학기,3.0,전공선택,"현재 시대는 기술주도적으로 빠르게 변하고 있다. 공룡 기업들은 늘 참신한 아이디어를 구체화시킨 작은 회사들을 찾고 있으며, 그 회사들을 인수하기 위해 많은 노력들을 한다. 이 과목에서는 기술주도의 회사의 창업과 필요한 기업가정신은 무엇인지 알아본다. 그리고 다른 회사들이 자사의 고유 기술을 도난 도용하는 경우를 방지하기 위해 필요한 노력은 무엇인지 알아본다. 자사의 기술을 보호하기 위해 필수적인 특허를 이해하고 신규성과 진보성을 확보하기 위한 전략적 방법으로 기존 특허 명세 비교 분석을 한다. 이 수업은 프로젝트 기반의 문제해결 지향적 거꾸로 수업 방식으로 진행한다.",,,"/10년 후 미래를 바꾸는 단 한 장의 인생설계도/,/One Page Proposal/,/기획의 정석/","필수선수과목 : 없음,추천선수과목 : 없음"
17918,기업가정신과창업창의융합PBL,4,2학기,3.0,전공선택,"현재 시대는 기술주도적으로 빠르게 변하고 있다. 공룡 기업들은 늘 참신한 아이디어를 구체화시킨 작은 회사들을 찾고 있으며, 그 회사들을 인수하기 위해 많은 노력들을 한다. 이 과목에서는 기술주도의 회사의 창업과 필요한 기업가정신은 무엇인지 알아본다. 그리고 다른 회사들이 자사의 고유 기술을 도난 도용하는 경우를 방지하기 위해 필요한 노력은 무엇인지 알아본다. 자사의 기술을 보호하기 위해 필수적인 특허를 이해하고 신규성과 진보성을 확보하기 위한 전략적 방법으로 기존 특허 명세 비교 분석을 한다. 이 수업은 프로젝트 기반의 문제해결 지향적 거꾸로 수업 방식으로 진행한다.",,,"/10년 후 미래를 바꾸는 단 한 장의 인생설계도/,/One Page Proposal/,/기획의 정석/","필수선수과목 : 없음,추천선수과목 : 없음"
17919,기계공작실습,2,1학기,2.0,전공선택,"기계, 항공기, 자동차 등의 설계 및 개발에서 널리 사용되고 있는 CATIA를 이용하여 CAD/CAM의 기본지식을 충분히 응용할 수 있도록 한다.이를 위하여 2차 및 3차원 CAD정보 생성을 위한 CATIA의 세부 function을 익히고, 항공기, 자동차, 선박등의 모델을 대상으로 자유곡면을 포함한 3D 형상모델링 구축 가능하도록 한다.",/선반 및 밀링 사용 설명서/,,,"필수선수과목 : 전산기계제도,추천선수과목 : 창의적기초공학설계"
17920,종합설계,4,1학기,3.0,전공필수,"본 강좌는 항공우주공학전공 소속 교수의 지도에 따라 조별로 주제를 정해서 시스템에 대한 종합설계를 수행하며 종합설계 I의 연속되는 과정으로 본 과정의 궁극적인 목표는 시스템 제작의 완성이다. 본 과정에서는 지도교수의 지도 하에 과제에 대한 기본개념을 파악한 후 자료조사와 실현성에 대한 검토를 충분히 한다.  선정된  종합 설계 과제에 대해서는 조별로 계획된 단계를 각 지도교수님들의 지도 하에 진행하며 그에 따라 기본설계, 상세설계 등 도면 작업들이 수행된다. 그리고 완성된 도면에 따라 시스템이 제작된다. 제품의 설계는 CAD 및 해석 프로그램을 활용하고, 제작은 각자 분담된 부품별로 제작하고 최종 조립은 공동으로 수행한다. 설계, 제작, 시험 진행절차 및 문서화 정도와 최종 결과물에 대한 발표를 통해 평가가 이루어진다.",,/전공관련 서적/,,"필수선수과목 : 항공기설계, 비행역학해석, 항공기구조역학"
17921,종합설계,4,1학기,3.0,전공필수,"미래의 정보처리시스템 및 항공전자시스템에 관련된 기술을 연구 및 개발할 수 있는 능력을 배양하기 위해서 지도교수의 지도에 따라 조별로 특정한 주제를 기획, 설계, 제작, 관리, 분석하는 종합적인 과정을 경험하고 이를 발표한다. 아울러 최종 결과물을 논문 형식으로 기술한다.",/임베디드 시스템 관련 전공서적/,,"김시중/과학논문 작성법/고려대학교 출판부,박준영외/보고서작성 및 프리젠테이션 기법/인터비전",
17922,종합설계,4,1학기,3.0,전공필수,"미래의 정보처리시스템 및 항공전자시스템에 관련된 기술을 연구 및 개발할 수 있는 능력을 배양하기 위해서 지도교수의 지도에 따라 조별로 특정한 주제를 기획, 설계, 제작, 관리, 분석하는 종합적인 과정을 경험하고 이를 발표한다. 아울러 최종 결과물을 논문 형식으로 기술한다.",/임베디드 시스템 관련 전공서적/,,"김시중/과학논문 작성법/고려대학교 출판부,박준영외/보고서작성 및 프리젠테이션 기법/인터비전",
17923,종합설계,4,1학기,3.0,전공필수,"미래의 정보처리시스템 및 항공전자시스템에 관련된 기술을 연구 및 개발할 수 있는 능력을 배양하기 위해서 지도교수의 지도에 따라 조별로 특정한 주제를 기획, 설계, 제작, 관리, 분석하는 종합적인 과정을 경험하고 이를 발표한다. 아울러 최종 결과물을 논문 형식으로 기술한다.",/임베디드 시스템 관련 전공서적/,,"김시중/과학논문 작성법/고려대학교 출판부,박준영외/보고서작성 및 프리젠테이션 기법/인터비전",
17924,소프트웨어기초,1,1학기,3.0,전공선택,소프웨어 학습 경험이 없는 학생이 소프트웨어 문법을 학습하고 주어진 문제를 해결할 수 있는 능력을 배양한다.소프트웨어 관련과목인 컴퓨터프로그래밍과 자료구조등 소프트웨어 학습을 위한 기초를 다진다.소프트웨어의 개발 절차와 동작 방식을 이해한다.,"송석리/모두의 데이터분석 with 파이썬/길벗,천인국/시간순삭 파이썬/생능",,천인국/어서와 파이썬은 처음이지/생능,
17925,소프트웨어기초,1,1학기,3.0,전공선택,소프웨어 학습 경험이 없는 학생이 소프트웨어 문법을 학습하고 주어진 문제를 해결할 수 있는 능력을 배양한다.소프트웨어 관련과목인 컴퓨터프로그래밍과 자료구조등 소프트웨어 학습을 위한 기초를 다진다.소프트웨어의 개발 절차와 동작 방식을 이해한다.,"송석리/모두의 데이터분석 with 파이썬/길벗,천인국/시간순삭 파이썬/생능",,천인국/어서와 파이썬은 처음이지/생능,
17926,소프트웨어기초,1,1학기,3.0,전공선택,소프웨어 학습 경험이 없는 학생이 소프트웨어 문법을 학습하고 주어진 문제를 해결할 수 있는 능력을 배양한다.소프트웨어 관련과목인 컴퓨터프로그래밍과 자료구조등 소프트웨어 학습을 위한 기초를 다진다.소프트웨어의 개발 절차와 동작 방식을 이해한다.,"송석리/모두의 데이터분석 with 파이썬/길벗,천인국/시간순삭 파이썬/생능",,천인국/어서와 파이썬은 처음이지/생능,
