source_row_number,course_name,grade,semester,credit,course_type,learning_objective,main_textbook,sub_textbook,reference_material,prerequisite_material,is_target_department,is_target_course
17655,산업통계2,2,2학기,3.0,전공선택,"1. 추론 통계학의 기초인 확률변수, 확률론, 분포론 등 수리적 이론의 이해능력을 갖추게 한다.2. 두 정규모집단의 추론, 분산분석, 회귀분석, 상관분석의 다변량 통계 분석의 이해 능력을 갖추게 한다.3. Excel, R 등 통계 패키지를 활용하여 추론 통게학의 응용문제를 해결하는 능력을 갖추게 한다.",/syllabus/,,"김철 외 7명/공업수학/청문각,수학교재편찬위원회/미분적분학(CALCULUS)/교우사,윤영진/새로운 조합수학/교우사,최기헌/응용확률론 입문/자유아카데미",필수선수과목 : 산업통계 1,False,True
17656,산업통계2,2,2학기,3.0,전공선택,"1. 추론 통계학의 기초인 확률변수, 확률론, 분포론 등 수리적 이론의 이해능력을 갖추게 한다.2. 두 정규모집단의 추론, 분산분석, 회귀분석, 상관분석의 다변량 통계 분석의 이해 능력을 갖추게 한다.3. Excel, R 등 통계 패키지를 활용하여 추론 통게학의 응용문제를 해결하는 능력을 갖추게 한다.",/syllabus/,,"김철 외 7명/공업수학/청문각,수학교재편찬위원회/미분적분학(CALCULUS)/교우사,윤영진/새로운 조합수학/교우사,최기헌/응용확률론 입문/자유아카데미",필수선수과목 : 산업통계 1,False,True
17657,비쥬얼프로그래밍,2,1학기,3.0,전공필수,"본 과목은 Window 기반 Application 개발을 위한 C  프로그래밍 언어를 습득하고 응용능력을 배양하기 위한 과정이다. 최근 MES 소프트웨어 시스템 개발도구로 널리 활용되고 있는 C  언어를 활용하여 콘솔 응용프로그램과 윈도우즈 폼 응용프로그램 개발을 위한 객체지향 코딩 개념 및 문법, Control 도구를 이용한 사용자 GUI(graphic user interface) 설계 및 이벤트 기반 프로그래밍 기법을 강의하고, 응용 프로그램의 작성 및 설계에 관한 이론강의와 실습을 통하여 실제문제에 대한 활용능력을 배양한다.",윤인성/C  프로그래밍/한빛아카데미,,오세만 외 4인/C  프로그래밍 입문/생능출판사,,False,True
17658,비쥬얼프로그래밍,2,1학기,3.0,전공필수,"본 과목은 Window 기반 Application 개발을 위한 C  프로그래밍 언어를 습득하고 응용능력을 배양하기 위한 과정이다. 최근 MES 소프트웨어 시스템 개발도구로 널리 활용되고 있는 C  언어를 활용하여 콘솔 응용프로그램과 윈도우즈 폼 응용프로그램 개발을 위한 객체지향 코딩 개념 및 문법, Control 도구를 이용한 사용자 GUI(graphic user interface) 설계 및 이벤트 기반 프로그래밍 기법을 강의하고, 응용 프로그램의 작성 및 설계에 관한 이론강의와 실습을 통하여 실제문제에 대한 활용능력을 배양한다.",윤인성/C  프로그래밍/한빛아카데미,,오세만 외 4인/C  프로그래밍 입문/생능출판사,,False,True
17659,비쥬얼프로그래밍,2,1학기,3.0,전공필수,"본 과목은 Window 기반 Application 개발을 위한 C  프로그래밍 언어를 습득하고 응용능력을 배양하기 위한 과정이다. 최근 MES 소프트웨어 시스템 개발도구로 널리 활용되고 있는 C  언어를 활용하여 콘솔 응용프로그램과 윈도우즈 폼 응용프로그램 개발을 위한 객체지향 코딩 개념 및 문법, Control 도구를 이용한 사용자 GUI(graphic user interface) 설계 및 이벤트 기반 프로그래밍 기법을 강의하고, 응용 프로그램의 작성 및 설계에 관한 이론강의와 실습을 통하여 실제문제에 대한 활용능력을 배양한다.",윤인성/C  프로그래밍/한빛아카데미,,오세만 외 4인/C  프로그래밍 입문/생능출판사,,False,True
17660,비쥬얼프로그래밍,2,1학기,3.0,전공필수,"본 과목은 Window 기반 Application 개발을 위한 C  프로그래밍 언어를 습득하고 응용능력을 배양하기 위한 과정이다. 최근 MES 소프트웨어 시스템 개발도구로 널리 활용되고 있는 C  언어를 활용하여 콘솔 응용프로그램과 윈도우즈 폼 응용프로그램 개발을 위한 객체지향 코딩 개념 및 문법, Control 도구를 이용한 사용자 GUI(graphic user interface) 설계 및 이벤트 기반 프로그래밍 기법을 강의하고, 응용 프로그램의 작성 및 설계에 관한 이론강의와 실습을 통하여 실제문제에 대한 활용능력을 배양한다.",윤인성/C  프로그래밍/한빛아카데미,,오세만 외 4인/C  프로그래밍 입문/생능출판사,,False,True
17675,정보통신개론,2,2학기,3.0,전공선택,"컴퓨터 시스템 관련 전공 수업을 위한 컴퓨터 하드웨어, 소프트웨어 그리고 네트워크 기본 지식을 익힌다. 특히 소프트웨어의 경우, 데이터 분석과 인공지능에 필요한 기본 요소인 데이터베이스, 온라인 분석 처리 그리고 데이터 마이닝의 기본 원리를 학습한다.수업의 후반부는 공학 분야와 최신 정보 통신 트랜드에 대한 사례 중심 강의를 제공한다.","강의 웹 문서, 배포 인쇄물//",,,,False,True
17721,객체지향기술,3,1학기,3.0,전공필수,"객체지향 프로그래밍 언어인 자바(JAVA)를 학습하고, 이를 응용한 프로그램을 작성하는 것을 배운다. 자바의 기본 문법을 이해하고, 프로그램의 새로운 패러다임인 객체지향 개념을 습득한다. 실생활의 문제를 해결하기 위한 프로그램을 프로젝트로 설정하고 이를 팀을 이루어 공동으로 수행한다.","황기태, 김효수/명품 JAVA Essential(개정판)/생능출판사",,"김승현/열혈강의 자바 프로그래밍 Java Programming/프리렉(이한디지털리),서환수 역 (케이시 시에라, 버트 베이츠 공저)/Head First Java/한빛미디어",,False,True
17722,객체지향기술,3,1학기,3.0,전공필수,"객체지향 프로그래밍 언어인 자바(JAVA)를 학습하고, 이를 응용한 프로그램을 작성하는 것을 배운다. 자바의 기본 문법을 이해하고, 프로그램의 새로운 패러다임인 객체지향 개념을 습득한다. 실생활의 문제를 해결하기 위한 프로그램을 프로젝트로 설정하고 이를 팀을 이루어 공동으로 수행한다.","황기태, 김효수/명품 JAVA Essential(개정판)/생능출판사",,"김승현/열혈강의 자바 프로그래밍 Java Programming/프리렉(이한디지털리),서환수 역 (케이시 시에라, 버트 베이츠 공저)/Head First Java/한빛미디어",,False,True
17723,객체지향기술,3,1학기,3.0,전공필수,"객체지향 프로그래밍 언어인 자바(JAVA)를 학습하고, 이를 응용한 프로그램을 작성하는 것을 배운다. 자바의 기본 문법을 이해하고, 프로그램의 새로운 패러다임인 객체지향 개념을 습득한다. 실생활의 문제를 해결하기 위한 프로그램을 프로젝트로 설정하고 이를 팀을 이루어 공동으로 수행한다.","황기태, 김효수/명품 JAVA Essential(개정판)/생능출판사",,"김승현/열혈강의 자바 프로그래밍 Java Programming/프리렉(이한디지털리),서환수 역 (케이시 시에라, 버트 베이츠 공저)/Head First Java/한빛미디어",,False,True
17724,객체지향기술,3,1학기,3.0,전공필수,"객체지향 프로그래밍 언어인 자바(JAVA)를 학습하고, 이를 응용한 프로그램을 작성하는 것을 배운다. 자바의 기본 문법을 이해하고, 프로그램의 새로운 패러다임인 객체지향 개념을 습득한다. 실생활의 문제를 해결하기 위한 프로그램을 프로젝트로 설정하고 이를 팀을 이루어 공동으로 수행한다.","황기태, 김효수/명품 JAVA Essential(개정판)/생능출판사",,"김승현/열혈강의 자바 프로그래밍 Java Programming/프리렉(이한디지털리),서환수 역 (케이시 시에라, 버트 베이츠 공저)/Head First Java/한빛미디어",,False,True
17725,객체지향기술,3,1학기,3.0,전공필수,"객체지향 프로그래밍 언어인 자바(JAVA)를 학습하고, 이를 응용한 프로그램을 작성하는 것을 배운다. 자바의 기본 문법을 이해하고, 프로그램의 새로운 패러다임인 객체지향 개념을 습득한다. 실생활의 문제를 해결하기 위한 프로그램을 프로젝트로 설정하고 이를 팀을 이루어 공동으로 수행한다.","황기태, 김효수/명품 JAVA Essential(개정판)/생능출판사",,"김승현/열혈강의 자바 프로그래밍 Java Programming/프리렉(이한디지털리),서환수 역 (케이시 시에라, 버트 베이츠 공저)/Head First Java/한빛미디어",,False,True
17726,객체지향기술,3,1학기,3.0,전공필수,"객체지향 프로그래밍 언어인 자바(JAVA)를 학습하고, 이를 응용한 프로그램을 작성하는 것을 배운다. 자바의 기본 문법을 이해하고, 프로그램의 새로운 패러다임인 객체지향 개념을 습득한다. 실생활의 문제를 해결하기 위한 프로그램을 프로젝트로 설정하고 이를 팀을 이루어 공동으로 수행한다.","황기태, 김효수/명품 JAVA Essential(개정판)/생능출판사",,"김승현/열혈강의 자바 프로그래밍 Java Programming/프리렉(이한디지털리),서환수 역 (케이시 시에라, 버트 베이츠 공저)/Head First Java/한빛미디어",,False,True
17760,제품빅데이터분석,3,2학기,3.0,전공선택,본 과목은 수업 참가자가 컴퓨터 기반 정보시스템에 통합 표현된 제품정보를 기반으로  제품 설계와 개발 과정 동안 적용 가능한 빅데이터 분석 방법과 그 가치를 경험하도록 한다. 제품 빅데이터 이해로 신제품 개발과 설계변경으로 구별되는 제품개발에서 빅데이터 분석을 통한 제품개발 평가와 설계변경 자동화 등의 빅데이터 응용을 다룬다. 미래 제품 빅데이터 이해로 스마트 커넥티드 제품의 제품개발과 서비스 통합 환경에서 빅데이터 분석과 응용을 소개한다.,도남철/제품 빅데이터 분석/자체 출력물,,,,False,True
17763,품질빅데이터이해,3,2학기,3.0,전공선택,"본 강좌는 수강자들이 다양한 형태로 발생하는 빅데이터를 활용하여 제품과 프로세스의 품질을 높일 수 있도록, 품질공학 기초, 품질 데이터 전처리, 품질 빅데이터 분석 알고리즘 소개, 다양한 품질빅데이터 분석과 결과의 해석에 관한 내용을 다루어 품질 빅데이터 전문인력 양성에 이바지하고자 한다.",변재현/별도 배부/,,,,False,True
17784,화학공정제어1,3,1학기,3.0,전공필수,화학공정을 제어하기 위한 이론과 제어요소 기기에 대하여 수업한다. 공정제어의 필요성과 공정의 수식화에 대한 기본 이론을 강의하고 Laplace변화에 의한 모델식의 해를 얻어 공정의 동특성을 파악한다.기본제어계인 Feedback 제어계의 전체 구성과 각 구성 요소에 대한 세부 사항에 대하여 상세히 파악한다.,"Seborg, Edgar, Mellichamp/Process Dynamics and Control(4rd. ed.)/John Wiley &amp; Sons",,"Luyben/Process Modeling, Simulation and Control for Chemical Engineers/McGRAWHILL,Stephanopoulos/Chemical Process Control/PrenticeHall,여영구 외 6인/최신공정제어공학/사이플러스",필수선수과목 : 화공 수학,False,True
17785,화학공정제어1,3,1학기,3.0,전공필수,화학공정을 제어하기 위한 이론과 제어요소 기기에 대하여 수업한다. 공정제어의 필요성과 공정의 수식화에 대한 기본 이론을 강의하고 Laplace변화에 의한 모델식의 해를 얻어 공정의 동특성을 파악한다.기본제어계인 Feedback 제어계의 전체 구성과 각 구성 요소에 대한 세부 사항에 대하여 상세히 파악한다.,"Seborg, Edgar, Mellichamp/Process Dynamics and Control(4rd. ed.)/John Wiley &amp; Sons",,"Luyben/Process Modeling, Simulation and Control for Chemical Engineers/McGRAWHILL,Stephanopoulos/Chemical Process Control/PrenticeHall,여영구 외 6인/최신공정제어공학/사이플러스",필수선수과목 : 화공 수학,False,True
17786,화학공정제어1,3,1학기,3.0,전공필수,화학공정을 제어하기 위한 이론과 제어요소 기기에 대하여 수업한다. 공정제어의 필요성과 공정의 수식화에 대한 기본 이론을 강의하고 Laplace변화에 의한 모델식의 해를 얻어 공정의 동특성을 파악한다.기본제어계인 Feedback 제어계의 전체 구성과 각 구성 요소에 대한 세부 사항에 대하여 상세히 파악한다.,"Seborg, Edgar, Mellichamp/Process Dynamics and Control(4rd. ed.)/John Wiley &amp; Sons",,"Luyben/Process Modeling, Simulation and Control for Chemical Engineers/McGRAWHILL,Stephanopoulos/Chemical Process Control/PrenticeHall,여영구 외 6인/최신공정제어공학/사이플러스",필수선수과목 : 화공 수학,False,True
17787,화학공정제어1,3,1학기,3.0,전공필수,화학공정을 제어하기 위한 이론과 제어요소 기기에 대하여 수업한다. 공정제어의 필요성과 공정의 수식화에 대한 기본 이론을 강의하고 Laplace변화에 의한 모델식의 해를 얻어 공정의 동특성을 파악한다.기본제어계인 Feedback 제어계의 전체 구성과 각 구성 요소에 대한 세부 사항에 대하여 상세히 파악한다.,"Seborg, Edgar, Mellichamp/Process Dynamics and Control(4rd. ed.)/John Wiley &amp; Sons",,"Luyben/Process Modeling, Simulation and Control for Chemical Engineers/McGRAWHILL,Stephanopoulos/Chemical Process Control/PrenticeHall,여영구 외 6인/최신공정제어공학/사이플러스",필수선수과목 : 화공 수학,False,True
17805,화학공정제어2,3,2학기,3.0,전공선택,화학공정제어1에서 수강한 수학적인 모델링 기법과 Laplace변환을 바탕으로 공정과 제어계를 결합하여Feedback control loop를 형성하고 이 제어계의 안정성을 판단하는 기법을 강의한다.또한 Frequency response methods를 사용한 공정 해석 기법의 적용에 관하여도 강의한다. 이러한 제어이론을 바탕으로 MATLAB을 활용한 해석 기법도 강의한다.,"Seborg, Edgar, Mellichamp/Process Dynamics and Control 4th. ed./John Wiley & Sons",,"Stephanopoulous/Chemical Process Control/PrenticeHall,여영구/최신공정제어공학/McGraw Hill,//",추천선수과목 : 화학공정제어1,False,True
17806,화학공정제어2,3,2학기,3.0,전공선택,화학공정제어1에서 수강한 수학적인 모델링 기법과 Laplace변환을 바탕으로 공정과 제어계를 결합하여Feedback control loop를 형성하고 이 제어계의 안정성을 판단하는 기법을 강의한다.또한 Frequency response methods를 사용한 공정 해석 기법의 적용에 관하여도 강의한다. 이러한 제어이론을 바탕으로 MATLAB을 활용한 해석 기법도 강의한다.,"Seborg, Edgar, Mellichamp/Process Dynamics and Control 4th. ed./John Wiley & Sons",,"Stephanopoulous/Chemical Process Control/PrenticeHall,여영구/최신공정제어공학/McGraw Hill,//",추천선수과목 : 화학공정제어1,False,True
17807,화학공정제어2,3,2학기,3.0,전공선택,화학공정제어1에서 수강한 수학적인 모델링 기법과 Laplace변환을 바탕으로 공정과 제어계를 결합하여Feedback control loop를 형성하고 이 제어계의 안정성을 판단하는 기법을 강의한다.또한 Frequency response methods를 사용한 공정 해석 기법의 적용에 관하여도 강의한다. 이러한 제어이론을 바탕으로 MATLAB을 활용한 해석 기법도 강의한다.,"Seborg, Edgar, Mellichamp/Process Dynamics and Control 4th. ed./John Wiley & Sons",,"Stephanopoulous/Chemical Process Control/PrenticeHall,여영구/최신공정제어공학/McGraw Hill,//",추천선수과목 : 화학공정제어1,False,True
17808,화학공정제어2,3,2학기,3.0,전공선택,화학공정제어1에서 수강한 수학적인 모델링 기법과 Laplace변환을 바탕으로 공정과 제어계를 결합하여Feedback control loop를 형성하고 이 제어계의 안정성을 판단하는 기법을 강의한다.또한 Frequency response methods를 사용한 공정 해석 기법의 적용에 관하여도 강의한다. 이러한 제어이론을 바탕으로 MATLAB을 활용한 해석 기법도 강의한다.,"Seborg, Edgar, Mellichamp/Process Dynamics and Control 4th. ed./John Wiley & Sons",,"Stephanopoulous/Chemical Process Control/PrenticeHall,여영구/최신공정제어공학/McGraw Hill,//",추천선수과목 : 화학공정제어1,False,True
17879,연구참여1,4,1학기,1.0,전공선택,"본 과목은 학생들에게 교수님들과의 연구에 참여할 수 있는 기회를 제공하고, 이를 통해 학생들의 진로개발에 도움으로 주고자 한다.",/해당 실험실별 과제/,,,,True,False
17880,정역학,1,2학기,3.0,전공선택,"정역학은 기계 및 항공우주공학 분야의 주요 역학과목을 이수하기 위한 가장 기본적인 과목으로서, 정적인 상태에서 물체에 작용하는 힘과 이의 평형관계를 이해할수 있는 역학적 지식을 교육하는 과목이다. 특히 시스템 형태로 발생하는 공학적 문제를 관심 대상에 국한하여 이상화할 수 있는 능력 즉 자유물체도를 그릴 수 있는 능력을 갖출 수 있도록 하는 것이 가장 중요한 목표이다. 또한 실제 생활에서 접하는 많은 문제들을 예제로 하여, 힘의 평형에 대한 안목을 가질 수 있도록 해준다. 본 과목은 신성장 산업의 맞춤형 인재 양성을 목표로 한국항공우주산업 등과 산학 연계하여 산업현장과 사회에서 요구하는 문제해결·협업·실무 능력 등을 갖추고 학생의 역량강화와 기업의 경쟁력 제고를 위한 정역학 내용을 강의한다.",J.L. Meriam 외 1명/Engineering Mechanics: Statics (7th edition)/Wiley,,,"추천선수과목 : 물리학1, 물리학실험1",True,False
17881,정역학,1,2학기,3.0,전공선택,"* 항공우주공학 및 기계공학 전공과목 이수를 위해 필요한 역학적 기초 구축  힘와 모멘트에 대한 이해  힘과 모멘트의 평형과 이를 이용한 자유물체도 그리기  트러스, 프레임, 기계 구조물에 대한 힘과 모멘트 평형방정식 적용방법 이해* 본 과목은 신성장 산업의 맞춤형 인재 양성을 목표로 한국항공우주산업 등과 산학 연계하여 산업현장과 사회에서 요구하는 문제해결·협업·실무 능력 등을 갖추고 학생의 역량강화와 기업의 경쟁력 제고를 위한 정역학 내용을 강의한다.",J.L. Meriam 외 1명/Engineering Mechanics: Statics (7th edition)/Wiley,,,,True,False
17882,항공전자기초,2,2학기,3.0,전공선택,항공우주및소프트웨어 공학분야에서 사용되는 항공전자 시스템의 구조 및 동작 원리를 이해하기 위하여 항공전자 관련 기초 개념 및 이론을 학습하고 관련 소자 및 모듈의 응용에 대하여 알아본다. 또한 본 과목은 신성장 산업의 맞춤형 인재 양성을 목표로 한국항공우주산업 등과 산학 연계하여 산업현장과 사회에서 요구하는 문제해결·협업·실무 능력 등을 갖추고 학생의 역량강화와 기업의 경쟁력 제고를 위한 항공전자 관련 내용을 강의한다.,현승엽/전기전자통신공학 개론/생능출판사,,"M. Mano/Logic and Computer Design Fundamentals/Prentice Hall,권기영(역)/전기전자공학개론(6판)/한빛아카데미,김찬웅(역)/익스플로링 아두이노/한빛아카데미","필수선수과목 : 없음.,추천선수과목 : 물리학, 물리학및실험",True,True
17883,항공전자기초,2,2학기,3.0,전공선택,항공우주및소프트웨어 공학분야에서 사용되는 항공전자 시스템의 구조 및 동작 원리를 이해하기 위하여 항공전자 관련 기초 개념 및 이론을 학습하고 관련 소자 및 모듈의 응용에 대하여 알아본다. 또한 본 과목은 신성장 산업의 맞춤형 인재 양성을 목표로 한국항공우주산업 등과 산학 연계하여 산업현장과 사회에서 요구하는 문제해결·협업·실무 능력 등을 갖추고 학생의 역량강화와 기업의 경쟁력 제고를 위한 항공전자 관련 내용을 강의한다.,현승엽/전기전자통신공학 개론/생능출판사,,"M. Mano/Logic and Computer Design Fundamentals/Prentice Hall,권기영(역)/전기전자공학개론(6판)/한빛아카데미,김찬웅(역)/익스플로링 아두이노/한빛아카데미","필수선수과목 : 없음.,추천선수과목 : 물리학, 물리학및실험",True,True
17884,항공전자기초,2,2학기,3.0,전공선택,항공우주및소프트웨어 공학분야에서 사용되는 항공전자 시스템의 구조 및 동작 원리를 이해하기 위하여 항공전자 관련 기초 개념 및 이론을 학습하고 관련 소자 및 모듈의 응용에 대하여 알아본다. 또한 본 과목은 신성장 산업의 맞춤형 인재 양성을 목표로 한국항공우주산업 등과 산학 연계하여 산업현장과 사회에서 요구하는 문제해결·협업·실무 능력 등을 갖추고 학생의 역량강화와 기업의 경쟁력 제고를 위한 항공전자 관련 내용을 강의한다.,현승엽/전기전자통신공학 개론/생능출판사,,"M. Mano/Logic and Computer Design Fundamentals/Prentice Hall,권기영(역)/전기전자공학개론(6판)/한빛아카데미,김찬웅(역)/익스플로링 아두이노/한빛아카데미","필수선수과목 : 없음.,추천선수과목 : 물리학, 물리학및실험",True,True
17885,항공전자기초,2,2학기,3.0,전공선택,항공우주및소프트웨어 공학분야에서 사용되는 항공전자 시스템의 구조 및 동작 원리를 이해하기 위하여 항공전자 관련 기초 개념 및 이론을 학습하고 관련 소자 및 모듈의 응용에 대하여 알아본다. 또한 본 과목은 신성장 산업의 맞춤형 인재 양성을 목표로 한국항공우주산업 등과 산학 연계하여 산업현장과 사회에서 요구하는 문제해결·협업·실무 능력 등을 갖추고 학생의 역량강화와 기업의 경쟁력 제고를 위한 항공전자 관련 내용을 강의한다.,현승엽/전기전자통신공학 개론/생능출판사,,"M. Mano/Logic and Computer Design Fundamentals/Prentice Hall,권기영(역)/전기전자공학개론(6판)/한빛아카데미,김찬웅(역)/익스플로링 아두이노/한빛아카데미","필수선수과목 : 없음.,추천선수과목 : 물리학, 물리학및실험",True,True
17886,전산기계제도,1,1학기,2.0,전공필수,"기계, 항공기, 자동차 등의 제조산업에서 제품 개발 및 설계 툴로 널리 사용되고 있는 CATIA를 이용하여 CAD/CAM의 기본 지식을 체계적으로 습득하고 응용할 수 있도록 한다.이를 위하여 2차원 및 3차원 CAD정보 생성을 위한 CATIA의 세부 function을 익하고, 항공기 자동차 등의 기계구조물에 대한 형상 모델링 구축 응용력을 높인다.",이석순 외 2인/CATIA V5 입문/경상대학교 출판부,,이건우 외 7인/CAD/CAM/CAE 시스템/Pearson Education Korea,,True,False
17887,전산기계제도,1,1학기,2.0,전공필수,"기계, 항공기, 자동차 등의 제조산업에서 제품 개발 및 설계 툴로 널리 사용되고 있는 CATIA를 이용하여 CAD/CAM의 기본 지식을 체계적으로 습득하고 응용할 수 있도록 한다.이를 위하여 2차원 및 3차원 CAD정보 생성을 위한 CATIA의 세부 function을 익하고, 항공기 자동차 등의 기계구조물에 대한 형상 모델링 구축 응용력을 높인다.",이석순 외 2인/CATIA V5 입문/경상대학교 출판부,,이건우 외 7인/CAD/CAM/CAE 시스템/Pearson Education Korea,,True,False
17888,전산기계제도,1,1학기,2.0,전공필수,"기계, 항공기, 자동차 등의 제조산업에서 제품 개발 및 설계 툴로 널리 사용되고 있는 CATIA를 이용하여 CAD/CAM의 기본 지식을 체계적으로 습득하고 응용할 수 있도록 한다.이를 위하여 2차원 및 3차원 CAD정보 생성을 위한 CATIA의 세부 function을 익하고, 항공기 자동차 등의 기계구조물에 대한 형상 모델링 구축 응용력을 높인다.",이석순 외 2인/CATIA V5 입문/경상대학교 출판부,,이건우 외 7인/CAD/CAM/CAE 시스템/Pearson Education Korea,,True,False
17889,전산기계제도,1,1학기,2.0,전공필수,"기계, 항공기, 자동차 등의 제조산업에서 제품 개발 및 설계 툴로 널리 사용되고 있는 CATIA를 이용하여 CAD/CAM의 기본 지식을 체계적으로 습득하고 응용할 수 있도록 한다.이를 위하여 2차원 및 3차원 CAD정보 생성을 위한 CATIA의 세부 function을 익하고, 항공기 자동차 등의 기계구조물에 대한 형상 모델링 구축 응용력을 높인다.",이석순 외 2인/CATIA V5 입문/경상대학교 출판부,,이건우 외 7인/CAD/CAM/CAE 시스템/Pearson Education Korea,,True,False
17890,CAD응용,3,1학기,3.0,전공선택,"기계, 항공기, 자동차 등의 설계 및 개발에서 널리 사용되고 있는 CATIA를 이용하여 CAD/CAM의 기본지식을 충분히 응용할 수 있도록 한다.이를 위하여 2차 및 3차원 CAD정보 생성을 위한 CATIA의 세부 function을 익히고, 항공기, 자동차, 선박등의 모델을 대상으로 자유곡면을 포함한 3D 형상모델링 구축 가능하도록 한다.",이석순외 2인/CATIA V5/경상대학교출판부,,이건우외 7인/CAD/CAM/CAE 시스템/Pearson Education Korea,"필수선수과목 : 전산기계제도,추천선수과목 : 창의적기초공학설계",True,False
17891,CAD응용,3,1학기,3.0,전공선택,"기계, 항공기, 자동차 등의 설계 및 개발에서 널리 사용되고 있는 CATIA를 이용하여 CAD/CAM의 기본지식을 충분히 응용할 수 있도록 한다.이를 위하여 2차 및 3차원 CAD정보 생성을 위한 CATIA의 세부 function을 익히고, 항공기, 자동차, 선박등의 모델을 대상으로 자유곡면을 포함한 3D 형상모델링 구축 가능하도록 한다.",이석순외 2인/CATIA V5/경상대학교출판부,,이건우외 7인/CAD/CAM/CAE 시스템/Pearson Education Korea,"필수선수과목 : 전산기계제도,추천선수과목 : 창의적기초공학설계",True,False
17892,우주비행역학및위성제어,4,1학기,3.0,전공선택,1. 우주공간상 두 물체 사이에 작용하는 힘에 의해 발생하는 운동에 대해 설명할 수 있다.2. 두 물체 중 한 물체를 기준으로 운동하는 다른 물체의 궤적(궤도)을 6개의 요소(six orbital elements)로 기술할 수 있다. 3. 인공위성의 관성모멘트와 운동의 안정성 사이의 관계를 수학적으로 유도하고 그 의미를 설명할 수 있다.4. 인공위성의 자세를 제어하는 다양한 방법들과 그 원리를 설명할 수 있다.,Howard D. Curtis/Orbital Mechanics (2005년판)/Elsevier,,J. L. Meriam/Dynamics (9판)/Wiley,,True,True
17893,우주비행역학및위성제어,4,1학기,3.0,전공선택,1. 우주공간상 두 물체 사이에 작용하는 힘에 의해 발생하는 운동에 대해 설명할 수 있다.2. 두 물체 중 한 물체를 기준으로 운동하는 다른 물체의 궤적(궤도)을 6개의 요소(six orbital elements)로 기술할 수 있다. 3. 인공위성의 관성모멘트와 운동의 안정성 사이의 관계를 수학적으로 유도하고 그 의미를 설명할 수 있다.4. 인공위성의 자세를 제어하는 다양한 방법들과 그 원리를 설명할 수 있다.,Howard D. Curtis/Orbital Mechanics (2005년판)/Elsevier,,J. L. Meriam/Dynamics (9판)/Wiley,,True,True
17894,컴퓨터네트워크,3,2학기,3.0,전공선택,"The subject of computer networking is enormously complex, involving many concepts, protocols, and technologies that are woven together in an intricate manner. To cope with this scope and complexity, many computer networking texts are organized around the “layers” of a network architecture. With a layered organization, students can see through the complexity of computer networkingthey learn about the distinct concepts and protocols in one part of the architecture while seeing the big picture of how all parts fit together.First, it places emphasis on the application layer (a “high growth area” in networking). Second,  teaching networking applications  such as email and the Web, which most students use on a daily basis. Third, it introduces network application development at an early stage. Students not only see how popular applications and protocols work, but also learn how easy it is to create their own network applications and applicationlevel protocols.",J. F. Kurose and K. W. Ross/Computer Networks: A TopDown Approach/Pearson,,,"필수선수과목 : Programming language (Python, Java, or C),추천선수과목 : Datastructure and Algorithm, Data Communication",True,True
17895,운영체제커널,3,1학기,3.0,전공선택,CPU의 스케줄링의 동작과 스케줄러의 정책에 따라 어떤 요청이 먼저 처리 되는지 계산할 수 있다.쓰레드 프로그래밍에서 공유자원을 보호하기 위한 락 메커니즘들을 용도에 맞게 적용할 수 있다.파일시스템의 동작 방식을 이해하고 각 파일시스템을 마운트하여 성능을 측정할 수 있다.,"원유집, 박민규, 이성진/운영체제 아주 쉬운 세 가지 이야기/도서출판 홍릉",,,"필수선수과목 : 컴퓨터프로그래밍, 항공우주및소프트웨어공학개론, 자료구조및알고리즘, Linux시스템프로그래밍,추천선수과목 : 객체지향프로그래밍, 이산수학, 컴퓨터구조",True,True
17896,컴퓨터프로그래밍기초PBL,1,2학기,2.0,전공선택,적극적 참여를 유도하고 학습한 내용을 적용하여 코딩을 활용하여 문제를 해결컴퓨터 기반의 논리적 사고체계를 적용하여 코딩으로 문제를 해결C언어의 기본 문법을 활용하여 주어진 문제를 코딩으로 해결코딩 중에 발생한 오류를 분석하고 해결동료가 작성한 코드를 읽고 발생가능한 문제점을 지적하고 더 좋은 코드로 변경더 좋은 코드를 작성하기 위해 동료와 소통하고 장단점 파악,"K.N. King/C Programming: A Modern Approach/Norton,그레그 페리 , 딘 밀러 지음 | 천인국 옮김/어서와 C언어는 처음이지! 초보자를 위한 C 프로그래밍 완벽가이드/인피니티북스",,"Brian W. Kernighan, Dennis M. Ritchie/C Programming Language/Prentice Hall,Stephen G. Kochan/Programming in C/Pearson Education","필수선수과목 : None,추천선수과목 : None",True,True
